interval_from,interval_to,so2_B0_min,so2_B0_max,so2_B0_mean,so2_B0_stDev,so2_B0_sampleCount,so2_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2019-06-01,2019-07-01,-0.001277351868338883,0.001727601164020598,6.889582237688009e-05,0.0005981399499112759,65536,38090,NUTS_NL_01m_2024.shp,NL1,2019,June,6
2019-07-01,2019-08-01,-0.0004199105896987021,0.001021556556224823,0.0003443058749175078,0.0005481516991859823,65536,65235,NUTS_NL_01m_2024.shp,NL1,2019,July,7
2019-08-01,2019-09-01,-0.0014933513011783361,0.0020122237037867308,-5.5311575998034994e-05,0.0006876141116886213,65536,29801,NUTS_NL_01m_2024.shp,NL1,2019,August,8
2019-09-01,2019-10-01,-0.0013592276955023408,0.0011101465206593275,3.7126234590029846e-05,0.0003750727402645222,65536,45558,NUTS_NL_01m_2024.shp,NL1,2019,September,9
2019-10-01,2019-11-01,-0.0014437197241932154,0.012236302718520164,0.0014674128012151662,0.0026860609691472304,65536,52793,NUTS_NL_01m_2024.shp,NL1,2019,October,10
2020-01-01,2020-02-01,-0.0013287257170304656,0.007583333645015955,0.006410694255273004,0.0030125651384304273,65536,65498,NUTS_NL_01m_2024.shp,NL1,2020,January,1
2020-02-01,2020-03-01,-0.0014892910839989781,0.005303802900016308,0.0008530411373539556,0.0015116331542287822,65536,45822,NUTS_NL_01m_2024.shp,NL1,2020,February,2
2020-03-01,2020-04-01,-0.0014736584853380919,0.002565690316259861,0.0002947818267082169,0.0007929147229023926,65536,29343,NUTS_NL_01m_2024.shp,NL1,2020,March,3
2020-04-01,2020-05-01,-0.0012632355792447925,0.0011261050822213292,7.73367602004153e-05,0.0002940531660946045,65536,41801,NUTS_NL_01m_2024.shp,NL1,2020,April,4
2020-05-01,2020-06-01,-0.0013244958827272058,0.0025088901165872812,0.00017834239367827678,0.0008285241193055016,65536,31669,NUTS_NL_01m_2024.shp,NL1,2020,May,5
2020-06-01,2020-07-01,-0.0005106811877340078,-0.0005106811877340078,-0.0005106811877340078,0.0,65536,65526,NUTS_NL_01m_2024.shp,NL1,2020,June,6
2020-07-01,2020-08-01,-0.0013906128006055951,0.0016670884797349572,-9.906099270809677e-05,0.0005048304238249716,65536,29433,NUTS_NL_01m_2024.shp,NL1,2020,July,7
2020-08-01,2020-09-01,-0.0013712304644286633,0.0009136892040260136,1.347552404848152e-05,0.0003385352659575131,65536,47031,NUTS_NL_01m_2024.shp,NL1,2020,August,8
2020-09-01,2020-10-01,-0.001471838797442615,0.009799623861908913,0.0014768600578803275,0.002438267077996893,65536,57135,NUTS_NL_01m_2024.shp,NL1,2020,September,9
2020-10-01,2020-11-01,-0.0014476925134658813,0.004622603766620159,0.00027358486230688914,0.001144680659528108,65536,57996,NUTS_NL_01m_2024.shp,NL1,2020,October,10
2021-02-01,2021-03-01,-0.0014092312194406986,0.00242833374068141,0.0002775225346937962,0.0007760579446075317,65536,56184,NUTS_NL_01m_2024.shp,NL1,2021,February,2
2021-03-01,2021-04-01,-0.0014730445109307766,0.004031289368867874,0.00033375625547183,0.0009056006648860026,65536,30811,NUTS_NL_01m_2024.shp,NL1,2021,March,3
2021-04-01,2021-05-01,-0.0013408564263954759,0.0015539933228865266,-6.263110787185182e-05,0.0004143633054629314,65536,61124,NUTS_NL_01m_2024.shp,NL1,2021,April,4
2021-05-01,2021-06-01,-0.001489134505391121,0.0016562986420467496,-3.62973070248967e-05,0.0006138323662690456,65536,29919,NUTS_NL_01m_2024.shp,NL1,2021,May,5
2021-07-01,2021-08-01,-0.001405678573064506,0.0026764420326799154,0.00014171616646565263,0.000569144883288029,65536,59906,NUTS_NL_01m_2024.shp,NL1,2021,July,7
2021-08-01,2021-09-01,-0.0011589027708396316,0.0011866720160469413,-0.00010045631988835596,0.00034900211556967623,65536,58118,NUTS_NL_01m_2024.shp,NL1,2021,August,8
2021-09-01,2021-10-01,-0.0013957327464595437,0.0025541374925523996,9.013672611281288e-05,0.0008213756747437053,65536,56226,NUTS_NL_01m_2024.shp,NL1,2021,September,9
2022-01-01,2022-02-01,-0.0013149220030754805,0.007535303942859173,0.0015849867018136253,0.0017427575829431499,65536,62379,NUTS_NL_01m_2024.shp,NL1,2022,January,1
2022-02-01,2022-03-01,-0.0014727797824889421,0.005662864074110985,0.000613541206069662,0.0013678456757026593,65536,37665,NUTS_NL_01m_2024.shp,NL1,2022,February,2
2022-04-01,2022-05-01,-0.0012053370010107756,0.0017746873199939728,0.0002844101984656273,0.0005675921886527504,65536,62363,NUTS_NL_01m_2024.shp,NL1,2022,April,4
2022-05-01,2022-06-01,-0.0014746659435331821,0.002068218542262912,0.0002348153841245958,0.0007168738218451993,65536,63480,NUTS_NL_01m_2024.shp,NL1,2022,May,5
2022-06-01,2022-07-01,-0.0012293319450691342,0.0015687450068071485,5.614942779671919e-05,0.0004593322918271924,65536,36813,NUTS_NL_01m_2024.shp,NL1,2022,June,6
2022-08-01,2022-09-01,-0.0014069669414311647,0.0020558738615363836,0.00017593765923843655,0.0007444377428673856,65536,30031,NUTS_NL_01m_2024.shp,NL1,2022,August,8
2022-09-01,2022-10-01,-0.0014214456314221025,0.0022235724609345198,0.00012903662269936195,0.0005704213817869375,65536,29653,NUTS_NL_01m_2024.shp,NL1,2022,September,9
2022-10-01,2022-11-01,-0.0014992353972047567,0.0059036980383098125,0.0006451630618525344,0.0014039289802313395,65536,45012,NUTS_NL_01m_2024.shp,NL1,2022,October,10
2023-01-01,2023-02-01,-0.001329272286966443,0.0053680879063904285,0.0009940901597113925,0.0015919253269410048,65536,63681,NUTS_NL_01m_2024.shp,NL1,2023,January,1
2023-02-01,2023-03-01,-0.001417158404365182,0.0058318027295172215,0.00047884536845134993,0.0009533858387077002,65536,31297,NUTS_NL_01m_2024.shp,NL1,2023,February,2
2023-04-01,2023-05-01,-0.0014711159747093916,0.0017825915711000562,-7.138186943698599e-05,0.0006213844014148179,65536,30106,NUTS_NL_01m_2024.shp,NL1,2023,April,4
2023-05-01,2023-06-01,-0.001434778911061585,0.0020178002305328846,-1.7049472800168722e-06,0.0006826103361530878,65536,31602,NUTS_NL_01m_2024.shp,NL1,2023,May,5
2023-06-01,2023-07-01,-0.0014045239659026265,0.0058235120959579945,0.0005643430951318121,0.0016465225745808363,65536,55908,NUTS_NL_01m_2024.shp,NL1,2023,June,6
2023-08-01,2023-09-01,-0.0010042211506515741,0.0011502787237986922,-4.075419106365831e-05,0.0003432454167850557,65536,44318,NUTS_NL_01m_2024.shp,NL1,2023,August,8
2023-09-01,2023-10-01,-0.0013768878998234868,0.0044062440283596516,0.00018945265312028995,0.0009041854399699577,65536,43640,NUTS_NL_01m_2024.shp,NL1,2023,September,9
2023-10-01,2023-11-01,-0.001370153040625155,0.007310159970074892,0.0013895604986756053,0.0020424048186784894,65536,60333,NUTS_NL_01m_2024.shp,NL1,2023,October,10
2024-03-01,2024-04-01,-0.0014755004085600376,0.002204339951276779,7.675612409221813e-05,0.0006930106684066308,65536,43826,NUTS_NL_01m_2024.shp,NL1,2024,March,3
2024-04-01,2024-05-01,-0.001333238440565765,0.003530090441927314,0.0001514714148589054,0.0006125230267665765,65536,30229,NUTS_NL_01m_2024.shp,NL1,2024,April,4
2024-06-01,2024-07-01,-0.0013955174945294857,0.0019189256709069014,1.5356070575509595e-05,0.00045825559811831125,65536,57276,NUTS_NL_01m_2024.shp,NL1,2024,June,6
2024-07-01,2024-08-01,-0.0014781573554500937,0.0014791531721130013,-8.023358786490937e-05,0.000572525449987001,65536,29489,NUTS_NL_01m_2024.shp,NL1,2024,July,7
2024-08-01,2024-09-01,-0.001287141814827919,0.002158272545784712,-3.010976742669062e-05,0.0005642779523532774,65536,29364,NUTS_NL_01m_2024.shp,NL1,2024,August,8
2024-09-01,2024-10-01,-0.0014826732221990824,0.004137340467423201,0.0003998090979483464,0.0010115004969141993,65536,39700,NUTS_NL_01m_2024.shp,NL1,2024,September,9
2024-10-01,2024-11-01,-0.0012113765114918351,0.0052710287272930145,0.0002005099896302089,0.0009742006676989947,65536,62727,NUTS_NL_01m_2024.shp,NL1,2024,October,10
2018-04-01,2018-05-01,-0.0003790251794271171,0.000635330390650779,0.00035169521261570967,0.00017148812097870616,65536,64833,NUTS_NL_01m_2024.shp,NL11,2018,April,4
2018-05-01,2018-06-01,-0.0013017890742048621,0.0027379184029996395,4.605424733753647e-05,0.0006367404501773245,65536,43102,NUTS_NL_01m_2024.shp,NL11,2018,May,5
2018-06-01,2018-07-01,-0.001281312434002757,0.001203077961690724,-3.259242318350808e-05,0.0004826605544378863,65536,36854,NUTS_NL_01m_2024.shp,NL11,2018,June,6
2018-07-01,2018-08-01,-0.0014860121300444007,0.000731519830878824,3.248764277155752e-06,0.00032630208686477806,65536,58424,NUTS_NL_01m_2024.shp,NL11,2018,July,7
2018-08-01,2018-09-01,-0.0006495426059700549,0.0005083830328658223,-4.246505546087353e-05,0.00029062537633296515,65536,54969,NUTS_NL_01m_2024.shp,NL11,2018,August,8
2018-09-01,2018-10-01,-0.0008666238863952458,0.000941268284805119,-0.00012029678642730535,0.00027678363316629745,65536,62850,NUTS_NL_01m_2024.shp,NL11,2018,September,9
2018-10-01,2018-11-01,-0.0014451646711677313,0.00407614279538393,0.0004959125570351955,0.0011837304665836788,65536,42004,NUTS_NL_01m_2024.shp,NL11,2018,October,10
2019-03-01,2019-04-01,-0.001460827188566327,0.004280113149434328,0.00011789138836622663,0.0009106281449921088,65536,40564,NUTS_NL_01m_2024.shp,NL11,2019,March,3
2019-04-01,2019-05-01,-0.0011212892131879926,0.0010728919878602028,-0.00012131152676583775,0.00044017106063052924,65536,52566,NUTS_NL_01m_2024.shp,NL11,2019,April,4
2019-05-01,2019-06-01,-0.0011566967004910111,0.002582707442343235,0.0005883343733409535,0.0011379940283929143,65536,60440,NUTS_NL_01m_2024.shp,NL11,2019,May,5
2019-06-01,2019-07-01,-0.0010017480235546827,0.0013577878708019853,-1.084846546933678e-05,0.0006114298146024721,65536,36854,NUTS_NL_01m_2024.shp,NL11,2019,June,6
2019-08-01,2019-09-01,-0.0014351517893373966,0.0020122237037867308,-9.962407339655618e-06,0.0006930795075965876,65536,37185,NUTS_NL_01m_2024.shp,NL11,2019,August,8
2019-09-01,2019-10-01,-0.0007189813768491149,0.0011101465206593275,6.549715160282452e-05,0.0003449215402186619,65536,40369,NUTS_NL_01m_2024.shp,NL11,2019,September,9
2019-10-01,2019-11-01,-0.0013134180335327983,0.008118316531181335,0.0007815365459750473,0.002298453716847424,65536,56565,NUTS_NL_01m_2024.shp,NL11,2019,October,10
2020-02-01,2020-03-01,-0.0014892910839989781,0.005303802900016308,0.0006777139852083911,0.001459302348513693,65536,43836,NUTS_NL_01m_2024.shp,NL11,2020,February,2
2020-03-01,2020-04-01,-0.0013293250231072307,0.0020360888447612524,0.0002357258023528449,0.0007818843478164242,65536,37109,NUTS_NL_01m_2024.shp,NL11,2020,March,3
2020-04-01,2020-05-01,-0.0012632355792447925,0.0008999023120850325,4.0027038645764426e-05,0.00032574716921277724,65536,44451,NUTS_NL_01m_2024.shp,NL11,2020,April,4
2020-05-01,2020-06-01,-0.0013244958827272058,0.002425778191536665,0.00012300245840362613,0.0007930076219786358,65536,37632,NUTS_NL_01m_2024.shp,NL11,2020,May,5
2020-07-01,2020-08-01,-0.0011359251802787185,0.0012328849406912923,-6.675107990843551e-05,0.00045647189426886394,65536,37422,NUTS_NL_01m_2024.shp,NL11,2020,July,7
2020-08-01,2020-09-01,-0.0013712304644286633,0.0006612665602006018,-3.585580471183585e-05,0.00030676441017391486,65536,47770,NUTS_NL_01m_2024.shp,NL11,2020,August,8
2020-09-01,2020-10-01,-0.0011958731338381767,0.009799623861908913,0.0016647062219675532,0.0028535811793713177,65536,57994,NUTS_NL_01m_2024.shp,NL11,2020,September,9
2021-03-01,2021-04-01,-0.0013519261265173554,0.0018418199615553021,6.863663258688358e-05,0.0006546038193575746,65536,36854,NUTS_NL_01m_2024.shp,NL11,2021,March,3
2021-04-01,2021-05-01,-0.001027249963954091,0.0009407265461049974,-7.259977496134832e-05,0.00039416534511963874,65536,60229,NUTS_NL_01m_2024.shp,NL11,2021,April,4
2021-05-01,2021-06-01,-0.0013068484840914607,0.0016562986420467496,-4.460334813745852e-05,0.0006384102141962547,65536,37882,NUTS_NL_01m_2024.shp,NL11,2021,May,5
2021-07-01,2021-08-01,-0.0011631227098405361,0.0009986432269215584,0.00029131631051952536,0.00047849232677967516,65536,59948,NUTS_NL_01m_2024.shp,NL11,2021,July,7
2021-08-01,2021-09-01,-0.0011145473690703511,0.00027854047948494554,-0.00014086685387254403,0.00025134486861993387,65536,60058,NUTS_NL_01m_2024.shp,NL11,2021,August,8
2021-09-01,2021-10-01,-0.0013957327464595437,0.0025541374925523996,0.00015111490543189774,0.0009559466858603886,65536,53295,NUTS_NL_01m_2024.shp,NL11,2021,September,9
2022-01-01,2022-02-01,-0.001093849539756775,0.007535303942859173,0.0016928325185521017,0.0018801792746153873,65536,58835,NUTS_NL_01m_2024.shp,NL11,2022,January,1
2022-02-01,2022-03-01,-0.0014265066711232066,0.005662864074110985,0.0005866797152085768,0.0014663263888507966,65536,45387,NUTS_NL_01m_2024.shp,NL11,2022,February,2
2022-04-01,2022-05-01,-0.0009210982243530452,0.0013387841172516346,0.00029055590416860773,0.0003200778769876678,65536,62648,NUTS_NL_01m_2024.shp,NL11,2022,April,4
2022-06-01,2022-07-01,-0.0008525079465471208,0.0010700335260480642,2.569637931180064e-05,0.0002828311044917798,65536,55906,NUTS_NL_01m_2024.shp,NL11,2022,June,6
2022-08-01,2022-09-01,-0.0010044773807749152,0.001916408189572394,0.0003401123764803959,0.0007048117147542874,65536,38657,NUTS_NL_01m_2024.shp,NL11,2022,August,8
2022-09-01,2022-10-01,-0.001265748287551105,0.0022235724609345198,0.0001641840506732203,0.0005204807281398267,65536,36866,NUTS_NL_01m_2024.shp,NL11,2022,September,9
2022-10-01,2022-11-01,-0.0014955124352127314,0.0059036980383098125,0.0007331765160064475,0.0013716103013009465,65536,49321,NUTS_NL_01m_2024.shp,NL11,2022,October,10
2023-02-01,2023-03-01,-0.0013077949406579137,0.005401547998189926,0.0004572879489962732,0.0010395572729827592,65536,37724,NUTS_NL_01m_2024.shp,NL11,2023,February,2
2023-04-01,2023-05-01,-0.0014711159747093916,0.0017825915711000562,-6.501981901915962e-05,0.0006725309235019276,65536,37279,NUTS_NL_01m_2024.shp,NL11,2023,April,4
2023-05-01,2023-06-01,-0.0012992466799914837,0.0020178002305328846,0.0001052466232801426,0.0007264292302920894,65536,38713,NUTS_NL_01m_2024.shp,NL11,2023,May,5
2023-06-01,2023-07-01,-0.0012247984996065497,0.005354059860110283,0.0018164024683467507,0.00241288880675406,65536,62232,NUTS_NL_01m_2024.shp,NL11,2023,June,6
2023-08-01,2023-09-01,-0.0005761291249655187,0.0009175866143777966,-4.985838460492661e-05,0.00030491670457360336,65536,51236,NUTS_NL_01m_2024.shp,NL11,2023,August,8
