interval_from,interval_to,o3_B0_min,o3_B0_max,o3_B0_mean,o3_B0_stDev,o3_B0_sampleCount,o3_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2021-06-01,2021-07-01,0.1468266248703003,0.1500326544046402,0.14782868904160337,0.0004101383992448166,65536,27310,NUTS_NL_01m_2024.shp,NL114,2021,June,6
2021-07-01,2021-08-01,0.15665054321289062,0.16164684295654297,0.15983669128124112,0.0011718128470242504,65536,27310,NUTS_NL_01m_2024.shp,NL114,2021,July,7
2021-08-01,2021-09-01,0.136384978890419,0.1434047967195511,0.14039198502532546,0.0015670591750512513,65536,27310,NUTS_NL_01m_2024.shp,NL114,2021,August,8
2021-09-01,2021-10-01,0.1403384804725647,0.1440131664276123,0.1421058214883195,0.0008217970608431203,65536,27310,NUTS_NL_01m_2024.shp,NL114,2021,September,9
2021-10-01,2021-11-01,0.12896263599395752,0.13138382136821747,0.1304084146008914,0.000551317792734052,65536,27310,NUTS_NL_01m_2024.shp,NL114,2021,October,10
2021-11-01,2021-12-01,0.1289910525083542,0.13260261714458466,0.13092946090661542,0.0008183825730188737,65536,27310,NUTS_NL_01m_2024.shp,NL114,2021,November,11
2021-12-01,2022-01-01,0.13230066001415253,0.13558827340602875,0.13401343874769273,0.0007309948966973203,65536,27310,NUTS_NL_01m_2024.shp,NL114,2021,December,12
2022-01-01,2022-02-01,0.1575760543346405,0.16556806862354279,0.16097516983346835,0.0012764143685839477,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,January,1
2022-02-01,2022-03-01,0.1519981324672699,0.15716971457004547,0.15422389187588764,0.0010804690366267744,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,February,2
2022-03-01,2022-04-01,0.17780528962612152,0.181552916765213,0.1797529391272748,0.0007864451548949319,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,March,3
2022-04-01,2022-05-01,0.1629122793674469,0.1651035100221634,0.16384838596091703,0.0005564507563525032,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,April,4
2022-05-01,2022-06-01,0.1791183054447174,0.18240739405155182,0.18109497847812747,0.00074787688261108,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,May,5
2022-06-01,2022-07-01,0.1437874138355255,0.15066836774349213,0.14783067079819848,0.0016169378898493012,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,June,6
2022-07-01,2022-08-01,0.13839919865131378,0.14148840308189392,0.13983029878494085,0.0007639641292646033,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,July,7
2022-08-01,2022-09-01,0.13567546010017395,0.13936875760555267,0.13789300814255948,0.0008389080220615967,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,August,8
2022-09-01,2022-10-01,0.14194843173027039,0.14758002758026123,0.14516680529984793,0.000947145144739296,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,September,9
2022-10-01,2022-11-01,0.1199181005358696,0.1261499524116516,0.12259679232610325,0.0009767384155894487,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,October,10
2022-11-01,2022-12-01,0.13738279044628143,0.140854150056839,0.13901112850429864,0.0007210401884403508,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,November,11
2022-12-01,2023-01-01,0.1448012739419937,0.14780281484127045,0.146069905516436,0.0006162076208711293,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,December,12
2023-01-01,2023-02-01,0.11877761781215668,0.12447623163461685,0.1213990696946351,0.0010056254770170554,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,January,1
2023-02-01,2023-03-01,0.14309030771255493,0.1452949494123459,0.1441366312690989,0.0005967237776960277,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,February,2
2023-03-01,2023-04-01,0.1704939305782318,0.17387109994888306,0.17224449890643423,0.0008705089620672732,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,March,3
2023-04-01,2023-05-01,0.15554332733154297,0.15799447894096375,0.15675222885148415,0.0006634273051118492,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,April,4
2023-05-01,2023-06-01,0.1549709290266037,0.15921415388584137,0.15757797084476385,0.0009460535742077348,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,May,5
2023-06-01,2023-07-01,0.14837439358234406,0.15289662778377533,0.15069324915288881,0.0009853286156715569,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,June,6
2023-07-01,2023-08-01,0.14922389388084412,0.15515337884426117,0.15232350862415087,0.0015321734031934922,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,July,7
2023-08-01,2023-09-01,0.14465773105621338,0.1526920348405838,0.1492041093094355,0.0017561022840969086,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,August,8
2023-09-01,2023-10-01,0.12927258014678955,0.13297338783740997,0.1305358960705312,0.0007578910544963744,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,September,9
2023-10-01,2023-11-01,0.16124741733074188,0.16351276636123657,0.1624412012967638,0.0006117932324843563,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,October,10
2023-11-01,2023-12-01,0.1559387445449829,0.1607131063938141,0.15835170832809992,0.0010409613409762073,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,November,11
2023-12-01,2024-01-01,0.15023289620876312,0.15497705340385437,0.15246954241799027,0.0010565911413347173,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,December,12
2018-04-01,2018-05-01,0.16792894899845123,0.171346515417099,0.1697482153687741,0.0006858255889700839,65536,33669,NUTS_NL_01m_2024.shp,NL115,2018,April,4
2018-05-01,2018-06-01,0.14572890102863312,0.15253105759620667,0.14925995380809365,0.0018591062243809024,65536,33669,NUTS_NL_01m_2024.shp,NL115,2018,May,5
2018-06-01,2018-07-01,0.14163045585155487,0.1453738957643509,0.14366093154904594,0.000700074181456653,65536,33669,NUTS_NL_01m_2024.shp,NL115,2018,June,6
2018-07-01,2018-08-01,0.13908220827579498,0.14705809950828552,0.14242168637521152,0.0014015326003033182,65536,33669,NUTS_NL_01m_2024.shp,NL115,2018,July,7
2018-08-01,2018-09-01,0.14585338532924652,0.15252026915550232,0.14951171254759646,0.0018123576125711651,65536,33669,NUTS_NL_01m_2024.shp,NL115,2018,August,8
2018-09-01,2018-10-01,0.12842132151126862,0.13293690979480743,0.13012388017655507,0.0010372869680296934,65536,33669,NUTS_NL_01m_2024.shp,NL115,2018,September,9
2018-10-01,2018-11-01,0.1371690183877945,0.14238756895065308,0.13927246136401075,0.0009767726073740659,65536,33669,NUTS_NL_01m_2024.shp,NL115,2018,October,10
2018-11-01,2018-12-01,0.13957402110099792,0.1434367150068283,0.14208294479947764,0.000685056200309126,65536,33669,NUTS_NL_01m_2024.shp,NL115,2018,November,11
2018-12-01,2019-01-01,0.12916995584964752,0.13229936361312866,0.1311292684582853,0.0006419380090688005,65536,33669,NUTS_NL_01m_2024.shp,NL115,2018,December,12
2019-01-01,2019-02-01,0.17781274020671844,0.18496495485305786,0.18187647544460672,0.0014862374990718308,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,January,1
2019-02-01,2019-03-01,0.1358715295791626,0.1404057890176773,0.13821765441388711,0.0012734604595054909,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,February,2
2019-03-01,2019-04-01,0.15489143133163452,0.16589340567588806,0.1581397059450686,0.0017882170299298784,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,March,3
2019-04-01,2019-05-01,0.15220746397972107,0.15866993367671967,0.15411293931488035,0.0015270596621243986,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,April,4
2019-05-01,2019-06-01,0.14445123076438904,0.14842678606510162,0.14594567939954733,0.0007595711787600222,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,May,5
2019-06-01,2019-07-01,0.1408548504114151,0.1453600823879242,0.14304290032590228,0.0007534220333370898,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,June,6
2019-07-01,2019-08-01,0.14735552668571472,0.15321864187717438,0.15039823089785995,0.001243634955240962,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,July,7
2019-08-01,2019-09-01,0.12423206120729446,0.12899285554885864,0.12611971401017466,0.0008588558365371445,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,August,8
2019-09-01,2019-10-01,0.12447057664394379,0.12788352370262146,0.12629183315162346,0.0007375811676937774,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,September,9
2019-10-01,2019-11-01,0.1322973519563675,0.1363978236913681,0.13399767388193315,0.0008542935813919574,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,October,10
2019-11-01,2019-12-01,0.10992687940597534,0.11486297845840454,0.1125487640816171,0.000938044661610642,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,November,11
2019-12-01,2020-01-01,0.1348528265953064,0.14056797325611115,0.13740017776711186,0.0011303801604278197,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,December,12
2020-01-01,2020-02-01,0.12583377957344055,0.1297190636396408,0.12792097916357473,0.0007944173324536583,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,January,1
2020-02-01,2020-03-01,0.1800055056810379,0.18768350780010223,0.18405633052752465,0.0014824882395642295,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,February,2
2020-03-01,2020-04-01,0.14947597682476044,0.15406757593154907,0.15184436625891798,0.0008906776598979665,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,March,3
2020-04-01,2020-05-01,0.17960362136363983,0.18338742852210999,0.18137870108037157,0.0010321322850505596,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,April,4
2020-05-01,2020-06-01,0.14658977091312408,0.15045267343521118,0.14830049409797016,0.0008971645557553432,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,May,5
2020-06-01,2020-07-01,0.14165200293064117,0.14861024916172028,0.14420547612250087,0.0015155652430876403,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,June,6
2020-07-01,2020-08-01,0.12864230573177338,0.13177387416362762,0.13001126086300027,0.0006883324089884781,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,July,7
2020-08-01,2020-09-01,0.14165887236595154,0.14626164734363556,0.1439086229738813,0.0010461344619328691,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,August,8
2020-09-01,2020-10-01,0.12861821055412292,0.13131608068943024,0.1298366336878319,0.0006091265783192677,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,September,9
2020-10-01,2020-11-01,0.12407060712575912,0.12779101729393005,0.12598520349829692,0.0006750632139797537,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,October,10
2020-11-01,2020-12-01,0.12785005569458008,0.13295027613639832,0.1297345313077563,0.0010384665268556173,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,November,11
2020-12-01,2021-01-01,0.15167659521102905,0.159686878323555,0.15605874263281136,0.001743666833455275,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,December,12
2021-01-01,2021-02-01,0.19298946857452393,0.2009848803281784,0.19679897709982905,0.0013647786642042986,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,January,1
2021-02-01,2021-03-01,0.16042529046535492,0.1641571968793869,0.162357405098814,0.0008077624994177275,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,February,2
2021-03-01,2021-04-01,0.14792409539222717,0.15103767812252045,0.14928825966054893,0.0008103241673705169,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,March,3
2021-04-01,2021-05-01,0.1700589805841446,0.17969083786010742,0.1745478729728389,0.002203615441282957,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,April,4
2021-05-01,2021-06-01,0.1430550068616867,0.14835520088672638,0.1450053210594898,0.0009496723761798722,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,May,5
2021-06-01,2021-07-01,0.14562153816223145,0.14846345782279968,0.14685541539276056,0.0006731622423987957,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,June,6
2021-07-01,2021-08-01,0.15819700062274933,0.16189242899417877,0.16014538415995183,0.0007705345289761066,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,July,7
2021-08-01,2021-09-01,0.13530384004116058,0.13976900279521942,0.136901079151312,0.0007277204072799132,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,August,8
2021-09-01,2021-10-01,0.13975675404071808,0.1444263607263565,0.14179702899749594,0.0008972186889227815,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,September,9
2021-10-01,2021-11-01,0.12942451238632202,0.13376332819461823,0.1319463037020579,0.0009330221386503131,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,October,10
2021-11-01,2021-12-01,0.12866978347301483,0.13303281366825104,0.1308967448785261,0.0009241880025996633,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,November,11
2021-12-01,2022-01-01,0.1327873319387436,0.1374129056930542,0.13494025214711164,0.0008348422700004999,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,December,12
2022-01-01,2022-02-01,0.15429173409938812,0.1625165492296219,0.15877301572947322,0.0019984225492678687,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,January,1
2022-02-01,2022-03-01,0.15169671177864075,0.15687908232212067,0.1542520302301035,0.0010443764239651218,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,February,2
2022-03-01,2022-04-01,0.17823448777198792,0.18442727625370026,0.18048701446433127,0.0012027425726974885,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,March,3
2022-04-01,2022-05-01,0.16308368742465973,0.17028199136257172,0.16610023912442204,0.0020036178824031467,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,April,4
2022-05-01,2022-06-01,0.17768755555152893,0.18170833587646484,0.179478831744701,0.0008361797313363999,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,May,5
2022-06-01,2022-07-01,0.14213721454143524,0.15093868970870972,0.14688494129012178,0.0019204457632035982,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,June,6
2022-07-01,2022-08-01,0.13887929916381836,0.1441832035779953,0.14086167573382616,0.0012216889708632258,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,July,7
2022-08-01,2022-09-01,0.13544276356697083,0.1406477391719818,0.13780603133684108,0.0009326732851883619,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,August,8
2022-09-01,2022-10-01,0.13936859369277954,0.1450376808643341,0.14286667404529563,0.0010724026008798243,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,September,9
2022-10-01,2022-11-01,0.12098176777362823,0.1261499524116516,0.12350573763496854,0.0009412848082848088,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,October,10
2022-11-01,2022-12-01,0.13678990304470062,0.1400429606437683,0.13843168208618353,0.0005658960501246893,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,November,11
2022-12-01,2023-01-01,0.1442328840494156,0.14815859496593475,0.14665364194406927,0.0007329425740670683,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,December,12
2023-01-01,2023-02-01,0.11953809857368469,0.12403462827205658,0.1216778678372217,0.0010096522808330916,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,January,1
2023-02-01,2023-03-01,0.1422402709722519,0.14529673755168915,0.1440245469532178,0.0006966970548960483,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,February,2
2023-03-01,2023-04-01,0.16879630088806152,0.17401130497455597,0.1713053030842882,0.0011726147076813564,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,March,3
2023-04-01,2023-05-01,0.15524858236312866,0.15965640544891357,0.15721861807499124,0.0009923002839933898,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,April,4
2023-05-01,2023-06-01,0.15658576786518097,0.1601734310388565,0.15840702611772658,0.0008330157222310776,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,May,5
2023-06-01,2023-07-01,0.15006352961063385,0.15331906080245972,0.1515260101305498,0.000828690055034946,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,June,6
2023-07-01,2023-08-01,0.14882667362689972,0.1564769297838211,0.15236279727240343,0.00134278019210131,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,July,7
2023-08-01,2023-09-01,0.14461049437522888,0.15427100658416748,0.15021711944828656,0.00198072178150383,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,August,8
2023-09-01,2023-10-01,0.12898382544517517,0.13197556138038635,0.1308619709195692,0.0006527781293851452,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,September,9
2023-10-01,2023-11-01,0.161808580160141,0.1648421734571457,0.1634237431844291,0.000835485737787725,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,October,10
2023-11-01,2023-12-01,0.15646223723888397,0.16194647550582886,0.15911456334952592,0.0010990529229647935,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,November,11
2023-12-01,2024-01-01,0.15293532609939575,0.1588144451379776,0.15525067354543173,0.001240899808558989,65536,33669,NUTS_NL_01m_2024.shp,NL115,2023,December,12
2018-04-01,2018-05-01,0.16941280663013458,0.17625011503696442,0.17226064896685048,0.0012669513476458963,65536,35159,NUTS_NL_01m_2024.shp,NL12,2018,April,4
2018-05-01,2018-06-01,0.14651454985141754,0.150234654545784,0.14806860521311604,0.0007249916953481367,65536,35159,NUTS_NL_01m_2024.shp,NL12,2018,May,5
2018-06-01,2018-07-01,0.14142218232154846,0.14583905041217804,0.14348632280853738,0.0007570608089901223,65536,35159,NUTS_NL_01m_2024.shp,NL12,2018,June,6
2018-07-01,2018-08-01,0.1429426670074463,0.14820300042629242,0.14538206531898548,0.0010819063829034987,65536,35159,NUTS_NL_01m_2024.shp,NL12,2018,July,7
2018-08-01,2018-09-01,0.14684025943279266,0.1532987356185913,0.15073734242944342,0.0010374483356896471,65536,35159,NUTS_NL_01m_2024.shp,NL12,2018,August,8
2018-09-01,2018-10-01,0.1306605488061905,0.13378214836120605,0.1322634661701929,0.0006622264826447402,65536,54366,NUTS_NL_01m_2024.shp,NL12,2018,September,9
2018-10-01,2018-11-01,0.13680526614189148,0.1428908258676529,0.13935559292925323,0.0009348648526329252,65536,35159,NUTS_NL_01m_2024.shp,NL12,2018,October,10
2018-11-01,2018-12-01,0.13957402110099792,0.14494332671165466,0.14203568384098927,0.0008266990170212988,65536,35159,NUTS_NL_01m_2024.shp,NL12,2018,November,11
2018-12-01,2019-01-01,0.1278839111328125,0.13229936361312866,0.12986958354567393,0.0009001621943815552,65536,35159,NUTS_NL_01m_2024.shp,NL12,2018,December,12
2019-01-01,2019-02-01,0.16460472345352173,0.18372495472431183,0.17376768559930758,0.004296155627287115,65536,35159,NUTS_NL_01m_2024.shp,NL12,2019,January,1
2019-02-01,2019-03-01,0.13760441541671753,0.14321306347846985,0.1398059205611469,0.0010065003682184325,65536,35159,NUTS_NL_01m_2024.shp,NL12,2019,February,2
2019-03-01,2019-04-01,0.1536722034215927,0.16520360112190247,0.15647617953191315,0.0020109635051947143,65536,35159,NUTS_NL_01m_2024.shp,NL12,2019,March,3
2019-04-01,2019-05-01,0.1506279706954956,0.15627047419548035,0.15261270893745613,0.0008453994464805071,65536,35159,NUTS_NL_01m_2024.shp,NL12,2019,April,4
2019-05-01,2019-06-01,0.1429930031299591,0.14825788140296936,0.14565235969029647,0.0008588492696643729,65536,35159,NUTS_NL_01m_2024.shp,NL12,2019,May,5
2019-06-01,2019-07-01,0.13959814608097076,0.1465548276901245,0.14206639468389254,0.0014659559024032221,65536,35159,NUTS_NL_01m_2024.shp,NL12,2019,June,6
2019-07-01,2019-08-01,0.14930003881454468,0.15289677679538727,0.150866803151955,0.0007967483455960052,65536,52150,NUTS_NL_01m_2024.shp,NL12,2019,July,7
2019-08-01,2019-09-01,0.12439044564962387,0.12986163794994354,0.12691804553564023,0.0008982902822709158,65536,35159,NUTS_NL_01m_2024.shp,NL12,2019,August,8
2019-09-01,2019-10-01,0.12368246167898178,0.12839584052562714,0.12613939929960805,0.0009711733103888978,65536,35159,NUTS_NL_01m_2024.shp,NL12,2019,September,9
2019-10-01,2019-11-01,0.1333257108926773,0.13731452822685242,0.13533513741107472,0.0007629838723922019,65536,35159,NUTS_NL_01m_2024.shp,NL12,2019,October,10
2019-11-01,2019-12-01,0.10933554917573929,0.11608918011188507,0.11310554461875441,0.0011289291952192857,65536,35159,NUTS_NL_01m_2024.shp,NL12,2019,November,11
2019-12-01,2020-01-01,0.13140073418617249,0.14110234379768372,0.13617384245329509,0.0016649382396620412,65536,35159,NUTS_NL_01m_2024.shp,NL12,2019,December,12
2020-01-01,2020-02-01,0.12522120773792267,0.1297190636396408,0.12769791541076075,0.000850228360996616,65536,35159,NUTS_NL_01m_2024.shp,NL12,2020,January,1
2020-02-01,2020-03-01,0.18132686614990234,0.19558024406433105,0.1872153041898597,0.0021284762300204504,65536,35159,NUTS_NL_01m_2024.shp,NL12,2020,February,2
2020-03-01,2020-04-01,0.149492084980011,0.15651462972164154,0.15284802242890289,0.0012871182195015628,65536,35159,NUTS_NL_01m_2024.shp,NL12,2020,March,3
2020-04-01,2020-05-01,0.17774814367294312,0.18655738234519958,0.1825511594927998,0.0016501709110055512,65536,35159,NUTS_NL_01m_2024.shp,NL12,2020,April,4
2020-05-01,2020-06-01,0.1472860723733902,0.15191851556301117,0.14952104601836133,0.0008969255895865036,65536,35159,NUTS_NL_01m_2024.shp,NL12,2020,May,5
2020-06-01,2020-07-01,0.14094936847686768,0.14830631017684937,0.14405949694512848,0.001339452280816347,65536,35159,NUTS_NL_01m_2024.shp,NL12,2020,June,6
2020-07-01,2020-08-01,0.1283414512872696,0.13328669965267181,0.13050568468016802,0.0008152065337681597,65536,35159,NUTS_NL_01m_2024.shp,NL12,2020,July,7
2020-08-01,2020-09-01,0.14032770693302155,0.14622615277767181,0.14359229937199314,0.0010807112013381736,65536,35159,NUTS_NL_01m_2024.shp,NL12,2020,August,8
2020-09-01,2020-10-01,0.1273549646139145,0.13257847726345062,0.1297162207426678,0.0008384525274541031,65536,35159,NUTS_NL_01m_2024.shp,NL12,2020,September,9
2020-10-01,2020-11-01,0.1240231990814209,0.13055598735809326,0.12723397643981021,0.0011850425244226098,65536,35159,NUTS_NL_01m_2024.shp,NL12,2020,October,10
2020-11-01,2020-12-01,0.12722094357013702,0.13539062440395355,0.13072010394754227,0.0014529421284198206,65536,35159,NUTS_NL_01m_2024.shp,NL12,2020,November,11
2020-12-01,2021-01-01,0.14568273723125458,0.15801279246807098,0.151277523195847,0.00272193981331157,65536,35806,NUTS_NL_01m_2024.shp,NL12,2020,December,12
2021-01-01,2021-02-01,0.1880321502685547,0.2009848803281784,0.1949693333651542,0.0027471221491778353,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,January,1
2021-02-01,2021-03-01,0.1601240187883377,0.16768819093704224,0.16317751893200114,0.0014310131536722035,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,February,2
2021-03-01,2021-04-01,0.14733245968818665,0.15088658034801483,0.14881809060563422,0.0006040405864508339,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,March,3
2021-04-01,2021-05-01,0.16989241540431976,0.1827245056629181,0.1742654440152959,0.002543497264844414,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,April,4
2021-05-01,2021-06-01,0.1418820321559906,0.14747196435928345,0.1444486910099247,0.0008127439004976969,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,May,5
2021-06-01,2021-07-01,0.14496590197086334,0.14939796924591064,0.14735049229134564,0.0008063616584697785,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,June,6
2021-07-01,2021-08-01,0.15693014860153198,0.16262634098529816,0.16001101718312785,0.0009193593763364437,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,July,7
2021-08-01,2021-09-01,0.13479042053222656,0.1409229040145874,0.13707466912384597,0.0008745406419318707,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,August,8
2021-09-01,2021-10-01,0.13891778886318207,0.14406384527683258,0.14140800691366717,0.0009347701493423553,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,September,9
2021-10-01,2021-11-01,0.13055017590522766,0.13448947668075562,0.13236260238460756,0.0006865517824636554,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,October,10
2021-11-01,2021-12-01,0.12594927847385406,0.13229933381080627,0.12938539293838755,0.0011286020461096897,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,November,11
2021-12-01,2022-01-01,0.13245336711406708,0.13731756806373596,0.1347212976656396,0.0009835667966360383,65536,35159,NUTS_NL_01m_2024.shp,NL12,2021,December,12
2022-01-01,2022-02-01,0.14442865550518036,0.15854479372501373,0.15165720952533454,0.0028920762656739593,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,January,1
2022-02-01,2022-03-01,0.150359109044075,0.157385915517807,0.15399175693235928,0.0013320041387717037,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,February,2
2022-03-01,2022-04-01,0.18054433166980743,0.19117945432662964,0.18507508478812745,0.002000935418232254,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,March,3
2022-04-01,2022-05-01,0.16126568615436554,0.16948330402374268,0.1650674211148728,0.0014753642920116042,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,April,4
2022-05-01,2022-06-01,0.17711494863033295,0.18299193680286407,0.17988429344771212,0.0011167293620844617,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,May,5
2022-06-01,2022-07-01,0.14702095091342926,0.1544933021068573,0.1505886645942908,0.0013254261415768882,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,June,6
2022-07-01,2022-08-01,0.1387399286031723,0.14557978510856628,0.1413547002573995,0.001341329717530471,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,July,7
2022-08-01,2022-09-01,0.1361413300037384,0.14093387126922607,0.13855546878236558,0.0009127981328115506,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,August,8
2022-09-01,2022-10-01,0.13702398538589478,0.14452356100082397,0.14111417816431868,0.0012453563688636102,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,September,9
2022-10-01,2022-11-01,0.12108605355024338,0.1272859275341034,0.12386894478359434,0.0010664414457354626,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,October,10
2022-11-01,2022-12-01,0.13615982234477997,0.14170464873313904,0.13845267125609878,0.0009090843987684832,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,November,11
2022-12-01,2023-01-01,0.14412114024162292,0.14910435676574707,0.14634128259069182,0.0010275442933833413,65536,35159,NUTS_NL_01m_2024.shp,NL12,2022,December,12
2023-01-01,2023-02-01,0.1175432801246643,0.12497949600219727,0.12065103871099415,0.0012372682044108903,65536,35212,NUTS_NL_01m_2024.shp,NL12,2023,January,1
2023-02-01,2023-03-01,0.1416519731283188,0.1475817710161209,0.14477890819869357,0.0011418766679124578,65536,35159,NUTS_NL_01m_2024.shp,NL12,2023,February,2
2023-03-01,2023-04-01,0.16879630088806152,0.1754697859287262,0.17201824196247772,0.0011818203073383452,65536,35159,NUTS_NL_01m_2024.shp,NL12,2023,March,3
2023-04-01,2023-05-01,0.1539398580789566,0.15917159616947174,0.1566357351892293,0.001093248862752415,65536,35159,NUTS_NL_01m_2024.shp,NL12,2023,April,4
2023-05-01,2023-06-01,0.15596576035022736,0.1607140749692917,0.15837808312384583,0.0008500163187052915,65536,35159,NUTS_NL_01m_2024.shp,NL12,2023,May,5
2023-06-01,2023-07-01,0.14925365149974823,0.15375003218650818,0.15122546948968046,0.0007859141638442214,65536,35159,NUTS_NL_01m_2024.shp,NL12,2023,June,6
2023-07-01,2023-08-01,0.1481640338897705,0.1554834544658661,0.15112103251339662,0.0013467161936733696,65536,35159,NUTS_NL_01m_2024.shp,NL12,2023,July,7
