interval_from,interval_to,hcho_B0_min,hcho_B0_max,hcho_B0_mean,hcho_B0_stDev,hcho_B0_sampleCount,hcho_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2021-04-01,2021-05-01,-0.0002271029952680692,0.0002678185701370239,2.7698930892429802e-05,8.770160061344372e-05,65536,61571,NUTS_NL_01m_2024.shp,NL11,2021,April,4
2021-05-01,2021-06-01,-0.00032419172930531204,0.0004007270617876202,8.548695124676536e-05,0.0001287344096054288,65536,36854,NUTS_NL_01m_2024.shp,NL11,2021,May,5
2021-07-01,2021-08-01,-0.00018137563893105835,9.523853077553213e-05,1.5373456369288266e-05,9.428034850528936e-05,65536,63005,NUTS_NL_01m_2024.shp,NL11,2021,July,7
2021-08-01,2021-09-01,-0.00011960863048443571,0.0003117400920018554,3.11338317133302e-05,9.810016623385607e-05,65536,60705,NUTS_NL_01m_2024.shp,NL11,2021,August,8
2021-09-01,2021-10-01,-0.00039298227056860924,0.0004108341527171433,2.6652384509472634e-05,0.00015137098422239852,65536,54819,NUTS_NL_01m_2024.shp,NL11,2021,September,9
2022-01-01,2022-02-01,-0.000194171181647107,0.00028296178788878024,7.103944664017686e-05,0.00011799296515509229,65536,59835,NUTS_NL_01m_2024.shp,NL11,2022,January,1
2022-02-01,2022-03-01,-0.0003222735249437392,0.0006676239427179098,5.460285707083883e-05,0.00017163331655534335,65536,36854,NUTS_NL_01m_2024.shp,NL11,2022,February,2
2022-04-01,2022-05-01,-7.789870869601145e-05,0.0001251983194379136,5.483227312471039e-05,7.191095040916532e-05,65536,63334,NUTS_NL_01m_2024.shp,NL11,2022,April,4
2022-06-01,2022-07-01,-9.579172183293849e-05,0.0003497518482618034,9.769943240130724e-05,0.00010150405624360572,65536,58067,NUTS_NL_01m_2024.shp,NL11,2022,June,6
2022-08-01,2022-09-01,-0.0001951414451468736,0.0003378530964255333,8.335184014962955e-05,0.00011568056173890952,65536,36854,NUTS_NL_01m_2024.shp,NL11,2022,August,8
2022-09-01,2022-10-01,-0.00022292201174423099,0.0003785575390793383,4.8931208723407125e-05,0.00010272284223712315,65536,37103,NUTS_NL_01m_2024.shp,NL11,2022,September,9
2022-10-01,2022-11-01,-0.0004643411375582218,0.0005938233807682991,7.081200964358991e-05,0.00019088519874469574,65536,44295,NUTS_NL_01m_2024.shp,NL11,2022,October,10
2023-02-01,2023-03-01,-0.00020524270075839013,0.0002848612202797085,3.632332177187727e-05,8.357595725007581e-05,65536,37540,NUTS_NL_01m_2024.shp,NL11,2023,February,2
2023-04-01,2023-05-01,-0.0003439401916693896,0.00041547324508428574,8.14412474028278e-05,0.00013128065104510737,65536,36854,NUTS_NL_01m_2024.shp,NL11,2023,April,4
2023-05-01,2023-06-01,-0.00032703514443710446,0.00027791454340331256,2.0850120496565463e-05,0.00011182429332482394,65536,36854,NUTS_NL_01m_2024.shp,NL11,2023,May,5
2023-06-01,2023-07-01,-9.70543478615582e-05,0.0003860908327624202,0.00012223078624901248,0.0001393441058133194,65536,63447,NUTS_NL_01m_2024.shp,NL11,2023,June,6
2023-08-01,2023-09-01,-0.00026186215109191835,0.0002744815428741276,-3.0519923370399836e-06,9.53834751821389e-05,65536,53428,NUTS_NL_01m_2024.shp,NL11,2023,August,8
2023-09-01,2023-10-01,-0.0002611014642752707,0.00042020544060505927,3.4046907010816286e-05,0.00014004321654888263,65536,49028,NUTS_NL_01m_2024.shp,NL11,2023,September,9
2024-03-01,2024-04-01,-0.0002294207806698978,0.00023104518186300993,4.8785755139284085e-05,9.079571578268932e-05,65536,61248,NUTS_NL_01m_2024.shp,NL11,2024,March,3
2024-04-01,2024-05-01,-0.00013653149653691798,0.00031557842157781124,4.65854262103485e-05,9.203415044683184e-05,65536,38796,NUTS_NL_01m_2024.shp,NL11,2024,April,4
2024-06-01,2024-07-01,3.132383426418528e-05,6.321215187199414e-05,3.6654112700346415e-05,4.578616580136071e-06,65536,65027,NUTS_NL_01m_2024.shp,NL11,2024,June,6
2024-07-01,2024-08-01,-0.000184446937055327,0.00037043236079625785,9.850520890895911e-05,0.00011758441547979071,65536,36854,NUTS_NL_01m_2024.shp,NL11,2024,July,7
2024-08-01,2024-09-01,-0.0001544416300021112,0.0003282577672507614,0.00010268305797966486,8.758710089804486e-05,65536,36854,NUTS_NL_01m_2024.shp,NL11,2024,August,8
2024-09-01,2024-10-01,-0.00035375013248994946,0.0005427518044598401,6.517748792932694e-05,0.00015605605375487006,65536,38772,NUTS_NL_01m_2024.shp,NL11,2024,September,9
2024-10-01,2024-11-01,4.801011073141126e-06,8.099676779238507e-05,3.893413964654864e-05,2.9823056996092727e-05,65536,64489,NUTS_NL_01m_2024.shp,NL11,2024,October,10
2018-05-01,2018-06-01,2.0708410374936648e-05,0.00040664043626748025,0.00012854906470348383,9.235291914291572e-05,65536,38383,NUTS_NL_01m_2024.shp,NL112,2018,May,5
2018-06-01,2018-07-01,-8.79471335792914e-05,0.0002969502529595047,6.107839108278135e-05,0.00010868368506567939,65536,38383,NUTS_NL_01m_2024.shp,NL112,2018,June,6
2018-07-01,2018-08-01,0.00010666154412319884,0.00018875756359193474,0.00018736475666929501,1.0602074943777185e-05,65536,63473,NUTS_NL_01m_2024.shp,NL112,2018,July,7
2018-08-01,2018-09-01,-0.00010885559458984062,6.318092346191406e-05,3.275047470072171e-05,2.685052300523721e-05,65536,57341,NUTS_NL_01m_2024.shp,NL112,2018,August,8
2018-10-01,2018-11-01,-0.00021351380564738065,0.00043747780728153884,5.909673000747883e-05,0.00011654006992584806,65536,38383,NUTS_NL_01m_2024.shp,NL112,2018,October,10
2019-03-01,2019-04-01,-0.00010861366899916902,0.00018017480033449829,6.610216084946229e-06,8.170117725365576e-05,65536,38383,NUTS_NL_01m_2024.shp,NL112,2019,March,3
2019-04-01,2019-05-01,-1.9943570805480704e-05,0.0001756813726387918,4.2426663055439144e-05,4.133572332635256e-05,65536,56412,NUTS_NL_01m_2024.shp,NL112,2019,April,4
2019-05-01,2019-06-01,9.847419278230518e-05,9.847419278230518e-05,9.847419278230518e-05,0.0,65536,64897,NUTS_NL_01m_2024.shp,NL112,2019,May,5
2019-06-01,2019-07-01,1.9799130313913338e-05,0.00021752760221716017,0.00010661432052120676,4.372484837923285e-05,65536,38383,NUTS_NL_01m_2024.shp,NL112,2019,June,6
2019-08-01,2019-09-01,-8.66148475324735e-05,0.0003953216946683824,0.00012153123604900123,0.00012636112056513873,65536,38383,NUTS_NL_01m_2024.shp,NL112,2019,August,8
2019-09-01,2019-10-01,-0.00011864856060128659,0.0001075157560990192,1.4883524124790247e-05,5.973615101491183e-05,65536,38383,NUTS_NL_01m_2024.shp,NL112,2019,September,9
2019-10-01,2019-11-01,-0.00017959836986847222,0.00034412616514600813,3.240655990510832e-05,0.00014069506599855922,65536,38383,NUTS_NL_01m_2024.shp,NL112,2019,October,10
2020-02-01,2020-03-01,-0.0002795115578919649,0.00033276487374678254,0.0001405353280529353,0.0001679357622138706,65536,38383,NUTS_NL_01m_2024.shp,NL112,2020,February,2
2020-03-01,2020-04-01,-0.00015839669504202902,0.0003161946660839021,9.98723350693267e-05,0.00010950840308144703,65536,38383,NUTS_NL_01m_2024.shp,NL112,2020,March,3
2020-04-01,2020-05-01,-5.94291377638001e-05,0.00010567912977421656,-2.376257536813574e-05,4.4718020691501194e-05,65536,50477,NUTS_NL_01m_2024.shp,NL112,2020,April,4
2020-05-01,2020-06-01,-0.00013413109991233796,0.00019779324065893888,6.796947583468817e-05,7.237562065878343e-05,65536,39185,NUTS_NL_01m_2024.shp,NL112,2020,May,5
2020-07-01,2020-08-01,-0.00019636136130429804,0.0003126361989416182,0.0001276459404106915,0.00014043861465676293,65536,38383,NUTS_NL_01m_2024.shp,NL112,2020,July,7
2020-08-01,2020-09-01,-0.00010089451097883284,0.0002485028235241771,4.771046185229326e-05,0.00011722521174666671,65536,51177,NUTS_NL_01m_2024.shp,NL112,2020,August,8
2020-09-01,2020-10-01,-6.005560499033891e-05,0.00018055543478112668,-3.297325508585707e-05,7.226654238603779e-05,65536,63971,NUTS_NL_01m_2024.shp,NL112,2020,September,9
2021-03-01,2021-04-01,-3.7598245398839936e-05,0.00018725932750385255,3.251271599948473e-05,4.230347187485454e-05,65536,38383,NUTS_NL_01m_2024.shp,NL112,2021,March,3
2021-05-01,2021-06-01,-0.00015213916776701808,0.0003036813286598772,8.209734398057734e-05,9.43506819930727e-05,65536,38383,NUTS_NL_01m_2024.shp,NL112,2021,May,5
2021-07-01,2021-08-01,-6.248971476452425e-05,9.523853077553213e-05,7.053434946405714e-05,1.2315814653002271e-05,65536,61448,NUTS_NL_01m_2024.shp,NL112,2021,July,7
2021-09-01,2021-10-01,-0.00014913386257831007,0.0004108341527171433,6.357554646148813e-05,0.00014835615277731623,65536,41978,NUTS_NL_01m_2024.shp,NL112,2021,September,9
2022-01-01,2022-02-01,-5.354460881790146e-05,7.474755693692714e-05,-8.240114640453742e-06,6.131651069473369e-05,65536,64930,NUTS_NL_01m_2024.shp,NL112,2022,January,1
2022-02-01,2022-03-01,-0.00017062430561054498,0.0002478430396877229,4.9305973859650436e-05,0.00010661824235110425,65536,38383,NUTS_NL_01m_2024.shp,NL112,2022,February,2
2022-04-01,2022-05-01,-4.6062103820077027e-07,-4.6062103820077027e-07,-4.6062103820077027e-07,0.0,65536,65404,NUTS_NL_01m_2024.shp,NL112,2022,April,4
2022-06-01,2022-07-01,-2.816127016558312e-05,0.0003497518482618034,0.0001252552348671182,7.373503077269678e-05,65536,62375,NUTS_NL_01m_2024.shp,NL112,2022,June,6
2022-08-01,2022-09-01,-8.546029130229726e-05,0.0003129419928882271,8.766586091528417e-05,0.00010611739001943381,65536,38383,NUTS_NL_01m_2024.shp,NL112,2022,August,8
2022-09-01,2022-10-01,-0.00022039691975805908,0.00023382822109851986,8.740739550494545e-06,8.046316225318603e-05,65536,38383,NUTS_NL_01m_2024.shp,NL112,2022,September,9
2022-10-01,2022-11-01,-0.0002455686335451901,0.00033576611895114183,2.5594773141769335e-05,0.00016834841992109724,65536,38608,NUTS_NL_01m_2024.shp,NL112,2022,October,10
2023-02-01,2023-03-01,-9.093583503272384e-05,0.0002049660251941532,5.1673023721562574e-06,6.001542593546116e-05,65536,39110,NUTS_NL_01m_2024.shp,NL112,2023,February,2
2023-04-01,2023-05-01,-0.00012530053209047765,0.0002731540589593351,0.0001178356290587477,9.544262784701197e-05,65536,38383,NUTS_NL_01m_2024.shp,NL112,2023,April,4
2023-05-01,2023-06-01,-0.00020654052786994725,0.00016606641293037683,-1.4005518478447588e-05,5.999684456092883e-05,65536,38383,NUTS_NL_01m_2024.shp,NL112,2023,May,5
2023-06-01,2023-07-01,0.00032238662242889404,0.00032238662242889404,0.00032238662242889404,0.0,65536,63690,NUTS_NL_01m_2024.shp,NL112,2023,June,6
2023-08-01,2023-09-01,-0.00016957377374637872,0.00015822482237126678,-2.9030627774664905e-05,7.352941907343454e-05,65536,48731,NUTS_NL_01m_2024.shp,NL112,2023,August,8
2023-09-01,2023-10-01,-0.00012961689208168536,0.00042020544060505927,2.3248553624349084e-05,0.00010325511659794164,65536,48692,NUTS_NL_01m_2024.shp,NL112,2023,September,9
2024-04-01,2024-05-01,-9.553966083331034e-05,0.00018248605192638934,1.0866719610781702e-05,5.69093315313376e-05,65536,45296,NUTS_NL_01m_2024.shp,NL112,2024,April,4
2024-07-01,2024-08-01,-0.00014541903510689735,0.0002901337284129113,9.05965066487186e-05,9.462842769420117e-05,65536,38383,NUTS_NL_01m_2024.shp,NL112,2024,July,7
2024-08-01,2024-09-01,-8.314553269883618e-05,0.0002533721853978932,8.52489697940049e-05,7.158697591194728e-05,65536,38383,NUTS_NL_01m_2024.shp,NL112,2024,August,8
2024-09-01,2024-10-01,-0.00027273138402961195,0.0003699269436765462,9.181687410672188e-05,0.00015416464971433275,65536,38383,NUTS_NL_01m_2024.shp,NL112,2024,September,9
2018-04-01,2018-05-01,0.0002444095443934202,0.00038228582707233727,0.00037376884989700565,3.3192623463516264e-05,65536,63302,NUTS_NL_01m_2024.shp,NL114,2018,April,4
2018-05-01,2018-06-01,3.599136834964156e-05,0.00040664043626748025,0.00013694238671597348,6.285869119164866e-05,65536,27965,NUTS_NL_01m_2024.shp,NL114,2018,May,5
2018-06-01,2018-07-01,-0.00014886166900396347,0.00025424660998396575,9.153451714967994e-05,8.473008938281884e-05,65536,27310,NUTS_NL_01m_2024.shp,NL114,2018,June,6
2018-07-01,2018-08-01,7.785493653500453e-05,0.00011527760943863541,9.91005138986945e-05,7.525183070683957e-06,65536,64231,NUTS_NL_01m_2024.shp,NL114,2018,July,7
2018-09-01,2018-10-01,-1.727801100059878e-05,0.00024185421352740377,0.00010274470553016561,0.000102385364697568,65536,60540,NUTS_NL_01m_2024.shp,NL114,2018,September,9
2018-10-01,2018-11-01,-0.0002982520672958344,0.0003942163893952966,2.7675710536344228e-05,0.00013174904949339884,65536,27310,NUTS_NL_01m_2024.shp,NL114,2018,October,10
2019-03-01,2019-04-01,-0.00010861366899916902,0.00019076721218880266,5.258231612775743e-05,5.698853866674652e-05,65536,37376,NUTS_NL_01m_2024.shp,NL114,2019,March,3
2019-04-01,2019-05-01,-0.00017814457532949746,0.0002778200141619891,6.867141881476417e-05,0.00011525177143990604,65536,27310,NUTS_NL_01m_2024.shp,NL114,2019,April,4
2019-05-01,2019-06-01,-4.687348337029107e-05,0.00020342585048638284,0.0001334191676614153,8.909692274510536e-05,65536,56561,NUTS_NL_01m_2024.shp,NL114,2019,May,5
2019-06-01,2019-07-01,-0.00013176765060052276,0.00020184362074360251,8.627971812197217e-05,8.625182503232428e-05,65536,28434,NUTS_NL_01m_2024.shp,NL114,2019,June,6
2019-08-01,2019-09-01,-0.0002453668275848031,0.0004628032329492271,0.00015775633040377967,0.00013650834055217384,65536,27310,NUTS_NL_01m_2024.shp,NL114,2019,August,8
2019-09-01,2019-10-01,-8.438318036496639e-05,0.0002684090577531606,4.594722560533617e-05,8.341757721637227e-05,65536,37768,NUTS_NL_01m_2024.shp,NL114,2019,September,9
2019-10-01,2019-11-01,-0.0003965627693105489,0.0003923027543351054,2.9730800663393e-05,0.00017626754372436368,65536,27310,NUTS_NL_01m_2024.shp,NL114,2019,October,10
2020-02-01,2020-03-01,-0.000267048308160156,0.0004193924251012504,5.32246290059208e-05,0.00015071845232566696,65536,27310,NUTS_NL_01m_2024.shp,NL114,2020,February,2
2020-03-01,2020-04-01,-0.00023260526359081268,0.00032248880597762764,5.6372989151618336e-05,0.00012544632964741001,65536,27310,NUTS_NL_01m_2024.shp,NL114,2020,March,3
2020-04-01,2020-05-01,-7.735935650998726e-05,6.655124889221042e-05,-3.954158760633561e-06,3.00901643252418e-05,65536,46985,NUTS_NL_01m_2024.shp,NL114,2020,April,4
2020-05-01,2020-06-01,-7.75924272602424e-05,0.00021296064369380474,6.154814483200736e-05,4.671020567018046e-05,65536,31751,NUTS_NL_01m_2024.shp,NL114,2020,May,5
2020-07-01,2020-08-01,-0.00019636136130429804,0.0003555010771378875,9.210115387457383e-05,0.00013012205654324284,65536,27310,NUTS_NL_01m_2024.shp,NL114,2020,July,7
2020-08-01,2020-09-01,-8.621453162049875e-05,0.0002485028235241771,1.230831730571613e-05,5.7053817358449455e-05,65536,41587,NUTS_NL_01m_2024.shp,NL114,2020,August,8
2020-09-01,2020-10-01,-0.00023800344206392765,0.0002289440162712708,5.052375146945574e-05,0.00011267630325663227,65536,31788,NUTS_NL_01m_2024.shp,NL114,2020,September,9
2021-03-01,2021-04-01,-8.132187213050202e-05,0.00021845032460987568,6.631791757317427e-05,7.133379476505435e-05,65536,27310,NUTS_NL_01m_2024.shp,NL114,2021,March,3
2021-04-01,2021-05-01,-0.0002271029952680692,0.0001311719825025648,-4.6562667104897624e-06,6.348284323857255e-05,65536,61961,NUTS_NL_01m_2024.shp,NL114,2021,April,4
2021-05-01,2021-06-01,-0.00011812953016487882,0.00035815476439893246,0.0001271008948309197,0.0001236777141499941,65536,27310,NUTS_NL_01m_2024.shp,NL114,2021,May,5
2021-08-01,2021-09-01,-0.00011960863048443571,0.0003117400920018554,3.1098049580705284e-05,9.84574435301994e-05,65536,45569,NUTS_NL_01m_2024.shp,NL114,2021,August,8
2021-09-01,2021-10-01,-0.00039298227056860924,0.0004108341527171433,9.355283131614082e-06,0.00016720663062758258,65536,44148,NUTS_NL_01m_2024.shp,NL114,2021,September,9
2022-01-01,2022-02-01,-0.000194171181647107,0.00024067946651484817,8.944368449552256e-05,0.00012625332199119613,65536,56742,NUTS_NL_01m_2024.shp,NL114,2022,January,1
2022-02-01,2022-03-01,-0.0003222735249437392,0.00045616686111316085,7.975004258429793e-05,0.0001838480314995353,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,February,2
2022-06-01,2022-07-01,-9.080871677724645e-05,0.00026083982083946466,7.380467503783473e-05,7.44901769192481e-05,65536,51684,NUTS_NL_01m_2024.shp,NL114,2022,June,6
2022-08-01,2022-09-01,-0.0001951414451468736,0.0003378530964255333,7.345071950345261e-05,0.00013465629939096613,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,August,8
2022-09-01,2022-10-01,-0.00022292201174423099,0.00028765355818904936,3.585663228344408e-05,0.00010578441976740316,65536,27310,NUTS_NL_01m_2024.shp,NL114,2022,September,9
2022-10-01,2022-11-01,-0.00032553591881878674,0.00040510058170184493,0.00012148595108934517,0.00017402855331853613,65536,47434,NUTS_NL_01m_2024.shp,NL114,2022,October,10
2023-02-01,2023-03-01,-0.00020524270075839013,0.0002049660251941532,7.490902316077023e-05,8.492619178321795e-05,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,February,2
2023-04-01,2023-05-01,-0.0003439401916693896,0.0003729374147951603,5.6405574993621814e-05,0.0001456649348261406,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,April,4
2023-05-01,2023-06-01,-0.00027283254894427955,0.00023643804888706654,2.414000803669073e-05,0.00012144807067220461,65536,27310,NUTS_NL_01m_2024.shp,NL114,2023,May,5
2023-08-01,2023-09-01,-0.0001817604643292725,0.00015508808428421617,-4.59637921721537e-06,5.6855282618127547e-05,65536,62848,NUTS_NL_01m_2024.shp,NL114,2023,August,8
2023-09-01,2023-10-01,8.140105637721717e-05,0.00020685457275249064,0.00010491762807798133,4.8961285403826224e-05,65536,62906,NUTS_NL_01m_2024.shp,NL114,2023,September,9
2024-03-01,2024-04-01,-0.0002294207806698978,0.00023104518186300993,4.974236520652539e-05,9.032474412182988e-05,65536,47804,NUTS_NL_01m_2024.shp,NL114,2024,March,3
2024-04-01,2024-05-01,-8.855637133819982e-05,0.00027147159562446177,9.975768836666167e-05,0.00010363298282585458,65536,31746,NUTS_NL_01m_2024.shp,NL114,2024,April,4
2024-07-01,2024-08-01,-0.00012020066060358658,0.00037043236079625785,6.433095622793592e-05,0.00011329086487352983,65536,27310,NUTS_NL_01m_2024.shp,NL114,2024,July,7
2024-08-01,2024-09-01,-7.333196845138445e-05,0.00028251262847334146,0.00010749214545267785,8.210938124835694e-05,65536,27310,NUTS_NL_01m_2024.shp,NL114,2024,August,8
2024-09-01,2024-10-01,-0.00035375013248994946,0.00039190330426208675,5.7305310273577204e-05,0.000160693010820954,65536,35290,NUTS_NL_01m_2024.shp,NL114,2024,September,9
2018-05-01,2018-06-01,-7.142960384953767e-05,0.00042389531154185534,0.0001640124527492017,0.00011113332391997245,65536,46953,NUTS_NL_01m_2024.shp,NL115,2018,May,5
2018-06-01,2018-07-01,-0.00014886166900396347,0.0002726375823840499,8.632388134669404e-05,0.00010009783358170961,65536,33669,NUTS_NL_01m_2024.shp,NL115,2018,June,6
2018-07-01,2018-08-01,-0.00010700207349145785,0.00034854188561439514,0.00011536938787133623,6.350621892552056e-05,65536,57070,NUTS_NL_01m_2024.shp,NL115,2018,July,7
2018-08-01,2018-09-01,-0.00010885559458984062,0.0001719202264212072,1.1339191534733843e-05,8.005539607642882e-05,65536,51152,NUTS_NL_01m_2024.shp,NL115,2018,August,8
2018-09-01,2018-10-01,3.2589901820756495e-05,0.00019610702292993665,7.86711730188022e-05,3.35535356086763e-05,65536,65031,NUTS_NL_01m_2024.shp,NL115,2018,September,9
2018-10-01,2018-11-01,-0.00028417541761882603,0.00043747780728153884,8.22441243957753e-05,0.00014169928165643942,65536,33669,NUTS_NL_01m_2024.shp,NL115,2018,October,10
2019-03-01,2019-04-01,-0.00023294157290365547,0.00029416283359751105,2.4038959501745014e-05,8.722645994091261e-05,65536,39637,NUTS_NL_01m_2024.shp,NL115,2019,March,3
2019-04-01,2019-05-01,8.540299859305378e-06,0.0002577170671429485,9.348582418484664e-05,6.99798072907296e-05,65536,60741,NUTS_NL_01m_2024.shp,NL115,2019,April,4
2019-05-01,2019-06-01,5.342219446902163e-05,0.00026445614639669657,9.230939484664794e-05,5.330814630660971e-05,65536,63558,NUTS_NL_01m_2024.shp,NL115,2019,May,5
2019-06-01,2019-07-01,-9.26937282201834e-05,0.00021034531528130174,7.01722746080526e-05,7.85973635916484e-05,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,June,6
2019-08-01,2019-09-01,-9.528025111649185e-05,0.0004088757559657097,0.00015697658699942476,0.00011711835807809826,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,August,8
2019-09-01,2019-10-01,-0.00012301822425797582,0.00016556656919419765,3.097076430868228e-05,7.32182323259816e-05,65536,42224,NUTS_NL_01m_2024.shp,NL115,2019,September,9
2019-10-01,2019-11-01,-0.00016199254605453461,0.00035740339080803096,8.851456580130117e-05,0.00013525154911528435,65536,33669,NUTS_NL_01m_2024.shp,NL115,2019,October,10
2020-02-01,2020-03-01,-0.00037799071287736297,0.0004672980576287955,7.563197878191131e-05,0.0001989181375919934,65536,40006,NUTS_NL_01m_2024.shp,NL115,2020,February,2
2020-03-01,2020-04-01,-0.00030167936347424984,0.0002905851579271257,2.2355659382818886e-05,0.00011846150205278157,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,March,3
2020-04-01,2020-05-01,-0.0002541351714171469,0.00012083206820534542,1.5266435401259296e-05,5.0457826193281685e-05,65536,45497,NUTS_NL_01m_2024.shp,NL115,2020,April,4
2020-05-01,2020-06-01,-0.00013413109991233796,0.0002998920972459018,0.00013201624207232707,0.00010475293112230478,65536,35421,NUTS_NL_01m_2024.shp,NL115,2020,May,5
2020-07-01,2020-08-01,-0.000145897880429402,0.0003951016115024686,0.0001011547713097333,0.00011375938865663889,65536,33669,NUTS_NL_01m_2024.shp,NL115,2020,July,7
2020-08-01,2020-09-01,-0.0001515381009085104,0.00025951594579964876,1.3475838215900053e-05,7.930712415848902e-05,65536,51606,NUTS_NL_01m_2024.shp,NL115,2020,August,8
2020-09-01,2020-10-01,-2.330205461475998e-06,0.00014413746248465031,5.0829433585088966e-05,6.207079754277052e-05,65536,64990,NUTS_NL_01m_2024.shp,NL115,2020,September,9
2021-03-01,2021-04-01,-0.00013795826816931367,0.00021845032460987568,4.009080732727796e-05,7.532412494837047e-05,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,March,3
2021-04-01,2021-05-01,-0.0002001379180001095,0.0002678185701370239,3.706113556594787e-05,9.089914857409168e-05,65536,59603,NUTS_NL_01m_2024.shp,NL115,2021,April,4
2021-05-01,2021-06-01,-0.00032419172930531204,0.0004007270617876202,6.273558086892333e-05,0.00013191032725423034,65536,33669,NUTS_NL_01m_2024.shp,NL115,2021,May,5
2021-07-01,2021-08-01,-0.00018137563893105835,8.981174323707819e-05,2.7926484891560724e-06,0.00010046996298961913,65536,61574,NUTS_NL_01m_2024.shp,NL115,2021,July,7
2021-09-01,2021-10-01,-0.00015677565534133464,0.0004108341527171433,2.0897053955749374e-05,0.00011946728901339498,65536,60182,NUTS_NL_01m_2024.shp,NL115,2021,September,9
2022-01-01,2022-02-01,-0.000194171181647107,0.00028296178788878024,5.957996706412411e-05,0.00011315611841725294,65536,58516,NUTS_NL_01m_2024.shp,NL115,2022,January,1
2022-02-01,2022-03-01,-0.0003178913611918688,0.0006676239427179098,4.1548671616014514e-05,0.00017376425704494617,65536,33669,NUTS_NL_01m_2024.shp,NL115,2022,February,2
