,NUTS_ID,year,month,NO2,SO2,CO,O3,HCHO,PM25,GDP,population,GDP_per_capita,O3_quality,CO_quality,NO2_quality,SO2_quality,PM25_quality,HCHO_quality,season,PM25_weighted_quality,NO2_weighted_quality,O3_weighted_quality,SO2_weighted_quality,CO_weighted_quality,HCHO_weighted_quality,Index,Country,GDP_Normalized,GDP_per_capita_min,GDP_per_capita_max,Air_Inequity_Index
11,NL112,2018,12,2.467970517387585,45.63,0.037506996,0.1312761642663084,1.77,5.79064,2464020000,46000,53565.65217391304,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,0.5814860423993446,28379.50354609929,88559.45255474452,0.8024507385110957
12,NL114,2018,1,0.6186420321120458,120.44,0.030925465,0.1824904553431307,2.69,9.23143,4247680000.0000005,135000,31464.2963,4,4,1,3,1,1,Winter,0.4,0.25,0.4,0.36,0.24,0.07,1.7200000000000002,NL,0.948740522,28379.50354609929,88559.45255474452,1.631833698470289
13,NL114,2018,2,2.673519072944408,28.68,0.036535157,0.137148731,1.6,8.60601,4247680000.0000005,135000,31464.2963,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,0.948740522,28379.50354609929,88559.45255474452,1.309261920865697
14,NL114,2018,3,1.1029328363133153,11.83,0.039020305,0.1557589034062487,1.58,13.89861,4247680000.0000005,135000,31464.2963,4,4,1,1,2,1,Spring,0.72,0.22,0.6,0.12,0.28,0.08,2.02,NL,0.948740522,28379.50354609929,88559.45255474452,1.9164558551802229
15,NL114,2018,4,2.150701672249304,22.35,0.031493098,0.1705870525328194,11.22,13.1398,4247680000.0000005,135000,31464.2963,4,4,1,1,2,3,Spring,0.72,0.22,0.6,0.12,0.28,0.24,2.18,NL,0.948740522,28379.50354609929,88559.45255474452,2.068254338758855
16,NL114,2018,5,2.630878969333477,3.81,0.031857099,0.149847811,4.11,10.43817,4247680000.0000005,135000,31464.2963,3,4,1,1,2,1,Spring,0.72,0.22,0.44999999999999996,0.12,0.28,0.08,1.8699999999999999,NL,0.948740522,28379.50354609929,88559.45255474452,1.7741447768252558
17,NL114,2018,6,1.4803431396984807,8.47,0.029098489,0.1437762696462625,2.75,8.39119,4247680000.0000005,135000,31464.2963,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.948740522,28379.50354609929,88559.45255474452,1.7077329402596044
18,NL114,2018,7,3.240471619695084,5.1,0.027867934,0.1395214956912748,2.98,7.83889,4247680000.0000005,135000,31464.2963,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.948740522,28379.50354609929,88559.45255474452,1.7077329402596044
19,NL114,2018,8,2.551165522599497,6.14,0.045245383,0.1473184817596864,4.74,7.97485,4247680000.0000005,135000,31464.2963,3,4,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.4,0.15,1.9,NL,0.948740522,28379.50354609929,88559.45255474452,1.8026069924962493
20,NL114,2018,9,2.4877919752891926,8.78,0.030487874,0.1310596939189786,3.09,21.40285,4247680000.0000005,135000,31464.2963,3,4,1,1,4,1,Autumn,1.4,0.23,0.44999999999999996,0.12,0.28,0.08,2.5600000000000005,NL,0.948740522,28379.50354609929,88559.45255474452,2.4287757372581047
21,NL114,2018,10,4.243790830109619,34.29,0.031718477,0.139442807,0.83,8.1511,4247680000.0000005,135000,31464.2963,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,0.948740522,28379.50354609929,88559.45255474452,1.432598188773335
22,NL114,2018,11,4.500209764479121,34.29,0.03269909,0.1421806523755206,0.83,9.25596,4247680000.0000005,135000,31464.2963,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,0.948740522,28379.50354609929,88559.45255474452,1.432598188773335
23,NL114,2018,12,2.2953085763673986,34.29,0.036700475,0.131698975,0.83,6.1717,4247680000.0000005,135000,31464.2963,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,0.948740522,28379.50354609929,88559.45255474452,1.309261920865697
24,NL115,2018,1,6.594619547631062,106.6,0.032447267,0.1818764754446067,1.79,9.1752,18979180000,402000,47211.89054726368,4,4,1,3,1,1,Winter,0.4,0.25,0.4,0.36,0.24,0.07,1.7200000000000002,NL,0.6870654211013206,28379.50354609929,88559.45255474452,1.1817525242942717
25,NL115,2018,2,2.135188957,53.43,0.036273618,0.1382176544138871,2.27,7.41664,18979180000,402000,47211.89054726368,3,4,1,2,1,1,Winter,0.4,0.25,0.30000000000000004,0.24,0.24,0.07,1.5,NL,0.6870654211013206,28379.50354609929,88559.45255474452,1.030598131651981
26,NL115,2018,3,1.0412175990849113,7.39,0.038721837,0.1581397059450686,0.72,10.11817,18979180000,402000,47211.89054726368,4,4,1,1,2,1,Spring,0.72,0.22,0.6,0.12,0.28,0.08,2.02,NL,0.6870654211013206,28379.50354609929,88559.45255474452,1.3878721506246676
27,NL115,2018,4,1.231423623771633,9.69,0.037857385,0.1697482153687741,2.81,11.8665,18979180000,402000,47211.89054726368,4,4,1,1,2,1,Spring,0.72,0.22,0.6,0.12,0.28,0.08,2.02,NL,0.6870654211013206,28379.50354609929,88559.45255474452,1.3878721506246676
28,NL115,2018,5,2.8688171219303795,4.72,0.032138802,0.1492599538080936,4.93,10.06414,18979180000,402000,47211.89054726368,3,4,1,1,2,1,Spring,0.72,0.22,0.44999999999999996,0.12,0.28,0.08,1.8699999999999999,NL,0.6870654211013206,28379.50354609929,88559.45255474452,1.2848123374594695
29,NL115,2018,6,1.536922134004881,1.11,0.029513472,0.1436609315490459,2.59,7.74527,18979180000,402000,47211.89054726368,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.6870654211013206,28379.50354609929,88559.45255474452,1.236717757982377
30,NL115,2018,7,4.039678459561866,3.35,0.028470755,0.1424216863752115,3.46,8.2805,18979180000,402000,47211.89054726368,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.6870654211013206,28379.50354609929,88559.45255474452,1.236717757982377
31,NL115,2018,8,0.688628423,1.66,0.046096136,0.1495117125475964,0.34,7.73381,18979180000,402000,47211.89054726368,3,4,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.4,0.15,1.9,NL,0.6870654211013206,28379.50354609929,88559.45255474452,1.3054243000925092
32,NL115,2018,9,2.079490138284642,5.94,0.03055665,0.13012388,2.36,7.06266,18979180000,402000,47211.89054726368,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,0.6870654211013206,28379.50354609929,88559.45255474452,1.037468785862994
33,NL115,2018,10,4.097328116639692,27.22,0.031156091,0.1392724613640107,2.47,7.68346,18979180000,402000,47211.89054726368,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,0.6870654211013206,28379.50354609929,88559.45255474452,1.037468785862994
34,NL115,2018,11,4.921305836006535,27.22,0.032179457,0.1420829447994776,2.47,8.74722,18979180000,402000,47211.89054726368,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,0.6870654211013206,28379.50354609929,88559.45255474452,1.037468785862994
35,NL115,2018,12,1.5119655086599335,27.22,0.03481251,0.1311292684582853,2.47,5.86368,18979180000,402000,47211.89054726368,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,0.6870654211013206,28379.50354609929,88559.45255474452,0.9481502811198226
36,NL126,2018,1,0.097193799,27.22,0.031603697,0.1757504404511209,2.47,9.35444,6424120000,187000,34353.58288770053,4,4,1,1,1,1,Winter,0.4,0.25,0.4,0.12,0.24,0.07,1.48,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.3330800113456447
37,NL126,2018,2,22.931772897338444,22.1,0.035342525,0.13899245,1.07,7.62046,6424120000,187000,34353.58288770053,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.2430070376060742
38,NL126,2018,3,1.1347370139203623,0.6,0.039478526,0.1555786023692156,0.09,9.52822,6424120000,187000,34353.58288770053,4,4,1,1,1,1,Spring,0.36,0.22,0.6,0.12,0.28,0.08,1.66,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.4952113640768716
39,NL126,2018,4,1.613761533906717,0.33,0.031863218,0.1719671874604014,0.27,12.11507,6424120000,187000,34353.58288770053,4,4,1,1,2,1,Spring,0.72,0.22,0.6,0.12,0.28,0.08,2.02,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.8194740695393259
40,NL126,2018,5,3.013504035300368,4.6,0.031124333,0.1482148595587238,1.35,10.09784,6424120000,187000,34353.58288770053,3,4,1,1,2,1,Spring,0.72,0.22,0.44999999999999996,0.12,0.28,0.08,1.8699999999999999,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.6843646089299698
41,NL126,2018,6,1.432900151690777,0.68,0.02836194,0.1431993458027665,2.29,7.73658,6424120000,187000,34353.58288770053,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.6213135273122703
42,NL126,2018,7,3.482058621029963,0.88,0.029668163,0.1443101898143166,1.61,7.7418,6424120000,187000,34353.58288770053,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.6213135273122703
43,NL126,2018,8,0.7901248934897773,0.04,0.043550975,0.1498795323603034,0.72,7.74621,6424120000,187000,34353.58288770053,3,4,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.4,0.15,1.9,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.711386501051841
44,NL126,2018,9,0.9732683622544398,6.85,0.029916404,0.1304513129253092,0.78,7.11286,6424120000,187000,34353.58288770053,3,3,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.21000000000000002,0.08,1.44,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.2970508218498165
45,NL126,2018,10,3.654403511927576,19.65,0.029775504,0.1392864383297844,1.04,7.78868,6424120000,187000,34353.58288770053,3,3,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.21000000000000002,0.08,1.44,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.2970508218498165
46,NL126,2018,11,5.050073364187615,19.65,0.032268627,0.1420128705266401,1.04,8.75886,6424120000,187000,34353.58288770053,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.360101903467516
47,NL126,2018,12,1.6518395265373795,19.65,0.037274152,0.1301558798568412,1.04,6.16553,6424120000,187000,34353.58288770053,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,0.9007297373957058,28379.50354609929,88559.45255474452,1.2430070376060742
48,NL127,2018,1,7.424822397543662,54.17,0.032209298,0.1763822132967244,3.85,9.32971,10544240000,319000,33054.04388714734,4,4,1,2,1,1,Winter,0.4,0.25,0.4,0.24,0.24,0.07,1.6,NL,0.9223239564331216,28379.50354609929,88559.45255474452,1.4757183302929946
49,NL127,2018,2,11.721454553779443,52.83,0.033630741,0.1399938323866594,1.43,7.18809,10544240000,319000,33054.04388714734,3,4,1,2,1,1,Winter,0.4,0.25,0.30000000000000004,0.24,0.24,0.07,1.5,NL,0.9223239564331216,28379.50354609929,88559.45255474452,1.3834859346496824
50,NL127,2018,3,0.937994976,8.31,0.039480125,0.1582846353288557,0.41,8.66159,10544240000,319000,33054.04388714734,4,4,1,1,1,1,Spring,0.36,0.22,0.6,0.12,0.28,0.08,1.66,NL,0.9223239564331216,28379.50354609929,88559.45255474452,1.5310577676789818
51,NL127,2018,4,0.6709569560520994,7.13,0.030748807,0.1715920986367468,0.24,11.54406,10544240000,319000,33054.04388714734,4,4,1,1,2,1,Spring,0.72,0.22,0.6,0.12,0.28,0.08,2.02,NL,0.9223239564331216,28379.50354609929,88559.45255474452,1.8630943919949057
52,NL127,2018,5,3.081175547071325,71.98,0.03104967,0.1484217668797554,8.75,9.73918,10544240000,319000,33054.04388714734,3,4,1,2,1,2,Spring,0.36,0.22,0.44999999999999996,0.24,0.28,0.16,1.7099999999999997,NL,0.9223239564331216,28379.50354609929,88559.45255474452,1.5771739655006376
53,NL127,2018,6,1.568368243994566,1.86,0.02870461,0.1436992437119236,2.01,7.21022,10544240000,319000,33054.04388714734,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.9223239564331216,28379.50354609929,88559.45255474452,1.6601831215796188
54,NL127,2018,7,3.593839726874328,0.17,0.028477372,0.1457272064855679,3.02,7.92356,10544240000,319000,33054.04388714734,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.9223239564331216,28379.50354609929,88559.45255474452,1.6601831215796188
55,NL127,2018,8,0.7302004037991768,2.09,0.044638315,0.1512703977384058,0.84,7.44885,10544240000,319000,33054.04388714734,4,4,1,1,1,1,Summer,0.25,0.15,1.2,0.05,0.4,0.15,2.2,NL,0.9223239564331216,28379.50354609929,88559.45255474452,2.0291127041528676
56,NL127,2018,9,0.6930422387620724,7.32,0.030128708,0.1319295056258499,0.66,6.44645,10544240000,319000,33054.04388714734,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,0.9223239564331216,28379.50354609929,88559.45255474452,1.3927091742140136
57,NL127,2018,10,4.519425176491079,31.08,0.029996539,0.13916792,1.85,7.37368,10544240000,319000,33054.04388714734,3,3,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.21000000000000002,0.08,1.44,NL,0.9223239564331216,28379.50354609929,88559.45255474452,1.328146497263695
58,NL127,2018,11,4.318362624192945,31.08,0.031850211,0.141809385,1.85,8.3479,10544240000,319000,33054.04388714734,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,0.9223239564331216,28379.50354609929,88559.45255474452,1.3927091742140136
59,NL127,2018,12,1.6469351683244904,31.08,0.038248856,0.1300711960664333,1.85,5.77626,10544240000,319000,33054.04388714734,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,0.9223239564331216,28379.50354609929,88559.45255474452,1.272807059877708
60,NL128,2018,1,0.2049644151365018,32.17,0.032013721,0.1695089713354747,2.05,9.50383,4001510000,141000,28379.50354609929,4,4,1,1,1,1,Winter,0.4,0.25,0.4,0.12,0.24,0.07,1.48,NL,1,28379.50354609929,88559.45255474452,1.48
61,NL128,2018,2,22.11047994404781,41.84,0.035142603,0.1401461298394823,3.5,7.31843,4001510000,141000,28379.50354609929,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,1,28379.50354609929,88559.45255474452,1.3800000000000001
62,NL128,2018,3,1.0948135388543825,1.33,0.039263796,0.1550553009859278,0.82,8.87684,4001510000,141000,28379.50354609929,4,4,1,1,1,1,Spring,0.36,0.22,0.6,0.12,0.28,0.08,1.66,NL,1,28379.50354609929,88559.45255474452,1.66
63,NL128,2018,4,0.7962464068350024,6.06,0.033491553,0.1731874611006229,0.84,11.81836,4001510000,141000,28379.50354609929,4,4,1,1,2,1,Spring,0.72,0.22,0.6,0.12,0.28,0.08,2.02,NL,1,28379.50354609929,88559.45255474452,2.02
64,NL128,2018,5,2.465105688458842,13.11,0.030228698,0.1475751988453595,2.19,9.85971,4001510000,141000,28379.50354609929,3,4,1,1,1,1,Spring,0.36,0.22,0.44999999999999996,0.12,0.28,0.08,1.51,NL,1,28379.50354609929,88559.45255474452,1.51
65,NL128,2018,6,1.5799416677887363,6.58,0.028981293,0.1434459104084627,3.21,7.20967,4001510000,141000,28379.50354609929,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,1,28379.50354609929,88559.45255474452,1.7999999999999998
66,NL128,2018,7,2.547414165031342,2.38,0.029087239,0.1457424826667672,3.69,7.432,4001510000,141000,28379.50354609929,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,1,28379.50354609929,88559.45255474452,1.7999999999999998
67,NL128,2018,8,0.8746251552692057,1.08,0.045271891,0.1507472522013012,0.34,7.4409,4001510000,141000,28379.50354609929,4,4,1,1,1,1,Summer,0.25,0.15,1.2,0.05,0.4,0.15,2.2,NL,1,28379.50354609929,88559.45255474452,2.2
68,NL128,2018,9,1.1406508382862168,0.76,0.029748859,0.132393832,0.07,6.70419,4001510000,141000,28379.50354609929,3,3,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.21000000000000002,0.08,1.44,NL,1,28379.50354609929,88559.45255474452,1.44
69,NL128,2018,10,4.173045209080573,20.93,0.029186234,0.1396209988823288,2.07,7.55792,4001510000,141000,28379.50354609929,3,3,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.21000000000000002,0.08,1.44,NL,1,28379.50354609929,88559.45255474452,1.44
70,NL128,2018,11,4.599628425454228,20.93,0.031810991,0.1423048692675932,2.07,8.45089,4001510000,141000,28379.50354609929,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,1,28379.50354609929,88559.45255474452,1.51
71,NL128,2018,12,1.3970596630151686,20.93,0.037653658,0.1294604104488793,2.07,6.13274,4001510000,141000,28379.50354609929,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,1,28379.50354609929,88559.45255474452,1.3800000000000001
72,NL131,2018,1,0.3044814595703528,123.69,0.032086076,0.1808103567424048,1.57,9.18698,5919460000,192000,30830.520833333332,4,4,1,3,1,1,Winter,0.4,0.25,0.4,0.36,0.24,0.07,1.7200000000000002,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.6499476020919042
73,NL131,2018,2,1.741814281710921,49.9,0.035683721,0.1389760208755843,3.62,7.83758,5919460000,192000,30830.520833333332,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.3237951691202485
74,NL131,2018,3,1.4712563028580674,5.4,0.039273923,0.1554438122190324,1.2,10.50046,5919460000,192000,30830.520833333332,4,4,1,1,2,1,Spring,0.72,0.22,0.6,0.12,0.28,0.08,2.02,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.9377291605963058
75,NL131,2018,4,1.3430706865310242,1.75,0.031227881,0.1708247084225149,2.13,12.20816,5919460000,192000,30830.520833333332,4,4,1,1,2,1,Spring,0.72,0.22,0.6,0.12,0.28,0.08,2.02,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.9377291605963058
76,NL131,2018,5,2.434078019816983,9.44,0.031658009,0.148865212,4.14,10.29613,5919460000,192000,30830.520833333332,3,4,1,1,2,1,Spring,0.72,0.22,0.44999999999999996,0.12,0.28,0.08,1.8699999999999999,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.7938383813441048
77,NL131,2018,6,1.4310774806025393,0.69,0.029080855,0.143611825,1.98,8.13363,5919460000,192000,30830.520833333332,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.726689351026411
78,NL131,2018,7,3.844691740888619,10.02,0.029433108,0.1426856127807582,3.97,7.9081,5919460000,192000,30830.520833333332,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.726689351026411
79,NL131,2018,8,0.9837190480209236,0.7,0.044351978,0.1482847147003338,1.07,7.80667,5919460000,192000,30830.520833333332,3,4,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.4,0.15,1.9,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.8226165371945449
80,NL131,2018,9,2.004397808688736,7.72,0.030704478,0.1308893665880325,1.05,7.5804,5919460000,192000,30830.520833333332,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.4485005111388227
81,NL131,2018,10,3.827182159622093,33.97,0.030101855,0.1388205532689232,1.06,7.88055,5919460000,192000,30830.520833333332,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.4485005111388227
82,NL131,2018,11,5.648071247079022,33.97,0.031967503,0.1422097548665977,1.06,8.95319,5919460000,192000,30830.520833333332,3,4,1,1,1,1,Autumn,0.35,0.23,0.44999999999999996,0.12,0.28,0.08,1.51,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.4485005111388227
83,NL131,2018,12,2.3261218285648577,33.97,0.034326977,0.1305260324722403,1.06,6.10366,5919460000,192000,30830.520833333332,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,0.9592718616813395,28379.50354609929,88559.45255474452,1.3237951691202485
84,NL132,2018,1,4.224491890861827,437.2,0.032253348,0.1800017750187679,2.67,9.24115,5099240000,168000,30352.619047619046,4,4,1,6,1,1,Winter,0.4,0.25,0.4,0.72,0.24,0.07,2.0799999999999996,NL,0.9672130745535145,28379.50354609929,88559.45255474452,2.011803195
85,NL132,2018,2,2.340990708609989,46.83,0.032479872,0.1386012789509273,2.14,8.08345,5099240000,168000,30352.619047619046,3,4,1,1,1,1,Winter,0.4,0.25,0.30000000000000004,0.12,0.24,0.07,1.3800000000000001,NL,0.9672130745535145,28379.50354609929,88559.45255474452,1.334754043
86,NL132,2018,3,1.5283651391294453,14.01,0.039161791,0.1533410187803785,0.54,10.59679,5099240000,168000,30352.619047619046,4,4,1,1,2,1,Spring,0.72,0.22,0.6,0.12,0.28,0.08,2.02,NL,0.9672130745535145,28379.50354609929,88559.45255474452,1.9537704105980993
87,NL132,2018,4,1.871140261517925,13.46,0.03043528,0.1742236184489916,10.38,12.67968,5099240000,168000,30352.619047619046,4,4,1,1,2,3,Spring,0.72,0.22,0.6,0.12,0.28,0.24,2.18,NL,0.9672130745535145,28379.50354609929,88559.45255474452,2.1085245025266617
88,NL132,2018,5,2.5196101668478965,6.23,0.032451086,0.1495977706573683,6.49,10.46833,5099240000,168000,30352.619047619046,3,4,1,1,2,2,Spring,0.72,0.22,0.44999999999999996,0.12,0.28,0.16,1.9499999999999997,NL,0.9672130745535145,28379.50354609929,88559.45255474452,1.886065495379353
89,NL132,2018,6,1.5486483585498048,15.65,0.02959957,0.1432292172010447,2.37,8.4699,5099240000,168000,30352.619047619046,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.9672130745535145,28379.50354609929,88559.45255474452,1.7409835341963258
90,NL132,2018,7,4.401753037796749,7.3,0.028847895,0.1404237394143662,3.9,7.9386,5099240000,168000,30352.619047619046,3,3,1,1,1,1,Summer,0.25,0.15,0.8999999999999999,0.05,0.30000000000000004,0.15,1.7999999999999998,NL,0.9672130745535145,28379.50354609929,88559.45255474452,1.7409835341963258
