,SUBID,Downstream_SUBID
1034,9500191.0,9535602.0
1035,9500212.0,9535602.0
1036,9500466.0,9556312.0
1037,9500470.0,9556312.0
1038,9500649.0,9538536.0
1039,9500652.0,9538536.0
1040,9500704.0,9556650.0
1041,9500872.0,9500931.0
1042,9500877.0,9500931.0
1043,9500902.0,9500931.0
1044,9500904.0,9500931.0
1045,9500914.0,9500931.0
1046,9500916.0,9500931.0
1047,9500938.0,9535195.0
1048,9501257.0,9562866.0
1049,9501431.0,9563290.0
1050,9521760.0,9556465.0
1051,9521852.0,9500463.0
1052,9521868.0,9556465.0
1053,9521943.0,9556465.0
1054,9521989.0,9500463.0
1055,9522105.0,9556465.0
1056,9522125.0,9500463.0
1057,9522154.0,9556735.0
1058,9522258.0,9556465.0
1059,9535199.0,9539388.0
1060,9535200.0,9535755.0
1061,9535206.0,9535195.0
1062,9535211.0,9538536.0
1064,9535226.0,9535195.0
1065,9535229.0,9500640.0
1066,9535237.0,9539612.0
1067,9535266.0,9001249.0
1068,9535267.0,9500193.0
1069,9535271.0,9535268.0
1070,9535273.0,9538536.0
1071,9535278.0,9539612.0
1072,9535280.0,9535755.0
1073,9535295.0,9500193.0
1074,9535354.0,9535602.0
1075,9535370.0,9535195.0
1076,9535382.0,9538536.0
1077,9535398.0,9535195.0
1078,9535483.0,9535268.0
1079,9535491.0,9535268.0
1080,9535498.0,9535602.0
1081,9535532.0,9535602.0
1082,9535579.0,9539612.0
1083,9535626.0,9539612.0
1084,9535640.0,9500640.0
1085,9535678.0,9539388.0
1086,9535729.0,9535662.0
1087,9535769.0,9538536.0
1088,9535800.0,9535602.0
1089,9535836.0,9535662.0
1090,9535841.0,9535602.0
1091,9538647.0,9000134.0
1101,9556306.0,9556501.0
1102,9556308.0,9556735.0
1103,9556345.0,9556338.0
1104,9556360.0,9556332.0
1105,9556371.0,9562845.0
1106,9556390.0,9556421.0
1107,9556397.0,9556735.0
1108,9556402.0,9556624.0
1109,9556413.0,9556735.0
1110,9556427.0,9556570.0
1111,9556439.0,9556648.0
1112,9556449.0,9556561.0
1113,9556463.0,9556738.0
1114,9556478.0,9556332.0
1115,9556479.0,9556501.0
1116,9556480.0,9563276.0
1117,9556483.0,9501220.0
1118,9556492.0,9556692.0
1119,9556512.0,9556738.0
1120,9556534.0,9556715.0
1121,9556545.0,9562845.0
1122,9556546.0,9556703.0
1123,9556558.0,9563282.0
1124,9556562.0,9563273.0
1125,9556569.0,9556475.0
1126,9556584.0,9500372.0
1127,9556586.0,9556338.0
1128,9556594.0,9556312.0
1129,9556596.0,9556624.0
1130,9556604.0,9556460.0
1131,9556608.0,9556487.0
1132,9556610.0,9563282.0
1133,9556631.0,9556312.0
1134,9556646.0,9556650.0
1135,9556649.0,9556561.0
1136,9556654.0,9556338.0
1137,9556664.0,9501220.0
1138,9556669.0,9556624.0
1139,9556684.0,9556312.0
1140,9556688.0,9556332.0
1141,9556694.0,9556475.0
1142,9556708.0,9556624.0
1143,9556713.0,9501220.0
1144,9556728.0,9563282.0
1145,9556740.0,9556501.0
1146,9556741.0,9556650.0
1147,9556754.0,9556691.0
1148,9556864.0,9556561.0
1149,9556955.0,9556561.0
1150,9557004.0,9556362.0
1151,9557101.0,9556691.0
1152,9557108.0,9556691.0
1153,9562826.0,9562939.0
1154,9562842.0,9562939.0
1155,9562851.0,9535378.0
1156,9562856.0,9500931.0
1157,9562860.0,9500931.0
1158,9562871.0,9500931.0
1159,9562897.0,9563314.0
1160,9562901.0,9500931.0
1161,9562902.0,9500931.0
1162,9562904.0,9535378.0
1163,9562908.0,9563291.0
1164,9562917.0,9563331.0
1165,9562934.0,9535378.0
1166,9562943.0,9500931.0
1167,9562945.0,9500917.0
1168,9562950.0,9500931.0
1169,9562986.0,9562866.0
1170,9563001.0,9500476.0
1171,9563019.0,9535662.0
1172,9563025.0,9500779.0
1173,9563040.0,9500177.0
1174,9563046.0,9563314.0
1175,9563049.0,9500931.0
1176,9563065.0,9535378.0
1177,9563071.0,9500931.0
1178,9563075.0,9535602.0
1179,9563101.0,9500476.0
1180,9563111.0,9535378.0
1181,9563122.0,9500177.0
1182,9563123.0,9500177.0
1183,9563126.0,9500177.0
1184,9563146.0,9500931.0
1185,9563158.0,9500931.0
1186,9563162.0,9535378.0
1187,9563167.0,9563290.0
1188,9563180.0,9500476.0
1189,9563192.0,9563024.0
1190,9563210.0,9535662.0
1191,9563216.0,9535662.0
1192,9563218.0,9562939.0
1193,9563221.0,9562866.0
1194,9563225.0,9556544.0
1195,9563239.0,9500931.0
1196,9563244.0,9500931.0
1197,9563266.0,9535602.0
1198,9563272.0,9563207.0
1199,9563280.0,9562866.0
1200,9563288.0,9563290.0
1201,9563300.0,9500931.0
1202,9563302.0,9500931.0
1203,9563307.0,9563290.0
1204,9563321.0,9562888.0
1205,9563326.0,9500931.0
1206,9563332.0,9500177.0
1207,9563334.0,9562915.0
1208,9563345.0,9563290.0
1209,9563354.0,9563314.0
1212,9500042.0,9539350.0
1214,9500088.0,9539203.0
1215,9538511.0,9000132.0
1216,9538528.0,9539350.0
1218,9538683.0,9539203.0
1219,9538720.0,9539350.0
1220,9538738.0,9539350.0
1224,9539109.0,9539350.0
1225,9539142.0,9539350.0
1226,9539147.0,9539203.0
1227,9539288.0,9539274.0
1228,9539314.0,9539274.0
1231,9500098.0,9500640.0
1232,9500131.0,9539414.0
1233,9500137.0,9556487.0
1234,9500145.0,9556487.0
1235,9500179.0,9535268.0
1236,9500191.0,9535268.0
1237,9500212.0,9535268.0
1238,9500466.0,9556332.0
1239,9500470.0,9556332.0
1240,9500649.0,9539388.0
1241,9500652.0,9539388.0
1242,9500704.0,9556338.0
1243,9500872.0,9535662.0
1244,9500877.0,9535662.0
1245,9500902.0,9535662.0
1246,9500904.0,9535662.0
1247,9500914.0,9535662.0
1248,9500916.0,9535662.0
1249,9500938.0,9535755.0
1250,9501257.0,9500177.0
1251,9501431.0,9563291.0
1252,9521760.0,9556501.0
1253,9521852.0,9556465.0
1254,9521868.0,9556501.0
1255,9521943.0,9556501.0
1256,9521989.0,9556465.0
1257,9522105.0,9556501.0
1258,9522125.0,9556465.0
1259,9522154.0,9556487.0
1260,9522258.0,9556501.0
1261,9535199.0,9539047.0
1262,9535200.0,9539414.0
1263,9535206.0,9535755.0
1264,9535211.0,9539388.0
1266,9535226.0,9535755.0
1267,9535229.0,9535195.0
1268,9535237.0,9538536.0
1269,9535266.0,9500640.0
1270,9535267.0,9535602.0
1271,9535271.0,9535195.0
1272,9535273.0,9539388.0
1273,9535278.0,9538536.0
1274,9535280.0,9539414.0
1275,9535295.0,9535602.0
1276,9535354.0,9535268.0
1277,9535370.0,9535755.0
1278,9535382.0,9539388.0
1279,9535398.0,9535755.0
1280,9535483.0,9535195.0
1281,9535491.0,9535195.0
1282,9535498.0,9535268.0
1283,9535532.0,9535268.0
1284,9535579.0,9538536.0
1285,9535626.0,9538536.0
1286,9535640.0,9535195.0
1287,9535678.0,9539047.0
1288,9535729.0,9500193.0
1289,9535769.0,9539388.0
1290,9535800.0,9535268.0
1291,9535836.0,9500193.0
1292,9535841.0,9535268.0
1303,9556306.0,9556735.0
1304,9556308.0,9556487.0
1305,9556345.0,9556312.0
1306,9556360.0,9556648.0
1307,9556371.0,9563045.0
1308,9556390.0,9556561.0
1309,9556397.0,9556487.0
1310,9556402.0,9556575.0
1311,9556413.0,9556487.0
1312,9556427.0,9556576.0
1313,9556439.0,9556733.0
1314,9556449.0,9556446.0
1315,9556463.0,9556528.0
1316,9556478.0,9556648.0
1317,9556479.0,9556735.0
1318,9556480.0,9563273.0
1319,9556483.0,9556554.0
1320,9556492.0,9501220.0
1321,9556512.0,9556528.0
1322,9556534.0,9556421.0
1323,9556545.0,9563045.0
1324,9556546.0,9556567.0
1325,9556558.0,9562845.0
1326,9556562.0,9563282.0
1327,9556569.0,9556692.0
1328,9556584.0,9563276.0
1329,9556586.0,9556312.0
1330,9556594.0,9556332.0
1331,9556596.0,9556575.0
1332,9556604.0,9556455.0
1333,9556608.0,9556312.0
1334,9556610.0,9562845.0
1335,9556631.0,9556332.0
1336,9556646.0,9556338.0
1337,9556649.0,9556446.0
1338,9556654.0,9556312.0
1339,9556664.0,9556554.0
1340,9556669.0,9556575.0
1341,9556684.0,9556332.0
1342,9556688.0,9556648.0
1343,9556694.0,9556692.0
1344,9556708.0,9556575.0
1345,9556713.0,9556554.0
1346,9556728.0,9562845.0
1347,9556740.0,9556735.0
1348,9556741.0,9556338.0
1349,9556754.0,9556362.0
1350,9556864.0,9556446.0
1351,9556955.0,9556446.0
1352,9557004.0,9556715.0
1353,9557101.0,9556362.0
1354,9557108.0,9556362.0
1355,9562826.0,9562866.0
1356,9562842.0,9562866.0
1357,9562851.0,9500931.0
1358,9562856.0,9535662.0
1359,9562860.0,9535662.0
1360,9562871.0,9535662.0
1361,9562897.0,9563290.0
1362,9562901.0,9535662.0
1363,9562902.0,9535662.0
1364,9562904.0,9500931.0
1365,9562908.0,9500476.0
1366,9562917.0,9501218.0
1367,9562934.0,9500931.0
1368,9562943.0,9535662.0
1369,9562945.0,9500476.0
1370,9562950.0,9535662.0
1371,9562986.0,9500177.0
1372,9563001.0,9562939.0
1373,9563019.0,9500193.0
1374,9563025.0,9500476.0
1375,9563040.0,9535378.0
1376,9563046.0,9563290.0
1377,9563049.0,9535662.0
1378,9563065.0,9500931.0
1379,9563071.0,9535662.0
1380,9563075.0,9535268.0
1381,9563101.0,9562939.0
1382,9563111.0,9500931.0
1383,9563122.0,9535378.0
1384,9563123.0,9535378.0
1385,9563126.0,9535378.0
1386,9563146.0,9535662.0
1387,9563158.0,9535662.0
1388,9563162.0,9500931.0
1389,9563167.0,9563291.0
1390,9563180.0,9562939.0
1391,9563192.0,9563207.0
1392,9563210.0,9500193.0
1393,9563216.0,9500193.0
1394,9563218.0,9562866.0
1395,9563221.0,9500177.0
1396,9563225.0,9556703.0
1397,9563239.0,9535662.0
1398,9563244.0,9535662.0
1399,9563266.0,9535268.0
1400,9563272.0,9562915.0
1401,9563280.0,9500177.0
1402,9563288.0,9563291.0
1403,9563300.0,9535662.0
1404,9563302.0,9535662.0
1405,9563307.0,9563291.0
1406,9563321.0,9500917.0
1407,9563326.0,9535662.0
1408,9563332.0,9535378.0
1409,9563334.0,9500779.0
1410,9563345.0,9563291.0
1411,9563354.0,9563290.0
1414,9500042.0,9000132.0
1416,9500088.0,9539274.0
1418,9538528.0,9000132.0
1420,9538683.0,9539274.0
1421,9538720.0,9000132.0
1422,9538738.0,9000132.0
1426,9539109.0,9000132.0
1427,9539142.0,9000132.0
1428,9539147.0,9539274.0
1429,9539288.0,9539350.0
1430,9539314.0,9539350.0
1433,9500098.0,9535195.0
1434,9500131.0,9539612.0
1435,9500137.0,9556312.0
1436,9500145.0,9556312.0
1437,9500179.0,9535195.0
1438,9500191.0,9535195.0
1439,9500212.0,9535195.0
1440,9500466.0,9556648.0
1441,9500470.0,9556648.0
1442,9500649.0,9539047.0
1443,9500652.0,9539047.0
1444,9500704.0,9556312.0
1445,9500872.0,9500193.0
1446,9500877.0,9500193.0
1447,9500902.0,9500193.0
1448,9500904.0,9500193.0
1449,9500914.0,9500193.0
1450,9500916.0,9500193.0
1451,9500938.0,9539414.0
1452,9501257.0,9535378.0
1453,9501431.0,9500476.0
1454,9521760.0,9556735.0
1455,9521852.0,9556501.0
1456,9521868.0,9556735.0
1457,9521943.0,9556735.0
1458,9521989.0,9556501.0
1459,9522105.0,9556735.0
1460,9522125.0,9556501.0
1461,9522154.0,9556312.0
1462,9522258.0,9556735.0
1463,9535199.0,9000134.0
1464,9535200.0,9539612.0
1465,9535206.0,9539414.0
1466,9535211.0,9539047.0
1468,9535226.0,9539414.0
1469,9535229.0,9535755.0
1470,9535237.0,9539388.0
1471,9535266.0,9535195.0
1472,9535267.0,9535268.0
1473,9535271.0,9535755.0
1474,9535273.0,9539047.0
1475,9535278.0,9539388.0
1476,9535280.0,9539612.0
1477,9535295.0,9535268.0
1478,9535354.0,9535195.0
1479,9535370.0,9539414.0
1480,9535382.0,9539047.0
1481,9535398.0,9539414.0
1482,9535483.0,9535755.0
1483,9535491.0,9535755.0
1484,9535498.0,9535195.0
1485,9535532.0,9535195.0
1486,9535579.0,9539388.0
1487,9535626.0,9539388.0
1488,9535640.0,9535755.0
1489,9535678.0,9000134.0
1490,9535729.0,9535602.0
1491,9535769.0,9539047.0
1492,9535800.0,9535195.0
1493,9535836.0,9535602.0
1494,9535841.0,9535195.0
1505,9556306.0,9556487.0
1506,9556308.0,9556312.0
1507,9556345.0,9556332.0
1508,9556360.0,9556733.0
1509,9556371.0,9563331.0
1510,9556390.0,9556446.0
1511,9556397.0,9556312.0
1512,9556402.0,9500372.0
1513,9556413.0,9556312.0
1514,9556427.0,9500372.0
1515,9556439.0,9556738.0
1516,9556449.0,9556650.0
1517,9556463.0,9556475.0
1518,9556478.0,9556733.0
1519,9556479.0,9556487.0
1520,9556480.0,9563282.0
1521,9556483.0,9556460.0
1522,9556492.0,9556554.0
1523,9556512.0,9556475.0
1524,9556534.0,9556561.0
1525,9556545.0,9563331.0
1526,9556546.0,9556624.0
1527,9556558.0,9563045.0
1528,9556562.0,9562845.0
1529,9556569.0,9501220.0
1530,9556584.0,9563273.0
1531,9556586.0,9556332.0
1532,9556594.0,9556648.0
1533,9556596.0,9500372.0
1534,9556604.0,9556570.0
1535,9556608.0,9556332.0
1536,9556610.0,9563045.0
1537,9556631.0,9556648.0
1538,9556646.0,9556312.0
1539,9556649.0,9556650.0
1540,9556654.0,9556332.0
1541,9556664.0,9556460.0
1542,9556669.0,9500372.0
1543,9556684.0,9556648.0
1544,9556688.0,9556733.0
1545,9556694.0,9501220.0
1546,9556708.0,9500372.0
1547,9556713.0,9556460.0
1548,9556728.0,9563045.0
1549,9556740.0,9556487.0
1550,9556741.0,9556312.0
1551,9556754.0,9556715.0
1552,9556864.0,9556650.0
1553,9556955.0,9556650.0
1554,9557004.0,9556421.0
1555,9557101.0,9556715.0
1556,9557108.0,9556715.0
1557,9562826.0,9500177.0
1558,9562842.0,9500177.0
1559,9562851.0,9535662.0
1560,9562856.0,9500193.0
1561,9562860.0,9500193.0
1562,9562871.0,9500193.0
1563,9562897.0,9563291.0
1564,9562901.0,9500193.0
1565,9562902.0,9500193.0
1566,9562904.0,9535662.0
1567,9562908.0,9562939.0
1568,9562917.0,9562888.0
1569,9562934.0,9535662.0
1570,9562943.0,9500193.0
1571,9562945.0,9562939.0
1572,9562950.0,9500193.0
1573,9562986.0,9535378.0
1574,9563001.0,9562866.0
1575,9563019.0,9535602.0
1576,9563025.0,9562939.0
1577,9563040.0,9500931.0
1578,9563046.0,9563291.0
1579,9563049.0,9500193.0
1580,9563065.0,9535662.0
1581,9563071.0,9500193.0
1582,9563075.0,9535195.0
1583,9563101.0,9562866.0
1584,9563111.0,9535662.0
1585,9563122.0,9500931.0
1586,9563123.0,9500931.0
1587,9563126.0,9500931.0
1588,9563146.0,9500193.0
1589,9563158.0,9500193.0
1590,9563162.0,9535662.0
1591,9563167.0,9500476.0
1592,9563180.0,9562866.0
1593,9563192.0,9562915.0
1594,9563210.0,9535602.0
1595,9563216.0,9535602.0
1596,9563218.0,9500177.0
1597,9563221.0,9535378.0
1598,9563225.0,9556567.0
1599,9563239.0,9500193.0
1600,9563244.0,9500193.0
1601,9563266.0,9535195.0
1602,9563272.0,9500779.0
1603,9563280.0,9535378.0
1604,9563288.0,9500476.0
1605,9563300.0,9500193.0
1606,9563302.0,9500193.0
1607,9563307.0,9500476.0
1608,9563321.0,9500476.0
1609,9563326.0,9500193.0
1610,9563332.0,9500931.0
1611,9563334.0,9500476.0
1612,9563345.0,9500476.0
1613,9563354.0,9563291.0
1618,9500088.0,9539350.0
1622,9538683.0,9539350.0
1630,9539147.0,9539350.0
1631,9539288.0,9000132.0
1632,9539314.0,9000132.0
1635,9500098.0,9535755.0
1636,9500131.0,9538536.0
1637,9500137.0,9556332.0
1638,9500145.0,9556332.0
1639,9500179.0,9535755.0
1640,9500191.0,9535755.0
1641,9500212.0,9535755.0
1642,9500466.0,9556733.0
1643,9500470.0,9556733.0
1644,9500649.0,9000134.0
1645,9500652.0,9000134.0
1646,9500704.0,9556332.0
1647,9500872.0,9535602.0
1648,9500877.0,9535602.0
1649,9500902.0,9535602.0
1650,9500904.0,9535602.0
1651,9500914.0,9535602.0
1652,9500916.0,9535602.0
1653,9500938.0,9539612.0
1654,9501257.0,9500931.0
1655,9501431.0,9562939.0
1656,9521760.0,9556487.0
1657,9521852.0,9556735.0
1658,9521868.0,9556487.0
1659,9521943.0,9556487.0
1660,9521989.0,9556735.0
1661,9522105.0,9556487.0
1662,9522125.0,9556735.0
1663,9522154.0,9556332.0
1664,9522258.0,9556487.0
1666,9535200.0,9538536.0
1667,9535206.0,9539612.0
1668,9535211.0,9000134.0
1670,9535226.0,9539612.0
1671,9535229.0,9539414.0
1672,9535237.0,9539047.0
1673,9535266.0,9535755.0
1674,9535267.0,9535195.0
1675,9535271.0,9539414.0
1676,9535273.0,9000134.0
1677,9535278.0,9539047.0
1678,9535280.0,9538536.0
1679,9535295.0,9535195.0
1680,9535354.0,9535755.0
1681,9535370.0,9539612.0
1682,9535382.0,9000134.0
1683,9535398.0,9539612.0
1684,9535483.0,9539414.0
1685,9535491.0,9539414.0
1686,9535498.0,9535755.0
1687,9535532.0,9535755.0
1688,9535579.0,9539047.0
1689,9535626.0,9539047.0
1690,9535640.0,9539414.0
1692,9535729.0,9535268.0
1693,9535769.0,9000134.0
1694,9535800.0,9535755.0
1695,9535836.0,9535268.0
1696,9535841.0,9535755.0
1707,9556306.0,9556312.0
1708,9556308.0,9556332.0
1709,9556345.0,9556648.0
1710,9556360.0,9556738.0
1711,9556371.0,9501218.0
1712,9556390.0,9556650.0
1713,9556397.0,9556332.0
1714,9556402.0,9563276.0
1715,9556413.0,9556332.0
1716,9556427.0,9563276.0
1717,9556439.0,9556528.0
1718,9556449.0,9556338.0
1719,9556463.0,9556692.0
1720,9556478.0,9556738.0
1721,9556479.0,9556312.0
1722,9556480.0,9562845.0
1723,9556483.0,9556455.0
1724,9556492.0,9556460.0
1725,9556512.0,9556692.0
1726,9556534.0,9556446.0
1727,9556545.0,9501218.0
1728,9556546.0,9556575.0
1729,9556558.0,9563331.0
1730,9556562.0,9563045.0
1731,9556569.0,9556554.0
1732,9556584.0,9563282.0
1733,9556586.0,9556648.0
1734,9556594.0,9556733.0
1735,9556596.0,9563276.0
1736,9556604.0,9556576.0
1737,9556608.0,9556648.0
1738,9556610.0,9563331.0
1739,9556631.0,9556733.0
1740,9556646.0,9556332.0
1741,9556649.0,9556338.0
1742,9556654.0,9556648.0
1743,9556664.0,9556455.0
1744,9556669.0,9563276.0
1745,9556684.0,9556733.0
1746,9556688.0,9556738.0
1747,9556694.0,9556554.0
1748,9556708.0,9563276.0
1749,9556713.0,9556455.0
1750,9556728.0,9563331.0
1751,9556740.0,9556312.0
1752,9556741.0,9556332.0
1753,9556754.0,9556421.0
1754,9556864.0,9556338.0
1755,9556955.0,9556338.0
1756,9557004.0,9556561.0
1757,9557101.0,9556421.0
1758,9557108.0,9556421.0
1759,9562826.0,9535378.0
1760,9562842.0,9535378.0
1761,9562851.0,9500193.0
1762,9562856.0,9535602.0
1763,9562860.0,9535602.0
1764,9562871.0,9535602.0
1765,9562897.0,9500476.0
1766,9562901.0,9535602.0
1767,9562902.0,9535602.0
1768,9562904.0,9500193.0
1769,9562908.0,9562866.0
1770,9562917.0,9500917.0
1771,9562934.0,9500193.0
1772,9562943.0,9535602.0
1773,9562945.0,9562866.0
1774,9562950.0,9535602.0
1775,9562986.0,9500931.0
1776,9563001.0,9500177.0
1777,9563019.0,9535268.0
1778,9563025.0,9562866.0
1779,9563040.0,9535662.0
1780,9563046.0,9500476.0
1781,9563049.0,9535602.0
1782,9563065.0,9500193.0
1783,9563071.0,9535602.0
1784,9563075.0,9535755.0
1785,9563101.0,9500177.0
1786,9563111.0,9500193.0
1787,9563122.0,9535662.0
1788,9563123.0,9535662.0
1789,9563126.0,9535662.0
1790,9563146.0,9535602.0
1791,9563158.0,9535602.0
1792,9563162.0,9500193.0
1793,9563167.0,9562939.0
1794,9563180.0,9500177.0
1795,9563192.0,9500779.0
1796,9563210.0,9535268.0
1797,9563216.0,9535268.0
1798,9563218.0,9535378.0
1799,9563221.0,9500931.0
1800,9563225.0,9556624.0
1801,9563239.0,9535602.0
1802,9563244.0,9535602.0
1803,9563266.0,9535755.0
1804,9563272.0,9500476.0
1805,9563280.0,9500931.0
1806,9563288.0,9562939.0
1807,9563300.0,9535602.0
1808,9563302.0,9535602.0
1809,9563307.0,9562939.0
1810,9563321.0,9562939.0
1811,9563326.0,9535602.0
1812,9563332.0,9535662.0
1813,9563334.0,9562939.0
1814,9563345.0,9562939.0
1815,9563354.0,9500476.0
1820,9500088.0,9000132.0
1824,9538683.0,9000132.0
1832,9539147.0,9000132.0
1837,9500098.0,9539414.0
1838,9500131.0,9539388.0
1839,9500137.0,9556648.0
1840,9500145.0,9556648.0
1841,9500179.0,9539414.0
1842,9500191.0,9539414.0
1843,9500212.0,9539414.0
1844,9500466.0,9556738.0
1845,9500470.0,9556738.0
1848,9500704.0,9556648.0
1849,9500872.0,9535268.0
1850,9500877.0,9535268.0
1851,9500902.0,9535268.0
1852,9500904.0,9535268.0
1853,9500914.0,9535268.0
1854,9500916.0,9535268.0
1855,9500938.0,9538536.0
1856,9501257.0,9535662.0
1857,9501431.0,9562866.0
1858,9521760.0,9556312.0
1859,9521852.0,9556487.0
1860,9521868.0,9556312.0
1861,9521943.0,9556312.0
1862,9521989.0,9556487.0
1863,9522105.0,9556312.0
1864,9522125.0,9556487.0
1865,9522154.0,9556648.0
1866,9522258.0,9556312.0
1868,9535200.0,9539388.0
1869,9535206.0,9538536.0
1872,9535226.0,9538536.0
1873,9535229.0,9539612.0
1874,9535237.0,9000134.0
1875,9535266.0,9539414.0
1876,9535267.0,9535755.0
1877,9535271.0,9539612.0
1879,9535278.0,9000134.0
1880,9535280.0,9539388.0
1881,9535295.0,9535755.0
1882,9535354.0,9539414.0
1883,9535370.0,9538536.0
1885,9535398.0,9538536.0
1886,9535483.0,9539612.0
1887,9535491.0,9539612.0
1888,9535498.0,9539414.0
1889,9535532.0,9539414.0
1890,9535579.0,9000134.0
1891,9535626.0,9000134.0
1892,9535640.0,9539612.0
1894,9535729.0,9535195.0
1896,9535800.0,9539414.0
1897,9535836.0,9535195.0
1898,9535841.0,9539414.0
1909,9556306.0,9556332.0
1910,9556308.0,9556648.0
1911,9556345.0,9556733.0
1912,9556360.0,9556528.0
1913,9556371.0,9562888.0
1914,9556390.0,9556338.0
1915,9556397.0,9556648.0
1916,9556402.0,9563273.0
1917,9556413.0,9556648.0
1918,9556427.0,9563273.0
1919,9556439.0,9556475.0
1920,9556449.0,9556312.0
1921,9556463.0,9501220.0
1922,9556478.0,9556528.0
1923,9556479.0,9556332.0
1924,9556480.0,9563045.0
1925,9556483.0,9556570.0
1926,9556492.0,9556455.0
1927,9556512.0,9501220.0
1928,9556534.0,9556650.0
1929,9556545.0,9562888.0
1930,9556546.0,9500372.0
1931,9556558.0,9501218.0
1932,9556562.0,9563331.0
1933,9556569.0,9556460.0
1934,9556584.0,9562845.0
1935,9556586.0,9556733.0
1936,9556594.0,9556738.0
1937,9556596.0,9563273.0
1938,9556604.0,9500372.0
1939,9556608.0,9556733.0
1940,9556610.0,9501218.0
1941,9556631.0,9556738.0
1942,9556646.0,9556648.0
1943,9556649.0,9556312.0
1944,9556654.0,9556733.0
1945,9556664.0,9556570.0
1946,9556669.0,9563273.0
1947,9556684.0,9556738.0
1948,9556688.0,9556528.0
1949,9556694.0,9556460.0
1950,9556708.0,9563273.0
1951,9556713.0,9556570.0
1952,9556728.0,9501218.0
1953,9556740.0,9556332.0
1954,9556741.0,9556648.0
1955,9556754.0,9556561.0
1956,9556864.0,9556312.0
1957,9556955.0,9556312.0
1958,9557004.0,9556446.0
1959,9557101.0,9556561.0
1960,9557108.0,9556561.0
1961,9562826.0,9500931.0
1962,9562842.0,9500931.0
1963,9562851.0,9535602.0
1964,9562856.0,9535268.0
1965,9562860.0,9535268.0
1966,9562871.0,9535268.0
1967,9562897.0,9562939.0
1968,9562901.0,9535268.0
1969,9562902.0,9535268.0
1970,9562904.0,9535602.0
1971,9562908.0,9500177.0
1972,9562917.0,9500476.0
1973,9562934.0,9535602.0
1974,9562943.0,9535268.0
1975,9562945.0,9500177.0
1976,9562950.0,9535268.0
1977,9562986.0,9535662.0
1978,9563001.0,9535378.0
1979,9563019.0,9535195.0
1980,9563025.0,9500177.0
1981,9563040.0,9500193.0
1982,9563046.0,9562939.0
1983,9563049.0,9535268.0
1984,9563065.0,9535602.0
1985,9563071.0,9535268.0
1986,9563075.0,9539414.0
1987,9563101.0,9535378.0
1988,9563111.0,9535602.0
1989,9563122.0,9500193.0
1990,9563123.0,9500193.0
1991,9563126.0,9500193.0
1992,9563146.0,9535268.0
1993,9563158.0,9535268.0
1994,9563162.0,9535602.0
1995,9563167.0,9562866.0
1996,9563180.0,9535378.0
1997,9563192.0,9500476.0
1998,9563210.0,9535195.0
1999,9563216.0,9535195.0
2000,9563218.0,9500931.0
2001,9563221.0,9535662.0
2002,9563225.0,9556575.0
2003,9563239.0,9535268.0
2004,9563244.0,9535268.0
2005,9563266.0,9539414.0
2006,9563272.0,9562939.0
2007,9563280.0,9535662.0
2008,9563288.0,9562866.0
2009,9563300.0,9535268.0
2010,9563302.0,9535268.0
2011,9563307.0,9562866.0
2012,9563321.0,9562866.0
2013,9563326.0,9535268.0
2014,9563332.0,9500193.0
2015,9563334.0,9562866.0
2016,9563345.0,9562866.0
2017,9563354.0,9562939.0
2039,9500098.0,9539612.0
2040,9500131.0,9539047.0
2041,9500137.0,9556733.0
2042,9500145.0,9556733.0
2043,9500179.0,9539612.0
2044,9500191.0,9539612.0
2045,9500212.0,9539612.0
2046,9500466.0,9556528.0
2047,9500470.0,9556528.0
2050,9500704.0,9556733.0
2051,9500872.0,9535195.0
2052,9500877.0,9535195.0
2053,9500902.0,9535195.0
2054,9500904.0,9535195.0
2055,9500914.0,9535195.0
2056,9500916.0,9535195.0
2057,9500938.0,9539388.0
2058,9501257.0,9500193.0
2059,9501431.0,9500177.0
2060,9521760.0,9556332.0
2061,9521852.0,9556312.0
2062,9521868.0,9556332.0
2063,9521943.0,9556332.0
2064,9521989.0,9556312.0
2065,9522105.0,9556332.0
2066,9522125.0,9556312.0
2067,9522154.0,9556733.0
2068,9522258.0,9556332.0
2070,9535200.0,9539047.0
2071,9535206.0,9539388.0
2074,9535226.0,9539388.0
2075,9535229.0,9538536.0
2077,9535266.0,9539612.0
2078,9535267.0,9539414.0
2079,9535271.0,9538536.0
2082,9535280.0,9539047.0
2083,9535295.0,9539414.0
2084,9535354.0,9539612.0
2085,9535370.0,9539388.0
2087,9535398.0,9539388.0
2088,9535483.0,9538536.0
2089,9535491.0,9538536.0
2090,9535498.0,9539612.0
2091,9535532.0,9539612.0
2094,9535640.0,9538536.0
2096,9535729.0,9535755.0
2098,9535800.0,9539612.0
2099,9535836.0,9535755.0
2100,9535841.0,9539612.0
2111,9556306.0,9556648.0
2112,9556308.0,9556733.0
2113,9556345.0,9556738.0
2114,9556360.0,9556475.0
2115,9556371.0,9500917.0
2116,9556390.0,9556312.0
2117,9556397.0,9556733.0
2118,9556402.0,9563282.0
2119,9556413.0,9556733.0
2120,9556427.0,9563282.0
2121,9556439.0,9556692.0
2122,9556449.0,9556332.0
2123,9556463.0,9556554.0
2124,9556478.0,9556475.0
2125,9556479.0,9556648.0
2126,9556480.0,9563331.0
