,SUBID,Non-irrigated arable land,Permanently irrigated land,Olive groves,Agro-forestry areas,Transitional woodland-shrub,Water bodies,Continuous urban fabric,Discontinuous urban fabric,Industrial or commercial units,Mineral extraction sites,Sport and leisure facilities,Rice fields,Vineyards,Pastures,Annual crops associated with permanent crops,Complex cultivation patterns,Land occupied by agriculture with natural vegetation,Broad-leaved forest,Coniferous forest,Mixed forest,Moors and heathland,Sclerophyllous vegetation,Sparsely vegetated areas,Dump sites,Construction sites,Fruit trees and berry plantations,Natural grasslands,Burnt areas,Airports,Road and rail networks,Inland marshes,Salt marshes,Salines,Estuaries,Sea and ocean,Bare rocks,Water courses,"Beaches, dunes, sands",Green urban areas,Port areas,Intertidal flats,Coastal lagoons
242,9563056.0,1.4000000000000001,1.7000000000000002,2.7,4.1000000000000005,7.6,,0.1,0.8,,,,,,1.7000000000000002,,2.0,1.7999999999999998,18.8,13.0,5.5,,21.2,2.1999999999999997,,,,14.499999999999998,,,,,,,,,0.6,0.1,,,,,
243,9562858.0,5.3,,0.2,38.0,18.8,,0.2,,,,,,,1.3,,,0.6,8.6,0.1,,,9.9,0.1,,,,17.0,,,,,,,,,,,,,,,
244,9535486.0,3.5000000000000004,,5.8999999999999995,19.7,17.299999999999997,,0.2,0.3,,,,,,5.3,0.3,1.6,6.7,14.099999999999998,1.0,1.0,,19.1,0.4,,,,3.5999999999999996,,,,,,,,,,0.2,,,,,
245,9556498.0,38.9,0.8,0.3,2.7,2.3,,0.8999999999999999,14.6,5.8999999999999995,0.1,1.0,,1.2,5.0,,1.7999999999999998,0.8,10.100000000000001,1.5,0.1,,4.5,,,0.7000000000000001,,3.1,,,2.6,,,,,,,,,1.3,,,
246,9556500.0,35.699999999999996,0.5,28.1,0.7000000000000001,4.5,2.0,0.4,0.4,0.0,0.1,,,3.8,0.1,,4.3,1.4000000000000001,1.0,0.8,2.6,,2.1,,,,0.1,11.3,,,0.2,,,,,,,,,,,,
247,9539149.0,4.0,22.6,1.9,1.0999999999999999,3.0,,1.2,4.3,0.8999999999999999,0.1,0.2,1.9,7.9,0.2,4.6,26.0,7.7,5.0,1.0999999999999999,4.1000000000000005,0.8999999999999999,,,,,0.2,0.4,,0.1,0.4,,,,,,,0.1,,,,,
248,9539211.0,,13.600000000000001,0.3,14.099999999999998,12.1,1.0,,1.5,,0.6,,7.000000000000001,5.7,0.6,,16.8,3.9,17.4,,3.4000000000000004,1.3,,,,,,,,,0.5,,,,,,,,,,,,
249,9535178.0,13.0,5.0,0.6,,17.9,,1.2,3.8,2.3,,,,2.3,0.7000000000000001,,27.200000000000003,7.7,0.2,4.3999999999999995,6.2,2.7,,2.0,,,2.3,,,0.3,,,,,,,,,,,,,
250,9522214.0,24.6,1.6,,,5.5,,0.1,0.3,0.1,,,,,,,,1.4000000000000001,6.2,25.1,7.8,,6.5,0.3,,,,20.3,,,,,,,,,,,,,,,
251,9563270.0,,,3.5999999999999996,,0.8999999999999999,,,1.0999999999999999,,,,,,3.3000000000000003,,4.1000000000000005,1.7000000000000002,28.499999999999996,,0.2,,32.300000000000004,6.6000000000000005,,,,17.8,,,,,,,,,,,,,,,
252,9556592.0,0.1,,,1.7999999999999998,3.5000000000000004,4.2,,1.0,,,,,,1.0,,0.2,0.6,10.7,14.899999999999999,0.0,1.9,37.0,7.3,0.1,,,14.499999999999998,,,,,,,,,1.0999999999999999,,,,,,
253,9521957.0,0.0,,,,5.2,,,,,1.0999999999999999,,,,,,,0.2,1.2,73.1,2.1999999999999997,,4.5,,,,,12.6,,,,,,,,,,,,,,,
254,9556481.0,72.8,1.0,6.5,,0.2,0.3,0.3,0.5,0.2,0.1,,,2.3,0.2,,5.1,3.4000000000000004,0.2,1.0999999999999999,0.1,,0.6,,,,0.1,4.2,,0.0,0.3,0.2,,,,,,,,,,,
255,9522095.0,55.800000000000004,1.3,0.8,,1.4000000000000001,,,,,,,,,1.0999999999999999,,,9.8,6.800000000000001,7.5,5.1,,0.4,2.5,,,,7.3999999999999995,,,,,,,,,,,,,,,
256,9562884.0,1.7999999999999998,,0.1,44.0,8.4,,,,,,,,,1.0999999999999999,,,0.2,1.2,,,,33.800000000000004,,,,,9.4,,,,,,,,,,,,,,,
257,9535629.0,0.1,,7.3999999999999995,,59.199999999999996,,,0.1,0.6,,,,,,2.4,5.3,6.9,3.5000000000000004,8.4,1.0,,3.2,,,,,,2.0,,,,,,,,,,,,,,
258,9563310.0,10.5,,,0.8,21.099999999999998,,,,,,,,,31.5,,,,2.5,,,,5.3,,,,,28.199999999999996,,,,,,,,,,,,,,,
259,9556436.0,43.0,2.6,,,4.2,,,,,,,,,,,0.2,2.0,21.4,,8.200000000000001,,4.6,0.0,,,0.2,13.600000000000001,,,,,,,,,,,,,,,
260,9535508.0,1.2,0.8,1.2,,23.3,0.3,,2.3,0.6,,,,0.4,0.3,10.5,16.6,6.800000000000001,22.7,0.3,11.600000000000001,,,,,,,,0.8999999999999999,,0.1,,,,,,,,,,,,
261,9562818.0,5.2,0.6,,46.300000000000004,1.0999999999999999,,,,,,,,,,,,3.0,0.8,,,,2.4,,,,,39.5,,,1.2,,,,,,,,,,,,
262,9556342.0,56.10000000000001,1.5,2.1999999999999997,,0.8999999999999999,,0.5,3.8,0.6,0.0,0.1,,9.0,0.6,,14.799999999999999,4.3999999999999995,0.6,0.1,,,1.4000000000000001,,0.1,,,2.9000000000000004,,0.0,0.3,,,,,,,,,,,,
263,9500197.0,2.8000000000000003,,2.8000000000000003,18.3,28.599999999999998,,,0.1,,,,,,9.9,0.2,1.4000000000000001,2.0,13.200000000000001,0.2,,,15.4,,,,,4.8,,,,,,,,,,0.1,,,,,
264,9563069.0,,,,41.3,18.2,,,,,,,,,,,,,8.4,,,,17.0,,,,,14.2,,,,,,,,,,0.8999999999999999,,,,,
265,9556717.0,36.3,1.6,25.900000000000002,,0.2,0.2,1.0,0.3,0.1,0.1,,,3.8,,,7.8,1.5,0.2,0.4,,,0.4,,0.2,,0.1,19.8,,,,,,,,,,,,,,,
266,9535855.0,6.3,2.8000000000000003,8.5,19.6,25.8,0.0,,0.7000000000000001,0.0,,0.1,,0.1,5.0,0.0,7.3,6.1,9.0,0.1,0.1,,7.3,,,,,0.8,,0.1,,,,,,,,0.1,,,,,
267,9500579.0,,,,,4.7,42.9,,3.0,,,,,3.8,1.0999999999999999,,,,0.8,3.9,12.6,,5.5,,,,,21.7,,,,,,,,,,,,,,,
268,9500202.0,,,0.6,0.2,6.2,1.3,0.2,4.3,0.1,0.2,,,7.8,2.3,0.3,3.6999999999999997,3.9,10.2,15.8,19.1,,10.8,0.3,0.3,,,12.3,0.1,,,,,,,,,,,,,,
269,9535593.0,,0.4,5.5,,73.6,,,2.0,,,,,,,4.3999999999999995,,3.8,3.4000000000000004,,3.3000000000000003,3.2,,,,,,,,,,,,,,,,0.3,,,,,
270,9563339.0,1.4000000000000001,,0.4,11.0,11.4,,,,,,,,,0.5,,,1.9,24.5,7.3,0.8999999999999999,,27.200000000000003,,,,,13.5,,,,,,,,,,,,,,,
271,9522096.0,8.0,,,,6.7,,,,,,,,,,,,0.2,1.7999999999999998,65.8,0.5,,5.3,0.2,,,,11.5,,,,,,,,,,,,,,,
272,9563148.0,5.3,0.7000000000000001,1.3,39.5,11.3,0.1,,0.2,,,,,,0.8,,,0.3,7.3,0.1,,,8.799999999999999,1.2,,,0.1,22.8,,,,,,,,,,,,,,,
273,9556687.0,14.299999999999999,4.2,,,1.5,0.1,0.5,12.5,7.199999999999999,0.5,2.1,,,15.6,,0.8999999999999999,1.0,0.7000000000000001,2.3,,,6.9,3.2,3.0,8.5,,9.1,,,4.7,,,,,,,,,1.0999999999999999,,,
274,9535478.0,0.3,,7.3999999999999995,,44.0,1.3,,0.3,0.1,,,,,,1.3,7.199999999999999,17.0,3.8,11.200000000000001,1.7999999999999998,3.6999999999999997,0.2,,,,,,0.1,,,,,,,,,0.0,,,,,
275,9563264.0,4.2,,0.8,28.199999999999996,23.799999999999997,,0.3,,,,,,,8.200000000000001,,1.0999999999999999,,12.5,,,,1.7000000000000002,,,,,19.3,,,,,,,,,,,,,,,
276,9556369.0,43.9,12.7,12.2,,3.8,,,,,,,,0.5,,,9.8,2.1,,3.5999999999999996,,,8.6,,,,,2.9000000000000004,,,,,,,,,,,,,,,
277,9556379.0,48.6,3.5000000000000004,2.8000000000000003,,2.8000000000000003,,,0.1,,,,,,,0.6,3.2,4.3999999999999995,9.2,4.0,1.7000000000000002,,7.8,1.0,,,,10.4,,,,,,,,,,,,,,,
278,9556667.0,37.1,12.9,,,1.9,,0.4,0.5,,,,,0.4,,,1.0,3.5999999999999996,14.099999999999998,,7.6,,12.3,0.1,,,,8.1,,,,,,,,,,,,,,,
279,9535530.0,5.4,0.1,1.0,,50.1,,,1.0,,,,,,,3.5999999999999996,2.8000000000000003,5.2,0.8999999999999999,12.7,0.8,12.1,,,,,2.7,,1.5,,,,,,,,0.2,,,,,,
280,9556426.0,53.2,3.9,2.6,,0.2,,0.4,1.4000000000000001,0.3,0.1,,,13.0,0.1,,10.299999999999999,8.1,0.2,0.3,,,1.9,,,,0.2,3.2,,,0.6,,,,,,,,,,,,
281,9535272.0,0.3,0.1,0.4,,51.7,0.4,,0.2,0.2,0.3,,,,,0.8,1.5,2.1999999999999997,1.6,27.900000000000002,2.0,8.3,,,,,,,1.7999999999999998,,,,,,,,,,,,,,
282,9563149.0,4.1000000000000005,2.3,1.6,6.2,6.6000000000000005,4.6,,0.3,,,,,,5.6000000000000005,,3.0,1.7000000000000002,17.1,4.6,10.9,,13.100000000000001,5.1,,,,11.5,,,,,,,,,1.9,,,,,,
283,9556706.0,38.7,2.8000000000000003,4.1000000000000005,3.5999999999999996,6.1,,0.2,2.0,0.0,,0.1,,0.6,0.8,,1.6,4.0,24.7,0.2,0.3,,5.1,0.5,,,,4.3,,,0.1,,,,,,,,,0.1,,,
284,9556372.0,45.4,0.7000000000000001,0.5,1.3,2.0,,0.3,5.6000000000000005,0.2,0.2,0.1,,0.2,2.8000000000000003,,1.0,1.3,8.6,0.3,0.3,,14.000000000000002,2.0,0.1,,,13.200000000000001,,,,,,,,,0.0,,,,,,
285,9556660.0,55.00000000000001,,4.3,,1.9,,,,,,,,,0.2,,7.7,8.799999999999999,5.3,2.3,7.3999999999999995,,2.4,1.6,,,,3.1,,,,,,,,,,,,,,,
286,9556539.0,28.4,11.899999999999999,,,6.0,,,0.5,,,,,0.2,,,0.1,4.8,13.8,6.9,3.3000000000000003,,14.499999999999998,0.7000000000000001,,,,8.7,,,,,,,,,,,,,,,
287,9501415.0,0.6,0.1,14.099999999999998,2.8000000000000003,5.4,36.1,,,,,,,,,,0.1,0.1,2.1999999999999997,11.899999999999999,0.4,,14.6,0.1,,,,5.800000000000001,,,,,,,,,,5.8999999999999995,,,,,
288,9563179.0,2.7,,0.0,27.400000000000002,7.8,,,,0.3,,,,,,,,,5.4,1.4000000000000001,,,12.4,0.4,,,,40.400000000000006,1.7999999999999998,,,,,,,,,,,,,,
289,9556590.0,30.8,3.9,17.2,1.0999999999999999,4.5,,0.5,2.7,0.1,0.8,,,5.4,0.3,,3.3000000000000003,3.9,9.4,0.8999999999999999,0.5,,11.799999999999999,0.1,0.1,,0.0,2.3,,,0.2,,,,,,,,,,,,
290,9500198.0,,,,,4.1000000000000005,12.1,,3.5999999999999996,,,,,,,,,,,43.3,22.900000000000002,,14.099999999999998,,,,,,,,,,,,,,,,,,,,
291,9563000.0,0.2,10.299999999999999,,5.3,3.4000000000000004,,,,,0.1,0.3,,0.5,0.7000000000000001,,8.200000000000001,4.3,14.099999999999998,3.6999999999999997,0.1,2.6,25.6,8.3,,,1.0,5.5,,,,,,,,,5.7,,,,,,
292,9562867.0,1.3,,,50.4,2.3,0.2,0.1,,,,,,,,,,0.5,2.0,,,,15.1,,,,,27.400000000000002,0.6,,,,,,,,,,,,,,
293,9556683.0,,,0.8999999999999999,2.9000000000000004,8.3,,,3.2,1.0999999999999999,,,,0.6,2.7,,0.1,,18.7,10.299999999999999,19.5,,29.799999999999997,,,,,2.1,,,,,,,,,,,,,,,
294,9556307.0,40.1,0.2,,,6.6000000000000005,,,1.0,,,,,,,,0.6,3.3000000000000003,6.0,0.7000000000000001,1.6,,11.1,2.3,,,,26.5,,,,,,,,,,,,,,,
295,9556544.0,2.4,,0.6,4.2,7.1,0.7000000000000001,,2.1,,0.4,1.9,,2.7,1.0999999999999999,,0.2,2.1999999999999997,33.2,4.3,16.3,,15.1,,,,,5.3,,,,,,,,,,,,,,,
296,9522092.0,2.1999999999999997,,,,11.4,,,0.1,,,,,,,,,0.8,3.0,62.8,1.0999999999999999,,4.3999999999999995,0.1,,,,14.099999999999998,,,,,,,,,,,,,,,
297,9501270.0,,,4.0,61.3,1.6,8.4,,,,,,,,,,,,12.1,,,,6.0,,,,,4.3999999999999995,,,,,,,,,,2.3,,,,,
298,9562835.0,3.0,1.7000000000000002,32.0,27.3,1.0,1.0,0.8,,,,,,,1.2,,,4.0,7.6,,0.2,,6.800000000000001,,,,,13.3,,,,,,,,,,0.2,,,,,
299,9556657.0,68.10000000000001,4.0,,1.7999999999999998,2.4,,0.4,7.1,1.5,0.5,2.4,,,1.0,,0.1,,3.9,,,,3.3000000000000003,,,,,3.5000000000000004,,,,,,,,,,,,,,,
300,9500119.0,,,,,16.2,23.1,,,,,,,,,0.3,1.6,,7.7,43.0,1.5,,,,,,,,6.6000000000000005,,,,,,,,,,,,,,
301,9562898.0,,22.7,4.1000000000000005,10.0,2.5,0.2,0.5,,0.4,,,,,0.8999999999999999,,4.8,0.8999999999999999,17.599999999999998,3.3000000000000003,0.6,3.3000000000000003,18.6,4.9,,,0.1,3.8,,,,,,,,,0.4,0.5,,,,,
302,9001250.0,,,,,10.299999999999999,0.8999999999999999,,1.2,,,,,,,5.5,1.6,6.3,1.0,8.7,1.9,3.3000000000000003,,,,,,,59.3,,,,,,,,,,,,,,
303,9556520.0,17.5,2.1999999999999997,,6.0,0.7000000000000001,,1.7000000000000002,14.899999999999999,9.700000000000001,0.1,1.5,,,5.5,,0.4,1.0,6.5,0.8999999999999999,0.1,,2.9000000000000004,,0.6,4.3999999999999995,,8.5,,9.1,3.4000000000000004,,,,,,,,,2.6,,,
304,9556542.0,14.399999999999999,13.100000000000001,24.3,,3.9,,0.6,0.7000000000000001,,0.3,,,1.5,0.8999999999999999,,6.2,2.8000000000000003,2.3,1.5,,,24.9,,0.8,,,1.7000000000000002,,,,0.2,,,,,,,,,,,
305,9556703.0,12.7,0.5,1.9,6.0,5.7,,0.1,2.8000000000000003,0.0,,0.1,,10.2,1.4000000000000001,,17.0,5.7,20.200000000000003,0.1,3.5000000000000004,,4.5,,,,,7.5,,,,,,,,,,,,,,,
306,9563090.0,0.3,49.4,5.6000000000000005,6.6000000000000005,2.9000000000000004,0.3,0.5,,,1.0,,0.8,,0.2,,0.4,1.3,2.1,,,,16.0,,,,0.3,12.0,,,0.4,,,,,,,,,,,,
307,9556343.0,6.6000000000000005,,,,5.5,,,,,,,,,,,,0.8,2.0,65.9,0.5,,4.1000000000000005,,,,,14.6,,,,,,,,,,,,,,,
308,9556358.0,47.099999999999994,17.5,0.2,,2.8000000000000003,,0.5,0.2,,,,,,,,2.1999999999999997,6.9,5.2,,1.4000000000000001,,8.200000000000001,1.2,,,,5.7,,,,,,,,,0.8999999999999999,,,,,,
309,9001249.0,0.4,,0.0,,21.4,2.4,,1.2,0.2,,,,0.5,,8.6,6.3,7.000000000000001,9.2,0.0,14.799999999999999,,,,,,,,27.900000000000002,,,,,,,,,,,,,,
310,9556691.0,54.7,9.5,0.5,2.9000000000000004,1.0,,0.7000000000000001,3.0,3.5000000000000004,,0.2,,,2.0,0.1,1.0,3.3000000000000003,6.2,2.1,0.7000000000000001,,3.6999999999999997,,,,,4.2,,0.1,0.3,0.0,,,,,,,,0.1,,,
311,9556567.0,19.1,0.1,0.6,6.2,4.3,,0.5,2.7,,,0.2,,2.9000000000000004,0.8,,4.9,13.0,13.5,3.9,7.7,,7.9,1.0999999999999999,0.2,,,10.6,,,,,,,,,,,,,,,
312,9556537.0,11.1,1.2,0.2,,3.1,,0.2,0.3,0.1,,,,,0.3,,1.0,2.5,18.9,34.300000000000004,6.2,,8.4,0.1,,,,12.1,,,,,,,,,,,,,,,
313,9500132.0,25.900000000000002,,0.3,,0.8,40.2,,,,,,,,,,2.3,3.0,2.5,12.0,5.800000000000001,,1.2,0.2,,,,4.9,,,,,,,,,,,0.8999999999999999,,,,
314,9563024.0,,36.4,,6.0,1.2,,0.7000000000000001,,0.8999999999999999,,,,,,,0.5,1.0,3.8,22.1,,,20.7,0.6,,,,3.5000000000000004,,,,,,,,,,2.5,,,,,
315,9556573.0,48.6,,5.3,,1.6,2.1999999999999997,0.2,1.0,,,,,,,,5.7,2.6,4.2,2.1,1.6,,11.1,0.2,,,,13.600000000000001,,,,,,,,,,,,,,,
316,9563314.0,,73.7,,,,,,,3.1,4.1000000000000005,,,,,,,,,,,,,,,,0.5,13.4,,,5.2,,,,,,,,,,,,
317,9556362.0,41.6,8.5,0.8,0.7000000000000001,0.6,,2.6,8.200000000000001,7.3999999999999995,,0.4,,,4.8,,1.6,0.3,4.3,2.9000000000000004,,,7.1,,0.8,0.3,,5.5,,,0.8,,,,,,,,,0.6,,,
318,9563207.0,4.1000000000000005,15.5,1.6,44.6,4.3999999999999995,,0.8,0.2,1.3,,,,,0.6,,0.7000000000000001,1.0999999999999999,2.9000000000000004,1.4000000000000001,,,5.4,,0.0,,2.5,11.4,0.2,,0.7000000000000001,,,,,,,0.7000000000000001,,,,,
319,9563290.0,2.3,30.099999999999998,0.5,25.3,4.5,,0.4,0.3,0.1,0.2,,0.1,,0.5,,1.9,0.2,3.4000000000000004,0.3,0.3,,5.800000000000001,0.1,,,0.8999999999999999,21.8,,,0.5,,,,,,,0.5,,,,,
320,9556624.0,19.7,2.4,2.7,8.1,9.3,,,2.1999999999999997,,,,,1.0999999999999999,0.1,,6.7,8.9,17.4,0.4,4.1000000000000005,,6.3,,,,,10.6,,,,,,,,,,,,,,,
321,9500640.0,,,2.0,,27.400000000000002,28.599999999999998,,,,,,,,,3.2,2.5,6.7,13.0,12.3,4.3,,,,,,,,,,,,,,,,,,,,,,
322,9556715.0,51.5,6.2,0.2,,0.2,,1.6,9.0,9.700000000000001,,0.6,,,4.5,,2.0,0.4,1.0999999999999999,0.0,,,2.4,,,0.5,,3.5000000000000004,,3.9,2.1999999999999997,,,,,,,,,0.5,,,
323,9556575.0,17.599999999999998,4.0,1.0999999999999999,7.3,3.8,1.6,,5.2,0.5,,0.3,,0.2,2.4,,6.3,11.700000000000001,22.2,1.5,1.2,,2.1,,,,0.1,10.8,,,,,,,,,,0.0,,,,,
324,9563291.0,5.2,27.6,1.0999999999999999,31.0,2.6,0.2,0.3,0.4,0.3,,0.3,,,1.0999999999999999,,0.7000000000000001,1.7000000000000002,1.0,,,,8.6,0.0,,0.2,,16.3,,,0.6,,,,,,,0.6,,,,,
325,9562915.0,2.0,6.2,0.6,59.9,4.0,1.0,0.2,0.1,0.1,,,,,0.3,,,3.5000000000000004,1.6,0.2,,,8.200000000000001,0.6,,,0.4,10.4,,,0.5,,,,,,,0.2,,,,,
326,9500779.0,1.7999999999999998,,,10.9,12.1,20.8,,,4.2,,,,,,,3.6999999999999997,,13.5,,0.5,,21.2,1.0999999999999999,,,,8.5,,,,,,,,,,1.7000000000000002,,,,,
327,9556421.0,38.0,10.2,,,,,5.800000000000001,13.100000000000001,,,,,,14.6,,5.800000000000001,,5.1,,,,,,,,,5.800000000000001,,,,,,,,,,,,1.5,,,
328,9556561.0,18.3,9.5,12.6,,3.1,0.4,1.6,4.6,6.1,1.2,0.2,,2.9000000000000004,3.0,,6.1,2.9000000000000004,4.3999999999999995,4.2,0.6,,11.200000000000001,0.5,0.4,0.8,0.1,2.7,,,2.1999999999999997,0.4,,,,,,,,0.1,,,
329,9500463.0,0.3,,5.4,,1.2,39.0,,0.1,,,,,,,,1.2,,11.5,6.5,16.6,,6.0,,,,,12.3,,,,,,,,,,,,,,,
330,9556465.0,44.9,3.2,6.1,0.5,3.2,0.6,0.1,2.1,0.1,,,,,,,3.5000000000000004,3.9,2.1,8.1,7.6,,4.1000000000000005,1.9,,,,7.199999999999999,0.4,,,0.1,,,,,,0.2,,,,,
331,9556501.0,48.0,4.7,7.000000000000001,1.3,3.8,,,2.4,0.1,0.5,,,0.0,,,2.8000000000000003,2.3,4.1000000000000005,1.7000000000000002,0.8,,7.9,2.5,,,0.7000000000000001,9.2,0.2,,,,,,,,,,,,,,
332,9556735.0,43.9,7.9,6.7,0.7000000000000001,3.5999999999999996,,0.3,1.5,0.6,0.1,,,1.0,0.2,,4.8,3.8,1.7000000000000002,3.6999999999999997,0.0,,12.9,0.3,,,,6.4,,,,,,,,,,,,,,,
333,9556446.0,21.6,18.7,5.4,,2.6,2.1,1.2,1.3,2.1,3.0,0.2,,0.5,4.2,,1.5,0.5,12.0,3.2,,,13.100000000000001,1.3,1.0,,,4.6,,,,,,,,,,,,,,,
334,9556487.0,33.6,8.0,8.799999999999999,0.1,1.7999999999999998,,1.0999999999999999,2.1999999999999997,0.6,0.7000000000000001,0.2,,2.3,,,8.799999999999999,3.3000000000000003,1.2,1.7000000000000002,0.2,,17.5,0.6,,,,6.6000000000000005,,,0.5,,,,,,,,,0.5,,,
335,9556650.0,26.900000000000002,17.299999999999997,5.1,0.5,0.1,,1.9,5.6000000000000005,7.199999999999999,3.1,0.0,,0.8,5.4,,1.2,0.8999999999999999,1.7000000000000002,0.8999999999999999,,,15.1,,0.7000000000000001,0.2,,3.4000000000000004,,,1.5,0.0,,,,,,0.2,,0.2,,,
336,9556338.0,28.7,13.8,2.5,,,,,1.9,6.1,8.799999999999999,2.5,,,3.3000000000000003,,,,,,,,16.3,,,,,9.6,,,1.9,2.1,,,,,,2.5,,,,,
337,9556312.0,37.8,12.7,7.199999999999999,1.4000000000000001,3.4000000000000004,,0.8,1.6,2.1,1.3,0.0,,1.6,0.8999999999999999,,3.8,2.3,1.0,2.3,0.4,,7.9,0.1,0.1,,,8.4,,0.0,1.7000000000000002,0.1,,,,,,0.8999999999999999,,0.1,,,
338,9556332.0,34.4,52.6,9.700000000000001,,0.3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.9,,,,,
339,9556648.0,38.9,35.5,1.0999999999999999,,1.0999999999999999,,0.8,,2.5,,,,,0.4,,,,,,,,6.4,,0.1,,0.0,8.7,,,2.3,,,,,,,2.3,,,,,
340,9556733.0,26.3,41.6,,,,,,,,8.200000000000001,,,,1.6,,,5.2,,,,,,,11.5,,,0.8,,,1.0999999999999999,,,,,,,3.5999999999999996,,,,,
341,9556738.0,39.5,8.6,11.799999999999999,0.5,3.9,,1.6,5.3,2.0,0.8999999999999999,0.1,,0.1,1.0999999999999999,,0.8,3.5000000000000004,3.0,0.7000000000000001,,,1.7000000000000002,,0.2,,0.1,12.4,,,0.8,,,,,,,1.0,,0.4,,,
342,9556528.0,27.500000000000004,24.7,,,,,,,,1.7000000000000002,,,12.4,,,0.8999999999999999,,8.200000000000001,,,,,,,,,22.0,,,,,,,,,,2.7,,,,,
343,9556475.0,17.299999999999997,19.6,0.4,6.1,3.9,,,,1.4000000000000001,1.2,,,0.2,5.7,,,,16.8,,,,3.2,3.8,,,,15.1,,,,,,,,,,5.3,,,,,
344,9556692.0,37.9,6.800000000000001,19.5,0.0,2.8000000000000003,0.4,1.0999999999999999,1.3,0.3,,,,,0.4,,0.7000000000000001,3.4000000000000004,8.799999999999999,,3.4000000000000004,,0.2,,0.3,,0.1,11.600000000000001,,,,,,,,,,1.0999999999999999,,,,,
345,9501220.0,11.200000000000001,10.100000000000001,,,2.6,39.2,,,,,,,,,,,1.9,1.4000000000000001,,,,3.0,,,,13.4,13.4,,,,2.0,,,,,,1.7000000000000002,,,,,
346,9556554.0,53.2,9.1,6.5,0.3,3.3000000000000003,0.3,0.7000000000000001,,,0.8,,,0.4,,,4.9,4.3,4.1000000000000005,0.3,6.3,,1.2,,,,,3.3000000000000003,,,,,,,,,,1.0,,,,,
347,9556460.0,19.2,20.9,31.5,0.4,0.3,,3.1,5.3,1.2,4.3999999999999995,,,,,,3.2,2.3,1.0999999999999999,,,,,,,,1.3,1.4000000000000001,,,,,,,,,,4.5,,,,,
348,9556455.0,50.9,12.7,10.9,0.8,4.3,0.2,0.8,0.4,0.1,0.2,,,0.3,,,3.2,1.7000000000000002,4.5,,,,0.8,,,,0.7000000000000001,6.5,,,,,,,,,,0.8,,,,,
349,9556570.0,19.2,23.9,24.3,9.8,1.2,,1.0,,0.3,,,,1.0999999999999999,,,6.800000000000001,5.1,3.0,,,,,,,,,2.7,,,,,,,,,,1.7999999999999998,,,,,
350,9556576.0,22.7,19.2,14.000000000000002,4.1000000000000005,2.1999999999999997,0.1,0.6,0.2,0.5,0.5,,,4.3999999999999995,0.5,,17.1,6.7,2.3,,,,3.1,,,,0.0,0.3,,,,,,,,,,1.4000000000000001,,,,,
351,9500372.0,13.8,31.0,,,8.7,,,,1.9,,,,,,,9.2,1.0,2.0,,,,6.1,,,,,13.600000000000001,,,,,,,,,,11.4,,1.4000000000000001,,,
352,9563276.0,29.599999999999998,8.0,,1.6,4.7,,0.3,4.1000000000000005,2.8000000000000003,,2.6,,,0.8,,0.4,8.799999999999999,5.5,6.5,1.9,,6.5,,,,,14.299999999999999,,,,,,,,,,1.0999999999999999,,0.7000000000000001,,,
353,9563273.0,24.8,22.400000000000002,1.0999999999999999,2.5,6.800000000000001,1.3,0.6,0.6,1.6,0.4,,,,2.0,0.3,2.1999999999999997,9.9,8.4,0.3,1.7000000000000002,,3.3000000000000003,,,,,8.7,0.1,,,,,,,,,0.8,,,,,
354,9563282.0,40.300000000000004,20.5,3.1,2.8000000000000003,4.0,3.8,0.6,0.8,,,,,,3.5000000000000004,,4.5,4.9,7.5,,,,0.2,,,,0.3,3.1,,,,,,,,,,,,,,,
355,9562845.0,41.699999999999996,17.9,4.3,0.8,2.7,1.5,,0.6,,,,,,0.8,,1.5,6.0,15.8,0.3,,,0.4,,,,,5.4,,,,,,,,,,0.3,,,,,
356,9563045.0,24.6,3.5999999999999996,1.5,18.2,8.3,,0.5,0.4,,0.2,,,,0.2,,3.5999999999999996,8.9,8.6,0.2,0.4,,5.2,0.1,,,,14.799999999999999,,,,,,,,,,0.8,,,,,
357,9563331.0,24.7,0.8999999999999999,2.0,19.2,7.000000000000001,9.4,0.1,0.2,,,0.1,,,,,3.2,1.0999999999999999,12.9,,,,4.6,,,,,14.2,,,,,,,,,,0.6,,,,,
358,9501218.0,2.6,,1.3,10.9,7.5,55.400000000000006,,,,,1.9,,,,,0.1,0.1,3.0,,,,10.7,,,,,6.1,,,,,,,,,,0.5,,,,,
359,9562888.0,1.6,,,17.5,10.7,11.4,,,,,,,,,,0.4,2.8000000000000003,14.7,,,,26.200000000000003,2.1,,,,12.4,,,,,,,,,,0.3,,,,,
360,9500917.0,2.1,10.4,0.5,17.5,11.1,2.7,0.1,0.5,0.6,,,,,1.2,,1.5,0.5,16.1,2.0,0.3,,18.7,2.9000000000000004,,,0.3,10.100000000000001,,,0.3,,,,,,,0.2,,,,,
361,9500476.0,,0.7000000000000001,0.4,15.7,10.100000000000001,22.6,,,,,,,0.1,5.7,,,,10.8,,0.0,,18.0,0.1,,,,9.0,,,0.1,,,,,,,6.800000000000001,,,,,
362,9562939.0,,,,,,,6.0,4.6,,,,,,,,,31.1,0.3,,,,4.6,,,,,51.300000000000004,,,,,,,,,,2.0,,,,,
