,SUBID_A,SUBID_B
1354,9556596,9535378
1355,9556604,9535378
1356,9556608,9535378
1357,9556610,9535378
1358,9556631,9535378
1359,9556646,9535378
1360,9556649,9535378
1361,9556654,9535378
1362,9556664,9535378
1363,9556669,9535378
1364,9556684,9535378
1365,9556688,9535378
1366,9556694,9535378
1367,9556708,9535378
1368,9556713,9535378
1369,9556728,9535378
1370,9556740,9535378
1371,9556741,9535378
1372,9556754,9535378
1373,9556864,9535378
1374,9556955,9535378
1375,9557004,9535378
1376,9557101,9535378
1377,9557108,9535378
1378,9562826,9535378
1379,9562842,9535378
1380,9562851,9535378
1381,9562856,9535378
1382,9562860,9535378
1383,9562871,9535378
1384,9562897,9535378
1385,9562901,9535378
1386,9562902,9535378
1387,9562904,9535378
1388,9562908,9535378
1389,9562917,9535378
1390,9562934,9535378
1391,9562943,9535378
1392,9562945,9535378
1393,9562950,9535378
1394,9562986,9535378
1395,9563001,9535378
1396,9563019,9535378
1397,9563025,9535378
1398,9563040,9535378
1399,9563046,9535378
1400,9563049,9535378
1401,9563065,9535378
1402,9563071,9535378
1403,9563075,9535378
1404,9563101,9535378
1405,9563111,9535378
1406,9563122,9535378
1407,9563123,9535378
1408,9563126,9535378
1409,9563146,9535378
1410,9563158,9535378
1411,9563162,9535378
1412,9563167,9535378
1413,9563180,9535378
1414,9563192,9535378
1415,9563210,9535378
1416,9563216,9535378
1417,9563218,9535378
1418,9563221,9535378
1419,9563225,9535378
1420,9563239,9535378
1421,9563244,9535378
1422,9563266,9535378
1423,9563272,9535378
1424,9563280,9535378
1425,9563288,9535378
1426,9563300,9535378
1427,9563302,9535378
1428,9563307,9535378
1429,9563321,9535378
1430,9563326,9535378
1431,9563332,9535378
1432,9563334,9535378
1433,9563345,9535378
1434,9563354,9535378
1435,9535226,9535478
1436,9535271,9535478
1437,9535483,9535478
1438,9535491,9535478
1439,9535267,9535486
1440,9535295,9535486
1441,9535626,9535508
1442,9535769,9535508
1443,9500098,9535530
1444,9535229,9535530
1445,9535266,9535530
1446,9535640,9535530
1447,9535626,9535593
1448,9535678,9535593
1449,9535769,9535593
1450,9500137,9535602
1451,9500145,9535602
1452,9500179,9535602
1453,9500191,9535602
1454,9500212,9535602
1455,9500466,9535602
1456,9500470,9535602
1457,9500704,9535602
1458,9500872,9535602
1459,9500877,9535602
1460,9500902,9535602
1461,9500904,9535602
1462,9500914,9535602
1463,9500916,9535602
1464,9500938,9535602
1465,9501257,9535602
1466,9501431,9535602
1467,9521760,9535602
1468,9521852,9535602
1469,9521868,9535602
1470,9521943,9535602
1471,9521989,9535602
1472,9522105,9535602
1473,9522125,9535602
1474,9522154,9535602
1475,9522258,9535602
1476,9535206,9535602
1477,9535226,9535602
1478,9535237,9535602
1479,9535267,9535602
1480,9535271,9535602
1481,9535295,9535602
1482,9535354,9535602
1483,9535370,9535602
1484,9535398,9535602
1485,9535483,9535602
1486,9535491,9535602
1487,9535498,9535602
1488,9535532,9535602
1489,9535729,9535602
1490,9535800,9535602
1491,9535836,9535602
1492,9535841,9535602
1493,9556306,9535602
1494,9556308,9535602
1495,9556345,9535602
1496,9556360,9535602
1497,9556371,9535602
1498,9556390,9535602
1499,9556397,9535602
1500,9556402,9535602
1501,9556413,9535602
1502,9556427,9535602
1503,9556439,9535602
1504,9556449,9535602
1505,9556463,9535602
1506,9556478,9535602
1507,9556479,9535602
1508,9556480,9535602
1509,9556483,9535602
1510,9556492,9535602
1511,9556512,9535602
1512,9556534,9535602
1513,9556545,9535602
1514,9556546,9535602
1515,9556558,9535602
1516,9556562,9535602
1517,9556569,9535602
1518,9556584,9535602
1519,9556586,9535602
1520,9556594,9535602
1521,9556596,9535602
1522,9556604,9535602
1523,9556608,9535602
1524,9556610,9535602
1525,9556631,9535602
1526,9556646,9535602
1527,9556649,9535602
1528,9556654,9535602
1529,9556664,9535602
1530,9556669,9535602
1531,9556684,9535602
1532,9556688,9535602
1533,9556694,9535602
1534,9556708,9535602
1535,9556713,9535602
1536,9556728,9535602
1537,9556740,9535602
1538,9556741,9535602
1539,9556754,9535602
1540,9556864,9535602
1541,9556955,9535602
1542,9557004,9535602
1543,9557101,9535602
1544,9557108,9535602
1545,9562826,9535602
1546,9562842,9535602
1547,9562851,9535602
1548,9562856,9535602
1549,9562860,9535602
1550,9562871,9535602
1551,9562897,9535602
1552,9562901,9535602
1553,9562902,9535602
1554,9562904,9535602
1555,9562908,9535602
1556,9562917,9535602
1557,9562934,9535602
1558,9562943,9535602
1559,9562945,9535602
1560,9562950,9535602
1561,9562986,9535602
1562,9563001,9535602
1563,9563019,9535602
1564,9563025,9535602
1565,9563040,9535602
1566,9563046,9535602
1567,9563049,9535602
1568,9563065,9535602
1569,9563071,9535602
1570,9563075,9535602
1571,9563101,9535602
1572,9563111,9535602
1573,9563122,9535602
1574,9563123,9535602
1575,9563126,9535602
1576,9563146,9535602
1577,9563158,9535602
1578,9563162,9535602
1579,9563167,9535602
1580,9563180,9535602
1581,9563192,9535602
1582,9563210,9535602
1583,9563216,9535602
1584,9563218,9535602
1585,9563221,9535602
1586,9563225,9535602
1587,9563239,9535602
1588,9563244,9535602
1589,9563266,9535602
1590,9563272,9535602
1591,9563280,9535602
1592,9563288,9535602
1593,9563300,9535602
1594,9563302,9535602
1595,9563307,9535602
1596,9563321,9535602
1597,9563326,9535602
1598,9563332,9535602
1599,9563334,9535602
1600,9563345,9535602
1601,9563354,9535602
1602,9535271,9535629
1603,9535483,9535629
1604,9535491,9535629
1605,9535626,9535638
1606,9500137,9535662
1607,9500145,9535662
1608,9500179,9535662
1609,9500191,9535662
1610,9500212,9535662
1611,9500466,9535662
1612,9500470,9535662
1613,9500704,9535662
1614,9500872,9535662
1615,9500877,9535662
1616,9500902,9535662
1617,9500904,9535662
1618,9500914,9535662
1619,9500916,9535662
1620,9500938,9535662
1621,9501257,9535662
1622,9501431,9535662
1623,9521760,9535662
1624,9521852,9535662
1625,9521868,9535662
1626,9521943,9535662
1627,9521989,9535662
1628,9522105,9535662
1629,9522125,9535662
1630,9522154,9535662
1631,9522258,9535662
1632,9535206,9535662
1633,9535226,9535662
1634,9535267,9535662
1635,9535271,9535662
1636,9535295,9535662
1637,9535354,9535662
1638,9535370,9535662
1639,9535398,9535662
1640,9535483,9535662
1641,9535491,9535662
1642,9535498,9535662
1643,9535532,9535662
1644,9535729,9535662
1645,9535800,9535662
1646,9535836,9535662
1647,9535841,9535662
1648,9556306,9535662
1649,9556308,9535662
1650,9556345,9535662
1651,9556360,9535662
1652,9556371,9535662
1653,9556390,9535662
1654,9556397,9535662
1655,9556402,9535662
1656,9556413,9535662
1657,9556427,9535662
1658,9556439,9535662
1659,9556449,9535662
1660,9556463,9535662
1661,9556478,9535662
1662,9556479,9535662
1663,9556480,9535662
1664,9556483,9535662
1665,9556492,9535662
1666,9556512,9535662
1667,9556534,9535662
1668,9556545,9535662
1669,9556546,9535662
1670,9556558,9535662
1671,9556562,9535662
1672,9556569,9535662
1673,9556584,9535662
1674,9556586,9535662
1675,9556594,9535662
1676,9556596,9535662
1677,9556604,9535662
1678,9556608,9535662
1679,9556610,9535662
1680,9556631,9535662
1681,9556646,9535662
1682,9556649,9535662
1683,9556654,9535662
1684,9556664,9535662
1685,9556669,9535662
1686,9556684,9535662
1687,9556688,9535662
1688,9556694,9535662
1689,9556708,9535662
1690,9556713,9535662
1691,9556728,9535662
1692,9556740,9535662
1693,9556741,9535662
1694,9556754,9535662
1695,9556864,9535662
1696,9556955,9535662
1697,9557004,9535662
1698,9557101,9535662
1699,9557108,9535662
1700,9562826,9535662
1701,9562842,9535662
1702,9562851,9535662
1703,9562856,9535662
1704,9562860,9535662
1705,9562871,9535662
1706,9562897,9535662
1707,9562901,9535662
1708,9562902,9535662
1709,9562904,9535662
1710,9562908,9535662
1711,9562917,9535662
1712,9562934,9535662
1713,9562943,9535662
1714,9562945,9535662
1715,9562950,9535662
1716,9562986,9535662
1717,9563001,9535662
1718,9563019,9535662
1719,9563025,9535662
1720,9563040,9535662
1721,9563046,9535662
1722,9563049,9535662
1723,9563065,9535662
1724,9563071,9535662
1725,9563075,9535662
1726,9563101,9535662
1727,9563111,9535662
1728,9563122,9535662
1729,9563123,9535662
1730,9563126,9535662
1731,9563146,9535662
1732,9563158,9535662
1733,9563162,9535662
1734,9563167,9535662
1735,9563180,9535662
1736,9563192,9535662
1737,9563210,9535662
1738,9563216,9535662
1739,9563218,9535662
1740,9563221,9535662
1741,9563225,9535662
1742,9563239,9535662
1743,9563244,9535662
1744,9563266,9535662
1745,9563272,9535662
1746,9563280,9535662
1747,9563288,9535662
1748,9563300,9535662
1749,9563302,9535662
1750,9563307,9535662
1751,9563321,9535662
1752,9563326,9535662
1753,9563332,9535662
1754,9563334,9535662
1755,9563345,9535662
1756,9563354,9535662
1757,9535836,9535840
1758,9535729,9535855
1759,9535836,9535855
1760,9539288,9538529
1761,9538683,9538600
1762,9539147,9538600
1763,9538738,9539045
1764,9539142,9539045
1765,9539288,9539171
1766,9538683,9539583
1767,9539147,9539583
1768,9539314,9539583
1769,9556534,9556307
1770,9556754,9556307
1771,9557004,9556307
1772,9557101,9556307
1773,9557108,9556307
1774,9500137,9556312
1775,9500145,9556312
1776,9500466,9556312
1777,9500470,9556312
1778,9500704,9556312
1779,9521760,9556312
1780,9521852,9556312
1781,9521868,9556312
1782,9521943,9556312
1783,9521989,9556312
1784,9522105,9556312
1785,9522125,9556312
1786,9522154,9556312
1787,9522258,9556312
1788,9556306,9556312
1789,9556308,9556312
1790,9556345,9556312
1791,9556360,9556312
1792,9556390,9556312
1793,9556397,9556312
1794,9556413,9556312
1795,9556439,9556312
1796,9556449,9556312
1797,9556478,9556312
1798,9556479,9556312
1799,9556534,9556312
1800,9556586,9556312
1801,9556594,9556312
1802,9556608,9556312
1803,9556631,9556312
1804,9556646,9556312
1805,9556649,9556312
1806,9556654,9556312
1807,9556684,9556312
1808,9556688,9556312
1809,9556740,9556312
1810,9556741,9556312
1811,9556754,9556312
1812,9556864,9556312
1813,9556955,9556312
1814,9557004,9556312
1815,9557101,9556312
1816,9557108,9556312
1817,9556740,9556313
1818,9500137,9556332
1819,9500145,9556332
1820,9500466,9556332
1821,9500470,9556332
1822,9500704,9556332
1823,9521760,9556332
1824,9521852,9556332
1825,9521868,9556332
1826,9521943,9556332
1827,9521989,9556332
1828,9522105,9556332
1829,9522125,9556332
1830,9522154,9556332
1831,9522258,9556332
1832,9556306,9556332
1833,9556308,9556332
1834,9556345,9556332
1835,9556360,9556332
1836,9556390,9556332
1837,9556397,9556332
1838,9556413,9556332
1839,9556439,9556332
1840,9556449,9556332
1841,9556463,9556332
1842,9556478,9556332
1843,9556479,9556332
1844,9556512,9556332
1845,9556534,9556332
1846,9556586,9556332
1847,9556594,9556332
1848,9556608,9556332
1849,9556631,9556332
1850,9556646,9556332
1851,9556649,9556332
1852,9556654,9556332
1853,9556684,9556332
1854,9556688,9556332
1855,9556740,9556332
1856,9556741,9556332
1857,9556754,9556332
1858,9556864,9556332
1859,9556955,9556332
1860,9557004,9556332
1861,9557101,9556332
1862,9557108,9556332
1863,9500704,9556338
1864,9556345,9556338
1865,9556360,9556338
1866,9556390,9556338
1867,9556449,9556338
1868,9556478,9556338
1869,9556534,9556338
1870,9556586,9556338
1871,9556646,9556338
1872,9556649,9556338
1873,9556654,9556338
1874,9556684,9556338
1875,9556741,9556338
1876,9556754,9556338
1877,9556864,9556338
1878,9556955,9556338
1879,9557004,9556338
1880,9557101,9556338
1881,9557108,9556338
1882,9556483,9556342
1883,9556664,9556342
1884,9521852,9556343
1885,9521868,9556343
1886,9521989,9556343
1887,9522105,9556343
1888,9522125,9556343
1889,9522154,9556343
1890,9556390,9556358
1891,9556534,9556358
1892,9556649,9556358
1893,9556754,9556358
1894,9557004,9556358
1895,9557101,9556358
1896,9557108,9556358
1897,9556390,9556362
1898,9556534,9556362
1899,9556649,9556362
1900,9556754,9556362
1901,9557004,9556362
1902,9557101,9556362
1903,9557108,9556362
1904,9556463,9556369
1905,9556512,9556369
1906,9556449,9556372
1907,9556864,9556372
1908,9556955,9556372
1909,9556345,9556379
1910,9556586,9556379
1911,9556646,9556379
1912,9500704,9556394
1913,9556390,9556421
1914,9556449,9556421
1915,9556534,9556421
1916,9556649,9556421
1917,9556654,9556421
1918,9556741,9556421
1919,9556754,9556421
1920,9556864,9556421
1921,9556955,9556421
1922,9557004,9556421
1923,9557101,9556421
1924,9557108,9556421
1925,9556483,9556426
1926,9556664,9556426
1927,9556754,9556436
1928,9557101,9556436
1929,9557108,9556436
1930,9500704,9556446
1931,9556360,9556446
1932,9556390,9556446
1933,9556449,9556446
1934,9556478,9556446
1935,9556534,9556446
1936,9556649,9556446
1937,9556654,9556446
1938,9556741,9556446
1939,9556754,9556446
1940,9556864,9556446
1941,9556955,9556446
1942,9557004,9556446
1943,9557101,9556446
1944,9557108,9556446
1945,9500137,9556455
1946,9500145,9556455
1947,9500466,9556455
1948,9500470,9556455
1949,9500704,9556455
1950,9521760,9556455
1951,9521852,9556455
1952,9521868,9556455
1953,9521943,9556455
1954,9521989,9556455
1955,9522105,9556455
1956,9522125,9556455
1957,9522154,9556455
1958,9522258,9556455
1959,9556306,9556455
1960,9556308,9556455
1961,9556345,9556455
1962,9556360,9556455
1963,9556390,9556455
1964,9556397,9556455
1965,9556413,9556455
1966,9556427,9556455
1967,9556439,9556455
1968,9556449,9556455
1969,9556463,9556455
1970,9556478,9556455
1971,9556479,9556455
1972,9556480,9556455
1973,9556483,9556455
1974,9556492,9556455
1975,9556512,9556455
1976,9556534,9556455
1977,9556562,9556455
1978,9556569,9556455
1979,9556586,9556455
1980,9556594,9556455
1981,9556604,9556455
1982,9556608,9556455
1983,9556631,9556455
1984,9556646,9556455
1985,9556649,9556455
1986,9556654,9556455
1987,9556664,9556455
1988,9556684,9556455
1989,9556688,9556455
1990,9556694,9556455
1991,9556713,9556455
1992,9556740,9556455
1993,9556741,9556455
1994,9556754,9556455
1995,9556864,9556455
1996,9556955,9556455
1997,9557004,9556455
1998,9557101,9556455
1999,9557108,9556455
2000,9500137,9556460
2001,9500145,9556460
2002,9500466,9556460
2003,9500470,9556460
2004,9500704,9556460
2005,9521760,9556460
2006,9521852,9556460
2007,9521868,9556460
2008,9521943,9556460
2009,9521989,9556460
2010,9522105,9556460
2011,9522125,9556460
2012,9522154,9556460
2013,9522258,9556460
2014,9556306,9556460
2015,9556308,9556460
2016,9556345,9556460
2017,9556360,9556460
2018,9556390,9556460
2019,9556397,9556460
2020,9556413,9556460
2021,9556427,9556460
2022,9556439,9556460
2023,9556449,9556460
2024,9556463,9556460
2025,9556478,9556460
2026,9556479,9556460
2027,9556480,9556460
2028,9556483,9556460
2029,9556492,9556460
2030,9556512,9556460
2031,9556534,9556460
2032,9556569,9556460
2033,9556586,9556460
2034,9556594,9556460
2035,9556604,9556460
2036,9556608,9556460
2037,9556631,9556460
2038,9556646,9556460
2039,9556649,9556460
2040,9556654,9556460
2041,9556664,9556460
2042,9556684,9556460
2043,9556688,9556460
2044,9556694,9556460
2045,9556713,9556460
2046,9556740,9556460
2047,9556741,9556460
2048,9556754,9556460
2049,9556864,9556460
2050,9556955,9556460
2051,9557004,9556460
2052,9557101,9556460
2053,9557108,9556460
2054,9500137,9556465
2055,9500145,9556465
2056,9500466,9556465
2057,9500470,9556465
2058,9521760,9556465
2059,9521852,9556465
2060,9521868,9556465
2061,9521943,9556465
2062,9521989,9556465
2063,9522105,9556465
2064,9522125,9556465
2065,9522154,9556465
2066,9522258,9556465
2067,9556306,9556465
2068,9556308,9556465
2069,9556397,9556465
2070,9556413,9556465
2071,9556479,9556465
2072,9556594,9556465
2073,9556608,9556465
2074,9556631,9556465
2075,9556688,9556465
2076,9556740,9556465
2077,9500137,9556475
2078,9500145,9556475
2079,9500466,9556475
2080,9500470,9556475
2081,9500704,9556475
2082,9521760,9556475
2083,9521852,9556475
2084,9521868,9556475
2085,9521943,9556475
2086,9521989,9556475
2087,9522105,9556475
2088,9522125,9556475
2089,9522154,9556475
2090,9522258,9556475
2091,9556306,9556475
2092,9556308,9556475
2093,9556345,9556475
2094,9556360,9556475
2095,9556390,9556475
2096,9556397,9556475
2097,9556413,9556475
2098,9556439,9556475
2099,9556449,9556475
2100,9556463,9556475
2101,9556478,9556475
2102,9556479,9556475
2103,9556483,9556475
2104,9556492,9556475
2105,9556512,9556475
2106,9556534,9556475
2107,9556569,9556475
2108,9556586,9556475
2109,9556594,9556475
2110,9556604,9556475
2111,9556608,9556475
2112,9556631,9556475
2113,9556646,9556475
2114,9556649,9556475
2115,9556654,9556475
2116,9556664,9556475
2117,9556684,9556475
2118,9556688,9556475
2119,9556694,9556475
2120,9556713,9556475
2121,9556740,9556475
2122,9556741,9556475
2123,9556754,9556475
2124,9556864,9556475
2125,9556955,9556475
2126,9557004,9556475
2127,9557101,9556475
2128,9557108,9556475
2129,9556463,9556481
2130,9556512,9556481
2131,9556584,9556486
2132,9500137,9556487
2133,9500145,9556487
2134,9500466,9556487
2135,9500470,9556487
2136,9521760,9556487
2137,9521852,9556487
2138,9521868,9556487
2139,9521943,9556487
2140,9521989,9556487
2141,9522105,9556487
2142,9522125,9556487
2143,9522154,9556487
2144,9522258,9556487
2145,9556306,9556487
2146,9556308,9556487
2147,9556397,9556487
2148,9556413,9556487
2149,9556439,9556487
2150,9556479,9556487
2151,9556594,9556487
2152,9556608,9556487
2153,9556631,9556487
2154,9556688,9556487
2155,9556740,9556487
2156,9500704,9556489
2157,9556483,9556498
2158,9556664,9556498
2159,9556569,9556500
2160,9556694,9556500
2161,9500137,9556501
2162,9500145,9556501
2163,9500466,9556501
2164,9500470,9556501
2165,9521760,9556501
2166,9521852,9556501
2167,9521868,9556501
2168,9521943,9556501
2169,9521989,9556501
2170,9522105,9556501
2171,9522125,9556501
2172,9522154,9556501
2173,9522258,9556501
2174,9556306,9556501
2175,9556308,9556501
2176,9556397,9556501
2177,9556413,9556501
2178,9556439,9556501
2179,9556479,9556501
2180,9556594,9556501
2181,9556608,9556501
2182,9556631,9556501
2183,9556688,9556501
2184,9556740,9556501
2185,9556449,9556520
2186,9556741,9556520
2187,9556864,9556520
2188,9556955,9556520
2189,9500137,9556528
2190,9500145,9556528
2191,9500466,9556528
2192,9500470,9556528
2193,9500704,9556528
2194,9521760,9556528
2195,9521852,9556528
2196,9521868,9556528
2197,9521943,9556528
2198,9521989,9556528
2199,9522105,9556528
2200,9522125,9556528
2201,9522154,9556528
2202,9522258,9556528
2203,9556306,9556528
2204,9556308,9556528
2205,9556345,9556528
2206,9556360,9556528
2207,9556390,9556528
2208,9556397,9556528
2209,9556413,9556528
2210,9556439,9556528
2211,9556449,9556528
2212,9556463,9556528
2213,9556478,9556528
2214,9556479,9556528
2215,9556492,9556528
2216,9556512,9556528
2217,9556534,9556528
2218,9556569,9556528
2219,9556586,9556528
2220,9556594,9556528
2221,9556604,9556528
2222,9556608,9556528
2223,9556631,9556528
2224,9556646,9556528
2225,9556649,9556528
2226,9556654,9556528
2227,9556684,9556528
2228,9556688,9556528
2229,9556694,9556528
2230,9556713,9556528
2231,9556740,9556528
2232,9556741,9556528
2233,9556754,9556528
2234,9556864,9556528
2235,9556955,9556528
2236,9557004,9556528
2237,9557101,9556528
2238,9557108,9556528
2239,9563225,9556531
2240,9521852,9556537
2241,9521868,9556537
2242,9521989,9556537
2243,9522105,9556537
2244,9522125,9556537
2245,9522154,9556537
2246,9556608,9556537
2247,9556534,9556539
2248,9556754,9556539
2249,9557004,9556539
2250,9557101,9556539
2251,9557108,9556539
2252,9556345,9556542
2253,9556586,9556542
2254,9556646,9556542
2255,9556684,9556542
2256,9556402,9556544
2257,9556546,9556544
2258,9556596,9556544
2259,9556669,9556544
2260,9556708,9556544
2261,9563225,9556544
2262,9500137,9556554
2263,9500145,9556554
2264,9500466,9556554
2265,9500470,9556554
2266,9500704,9556554
2267,9521760,9556554
2268,9521852,9556554
2269,9521868,9556554
2270,9521943,9556554
2271,9521989,9556554
2272,9522105,9556554
2273,9522125,9556554
2274,9522154,9556554
2275,9522258,9556554
2276,9556306,9556554
2277,9556308,9556554
2278,9556345,9556554
2279,9556360,9556554
2280,9556390,9556554
2281,9556397,9556554
2282,9556413,9556554
2283,9556427,9556554
2284,9556439,9556554
2285,9556449,9556554
2286,9556463,9556554
2287,9556478,9556554
2288,9556479,9556554
2289,9556483,9556554
2290,9556492,9556554
2291,9556512,9556554
2292,9556534,9556554
2293,9556569,9556554
2294,9556586,9556554
2295,9556594,9556554
2296,9556604,9556554
2297,9556608,9556554
2298,9556631,9556554
2299,9556646,9556554
2300,9556649,9556554
2301,9556654,9556554
2302,9556664,9556554
2303,9556684,9556554
2304,9556688,9556554
2305,9556694,9556554
2306,9556713,9556554
2307,9556740,9556554
2308,9556741,9556554
2309,9556754,9556554
2310,9556864,9556554
2311,9556955,9556554
2312,9557004,9556554
2313,9557101,9556554
2314,9557108,9556554
2315,9500704,9556556
2316,9556360,9556561
2317,9556390,9556561
2318,9556449,9556561
2319,9556534,9556561
2320,9556649,9556561
2321,9556654,9556561
2322,9556741,9556561
2323,9556754,9556561
2324,9556864,9556561
2325,9556955,9556561
2326,9557004,9556561
2327,9557101,9556561
2328,9557108,9556561
2329,9556402,9556567
2330,9556546,9556567
2331,9556584,9556567
2332,9556596,9556567
2333,9556669,9556567
2334,9556708,9556567
2335,9563225,9556567
2336,9500137,9556570
2337,9500145,9556570
2338,9500466,9556570
2339,9500470,9556570
2340,9500704,9556570
2341,9521760,9556570
2342,9521852,9556570
2343,9521868,9556570
2344,9521943,9556570
2345,9521989,9556570
2346,9522105,9556570
2347,9522125,9556570
2348,9522154,9556570
2349,9522258,9556570
2350,9556306,9556570
2351,9556308,9556570
2352,9556345,9556570
2353,9556360,9556570
2354,9556390,9556570
2355,9556397,9556570
2356,9556413,9556570
2357,9556427,9556570
2358,9556439,9556570
2359,9556449,9556570
2360,9556463,9556570
2361,9556478,9556570
2362,9556479,9556570
2363,9556480,9556570
2364,9556483,9556570
2365,9556492,9556570
2366,9556512,9556570
2367,9556534,9556570
2368,9556562,9556570
2369,9556569,9556570
2370,9556586,9556570
2371,9556594,9556570
2372,9556604,9556570
2373,9556608,9556570
2374,9556631,9556570
2375,9556646,9556570
2376,9556649,9556570
2377,9556654,9556570
2378,9556664,9556570
2379,9556684,9556570
2380,9556688,9556570
2381,9556694,9556570
2382,9556713,9556570
2383,9556728,9556570
2384,9556740,9556570
2385,9556741,9556570
2386,9556754,9556570
2387,9556864,9556570
2388,9556955,9556570
2389,9557004,9556570
2390,9557101,9556570
2391,9557108,9556570
2392,9500137,9556573
2393,9500145,9556573
2394,9521760,9556573
2395,9521943,9556573
2396,9522258,9556573
2397,9556306,9556573
2398,9556308,9556573
2399,9556397,9556573
2400,9556413,9556573
2401,9556479,9556573
2402,9556740,9556573
2403,9556402,9556575
2404,9556546,9556575
2405,9556558,9556575
2406,9556584,9556575
2407,9556596,9556575
2408,9556610,9556575
2409,9556669,9556575
2410,9556708,9556575
2411,9563225,9556575
2412,9500137,9556576
2413,9500145,9556576
2414,9500466,9556576
2415,9500470,9556576
2416,9500704,9556576
2417,9521760,9556576
2418,9521852,9556576
2419,9521868,9556576
2420,9521943,9556576
2421,9521989,9556576
2422,9522105,9556576
2423,9522125,9556576
2424,9522154,9556576
2425,9522258,9556576
2426,9556306,9556576
2427,9556308,9556576
2428,9556345,9556576
2429,9556360,9556576
2430,9556371,9556576
2431,9556390,9556576
2432,9556397,9556576
2433,9556413,9556576
2434,9556427,9556576
2435,9556439,9556576
2436,9556449,9556576
2437,9556463,9556576
2438,9556478,9556576
2439,9556479,9556576
2440,9556480,9556576
2441,9556483,9556576
2442,9556492,9556576
2443,9556512,9556576
2444,9556534,9556576
2445,9556545,9556576
2446,9556562,9556576
2447,9556569,9556576
2448,9556586,9556576
2449,9556594,9556576
2450,9556604,9556576
2451,9556608,9556576
2452,9556631,9556576
2453,9556646,9556576
2454,9556649,9556576
2455,9556654,9556576
2456,9556664,9556576
2457,9556684,9556576
2458,9556688,9556576
2459,9556694,9556576
2460,9556713,9556576
2461,9556728,9556576
2462,9556740,9556576
2463,9556741,9556576
2464,9556754,9556576
2465,9556864,9556576
2466,9556955,9556576
2467,9557004,9556576
2468,9557101,9556576
2469,9557108,9556576
2470,9556345,9556590
2471,9556586,9556590
2472,9556646,9556590
2473,9556684,9556590
2474,9556864,9556592
2475,9556955,9556592
2476,9556646,9556613
2477,9556402,9556624
2478,9556546,9556624
2479,9556558,9556624
2480,9556584,9556624
2481,9556596,9556624
2482,9556610,9556624
2483,9556669,9556624
2484,9556708,9556624
2485,9563225,9556624
2486,9500137,9556648
2487,9500145,9556648
2488,9500466,9556648
2489,9500470,9556648
2490,9500704,9556648
2491,9521760,9556648
2492,9521852,9556648
2493,9521868,9556648
2494,9521943,9556648
2495,9521989,9556648
2496,9522105,9556648
2497,9522125,9556648
2498,9522154,9556648
2499,9522258,9556648
2500,9556306,9556648
2501,9556308,9556648
2502,9556345,9556648
2503,9556360,9556648
2504,9556390,9556648
2505,9556397,9556648
2506,9556413,9556648
2507,9556439,9556648
2508,9556449,9556648
2509,9556463,9556648
2510,9556478,9556648
2511,9556479,9556648
2512,9556492,9556648
2513,9556512,9556648
2514,9556534,9556648
2515,9556586,9556648
2516,9556594,9556648
2517,9556608,9556648
2518,9556631,9556648
2519,9556646,9556648
2520,9556649,9556648
2521,9556654,9556648
2522,9556684,9556648
2523,9556688,9556648
2524,9556740,9556648
2525,9556741,9556648
2526,9556754,9556648
2527,9556864,9556648
2528,9556955,9556648
2529,9557004,9556648
2530,9557101,9556648
2531,9557108,9556648
2532,9500704,9556650
2533,9556345,9556650
2534,9556360,9556650
2535,9556390,9556650
2536,9556449,9556650
2537,9556478,9556650
2538,9556534,9556650
2539,9556586,9556650
2540,9556646,9556650
2541,9556649,9556650
2542,9556654,9556650
2543,9556684,9556650
2544,9556741,9556650
2545,9556754,9556650
2546,9556864,9556650
2547,9556955,9556650
2548,9557004,9556650
2549,9557101,9556650
2550,9557108,9556650
2551,9556479,9556651
2552,9556449,9556657
2553,9556741,9556657
2554,9556864,9556657
2555,9556955,9556657
2556,9521760,9556660
2557,9521943,9556660
2558,9522258,9556660
2559,9556306,9556660
2560,9556754,9556667
2561,9557004,9556667
2562,9557101,9556667
2563,9557108,9556667
2564,9556402,9556683
2565,9556546,9556683
2566,9556596,9556683
2567,9556669,9556683
2568,9556708,9556683
2569,9563225,9556683
2570,9500704,9556687
2571,9556478,9556687
2572,9556390,9556691
2573,9556534,9556691
2574,9556649,9556691
2575,9556754,9556691
2576,9557004,9556691
2577,9557101,9556691
2578,9557108,9556691
2579,9500137,9556692
2580,9500145,9556692
2581,9500466,9556692
2582,9500470,9556692
2583,9500704,9556692
2584,9521760,9556692
2585,9521852,9556692
2586,9521868,9556692
2587,9521943,9556692
2588,9521989,9556692
2589,9522105,9556692
2590,9522125,9556692
2591,9522154,9556692
2592,9522258,9556692
2593,9556306,9556692
2594,9556308,9556692
2595,9556345,9556692
2596,9556360,9556692
2597,9556390,9556692
2598,9556397,9556692
2599,9556413,9556692
2600,9556427,9556692
2601,9556439,9556692
2602,9556449,9556692
2603,9556463,9556692
2604,9556478,9556692
2605,9556479,9556692
2606,9556483,9556692
2607,9556492,9556692
2608,9556512,9556692
2609,9556534,9556692
2610,9556569,9556692
2611,9556586,9556692
2612,9556594,9556692
2613,9556604,9556692
2614,9556608,9556692
2615,9556631,9556692
2616,9556646,9556692
2617,9556649,9556692
2618,9556654,9556692
2619,9556664,9556692
2620,9556684,9556692
2621,9556688,9556692
2622,9556694,9556692
2623,9556713,9556692
2624,9556740,9556692
