,SUBID_A,SUBID_B
2625,9556741,9556692
2626,9556754,9556692
2627,9556864,9556692
2628,9556955,9556692
2629,9557004,9556692
2630,9557101,9556692
2631,9557108,9556692
2632,9556402,9556703
2633,9556546,9556703
2634,9556584,9556703
2635,9556596,9556703
2636,9556669,9556703
2637,9556708,9556703
2638,9563225,9556703
2639,9556345,9556706
2640,9556586,9556706
2641,9556646,9556706
2642,9556684,9556706
2643,9556449,9556709
2644,9556390,9556715
2645,9556534,9556715
2646,9556649,9556715
2647,9556654,9556715
2648,9556754,9556715
2649,9557004,9556715
2650,9557101,9556715
2651,9557108,9556715
2652,9556569,9556717
2653,9556694,9556717
2654,9556390,9556722
2655,9500137,9556733
2656,9500145,9556733
2657,9500466,9556733
2658,9500470,9556733
2659,9500704,9556733
2660,9521760,9556733
2661,9521852,9556733
2662,9521868,9556733
2663,9521943,9556733
2664,9521989,9556733
2665,9522105,9556733
2666,9522125,9556733
2667,9522154,9556733
2668,9522258,9556733
2669,9556306,9556733
2670,9556308,9556733
2671,9556345,9556733
2672,9556360,9556733
2673,9556390,9556733
2674,9556397,9556733
2675,9556413,9556733
2676,9556439,9556733
2677,9556449,9556733
2678,9556463,9556733
2679,9556478,9556733
2680,9556479,9556733
2681,9556492,9556733
2682,9556512,9556733
2683,9556534,9556733
2684,9556569,9556733
2685,9556586,9556733
2686,9556594,9556733
2687,9556608,9556733
2688,9556631,9556733
2689,9556646,9556733
2690,9556649,9556733
2691,9556654,9556733
2692,9556684,9556733
2693,9556688,9556733
2694,9556694,9556733
2695,9556713,9556733
2696,9556740,9556733
2697,9556741,9556733
2698,9556754,9556733
2699,9556864,9556733
2700,9556955,9556733
2701,9557004,9556733
2702,9557101,9556733
2703,9557108,9556733
2704,9500137,9556735
2705,9500145,9556735
2706,9500466,9556735
2707,9500470,9556735
2708,9521760,9556735
2709,9521852,9556735
2710,9521868,9556735
2711,9521943,9556735
2712,9521989,9556735
2713,9522105,9556735
2714,9522125,9556735
2715,9522154,9556735
2716,9522258,9556735
2717,9556306,9556735
2718,9556308,9556735
2719,9556397,9556735
2720,9556413,9556735
2721,9556439,9556735
2722,9556479,9556735
2723,9556594,9556735
2724,9556608,9556735
2725,9556631,9556735
2726,9556688,9556735
2727,9556740,9556735
2728,9500137,9556738
2729,9500145,9556738
2730,9500466,9556738
2731,9500470,9556738
2732,9500704,9556738
2733,9521760,9556738
2734,9521852,9556738
2735,9521868,9556738
2736,9521943,9556738
2737,9521989,9556738
2738,9522105,9556738
2739,9522125,9556738
2740,9522154,9556738
2741,9522258,9556738
2742,9556306,9556738
2743,9556308,9556738
2744,9556345,9556738
2745,9556360,9556738
2746,9556390,9556738
2747,9556397,9556738
2748,9556413,9556738
2749,9556439,9556738
2750,9556449,9556738
2751,9556463,9556738
2752,9556478,9556738
2753,9556479,9556738
2754,9556492,9556738
2755,9556512,9556738
2756,9556534,9556738
2757,9556569,9556738
2758,9556586,9556738
2759,9556594,9556738
2760,9556608,9556738
2761,9556631,9556738
2762,9556646,9556738
2763,9556649,9556738
2764,9556654,9556738
2765,9556684,9556738
2766,9556688,9556738
2767,9556694,9556738
2768,9556713,9556738
2769,9556740,9556738
2770,9556741,9556738
2771,9556754,9556738
2772,9556864,9556738
2773,9556955,9556738
2774,9557004,9556738
2775,9557101,9556738
2776,9557108,9556738
2777,9563123,9562818
2778,9563126,9562818
2779,9501431,9562835
2780,9562897,9562835
2781,9562908,9562835
2782,9563046,9562835
2783,9563167,9562835
2784,9563288,9562835
2785,9563307,9562835
2786,9563345,9562835
2787,9563354,9562835
2788,9500137,9562845
2789,9500145,9562845
2790,9500466,9562845
2791,9500470,9562845
2792,9500704,9562845
2793,9521760,9562845
2794,9521852,9562845
2795,9521868,9562845
2796,9521943,9562845
2797,9521989,9562845
2798,9522105,9562845
2799,9522125,9562845
2800,9522154,9562845
2801,9522258,9562845
2802,9556306,9562845
2803,9556308,9562845
2804,9556345,9562845
2805,9556360,9562845
2806,9556371,9562845
2807,9556390,9562845
2808,9556397,9562845
2809,9556402,9562845
2810,9556413,9562845
2811,9556427,9562845
2812,9556439,9562845
2813,9556449,9562845
2814,9556463,9562845
2815,9556478,9562845
2816,9556479,9562845
2817,9556480,9562845
2818,9556483,9562845
2819,9556492,9562845
2820,9556512,9562845
2821,9556534,9562845
2822,9556545,9562845
2823,9556546,9562845
2824,9556558,9562845
2825,9556562,9562845
2826,9556569,9562845
2827,9556584,9562845
2828,9556586,9562845
2829,9556594,9562845
2830,9556596,9562845
2831,9556604,9562845
2832,9556608,9562845
2833,9556610,9562845
2834,9556631,9562845
2835,9556646,9562845
2836,9556649,9562845
2837,9556654,9562845
2838,9556664,9562845
2839,9556669,9562845
2840,9556684,9562845
2841,9556688,9562845
2842,9556694,9562845
2843,9556708,9562845
2844,9556713,9562845
2845,9556728,9562845
2846,9556740,9562845
2847,9556741,9562845
2848,9556754,9562845
2849,9556864,9562845
2850,9556955,9562845
2851,9557004,9562845
2852,9557101,9562845
2853,9557108,9562845
2854,9562917,9562845
2855,9562945,9562845
2856,9563225,9562845
2857,9563321,9562845
2858,9563122,9562858
2859,9500137,9562866
2860,9500145,9562866
2861,9500466,9562866
2862,9500470,9562866
2863,9500704,9562866
2864,9500872,9562866
2865,9500877,9562866
2866,9500902,9562866
2867,9500904,9562866
2868,9500914,9562866
2869,9500916,9562866
2870,9501257,9562866
2871,9501431,9562866
2872,9521760,9562866
2873,9521852,9562866
2874,9521868,9562866
2875,9521943,9562866
2876,9521989,9562866
2877,9522105,9562866
2878,9522125,9562866
2879,9522154,9562866
2880,9522258,9562866
2881,9556306,9562866
2882,9556308,9562866
2883,9556345,9562866
2884,9556360,9562866
2885,9556371,9562866
2886,9556390,9562866
2887,9556397,9562866
2888,9556402,9562866
2889,9556413,9562866
2890,9556427,9562866
2891,9556439,9562866
2892,9556449,9562866
2893,9556463,9562866
2894,9556478,9562866
2895,9556479,9562866
2896,9556480,9562866
2897,9556483,9562866
2898,9556492,9562866
2899,9556512,9562866
2900,9556534,9562866
2901,9556545,9562866
2902,9556546,9562866
2903,9556558,9562866
2904,9556562,9562866
2905,9556569,9562866
2906,9556584,9562866
2907,9556586,9562866
2908,9556594,9562866
2909,9556596,9562866
2910,9556604,9562866
2911,9556608,9562866
2912,9556610,9562866
2913,9556631,9562866
2914,9556646,9562866
2915,9556649,9562866
2916,9556654,9562866
2917,9556664,9562866
2918,9556669,9562866
2919,9556684,9562866
2920,9556688,9562866
2921,9556694,9562866
2922,9556708,9562866
2923,9556713,9562866
2924,9556728,9562866
2925,9556740,9562866
2926,9556741,9562866
2927,9556754,9562866
2928,9556864,9562866
2929,9556955,9562866
2930,9557004,9562866
2931,9557101,9562866
2932,9557108,9562866
2933,9562826,9562866
2934,9562842,9562866
2935,9562851,9562866
2936,9562856,9562866
2937,9562860,9562866
2938,9562897,9562866
2939,9562901,9562866
2940,9562902,9562866
2941,9562904,9562866
2942,9562908,9562866
2943,9562917,9562866
2944,9562934,9562866
2945,9562943,9562866
2946,9562945,9562866
2947,9562950,9562866
2948,9562986,9562866
2949,9563001,9562866
2950,9563025,9562866
2951,9563040,9562866
2952,9563046,9562866
2953,9563049,9562866
2954,9563065,9562866
2955,9563071,9562866
2956,9563101,9562866
2957,9563122,9562866
2958,9563123,9562866
2959,9563126,9562866
2960,9563146,9562866
2961,9563158,9562866
2962,9563167,9562866
2963,9563180,9562866
2964,9563192,9562866
2965,9563218,9562866
2966,9563221,9562866
2967,9563225,9562866
2968,9563239,9562866
2969,9563244,9562866
2970,9563272,9562866
2971,9563280,9562866
2972,9563288,9562866
2973,9563300,9562866
2974,9563302,9562866
2975,9563307,9562866
2976,9563321,9562866
2977,9563326,9562866
2978,9563332,9562866
2979,9563334,9562866
2980,9563345,9562866
2981,9563354,9562866
2982,9562871,9562867
2983,9563111,9562867
2984,9563162,9562867
2985,9563210,9562867
2986,9563216,9562867
2987,9563111,9562884
2988,9563162,9562884
2989,9500137,9562888
2990,9500145,9562888
2991,9500466,9562888
2992,9500470,9562888
2993,9500704,9562888
2994,9501257,9562888
2995,9521760,9562888
2996,9521852,9562888
2997,9521868,9562888
2998,9521943,9562888
2999,9521989,9562888
3000,9522105,9562888
3001,9522125,9562888
3002,9522154,9562888
3003,9522258,9562888
3004,9556306,9562888
3005,9556308,9562888
3006,9556345,9562888
3007,9556360,9562888
3008,9556371,9562888
3009,9556390,9562888
3010,9556397,9562888
3011,9556402,9562888
3012,9556413,9562888
3013,9556427,9562888
3014,9556439,9562888
3015,9556449,9562888
3016,9556463,9562888
3017,9556478,9562888
3018,9556479,9562888
3019,9556480,9562888
3020,9556483,9562888
3021,9556492,9562888
3022,9556512,9562888
3023,9556534,9562888
3024,9556545,9562888
3025,9556546,9562888
3026,9556558,9562888
3027,9556562,9562888
3028,9556569,9562888
3029,9556584,9562888
3030,9556586,9562888
3031,9556594,9562888
3032,9556596,9562888
3033,9556604,9562888
3034,9556608,9562888
3035,9556610,9562888
3036,9556631,9562888
3037,9556646,9562888
3038,9556649,9562888
3039,9556654,9562888
3040,9556664,9562888
3041,9556669,9562888
3042,9556684,9562888
3043,9556688,9562888
3044,9556694,9562888
3045,9556708,9562888
3046,9556713,9562888
3047,9556728,9562888
3048,9556740,9562888
3049,9556741,9562888
3050,9556754,9562888
3051,9556864,9562888
3052,9556955,9562888
3053,9557004,9562888
3054,9557101,9562888
3055,9557108,9562888
3056,9562917,9562888
3057,9562945,9562888
3058,9563001,9562888
3059,9563221,9562888
3060,9563225,9562888
3061,9563280,9562888
3062,9563321,9562888
3063,9563025,9562898
3064,9563180,9562898
3065,9563192,9562898
3066,9563272,9562898
3067,9563334,9562898
3068,9562826,9562915
3069,9562986,9562915
3070,9563025,9562915
3071,9563180,9562915
3072,9563192,9562915
3073,9563218,9562915
3074,9563272,9562915
3075,9563332,9562915
3076,9563334,9562915
3077,9500137,9562939
3078,9500145,9562939
3079,9500466,9562939
3080,9500470,9562939
3081,9500704,9562939
3082,9500872,9562939
3083,9500877,9562939
3084,9500902,9562939
3085,9500904,9562939
3086,9500914,9562939
3087,9500916,9562939
3088,9501257,9562939
3089,9501431,9562939
3090,9521760,9562939
3091,9521852,9562939
3092,9521868,9562939
3093,9521943,9562939
3094,9521989,9562939
3095,9522105,9562939
3096,9522125,9562939
3097,9522154,9562939
3098,9522258,9562939
3099,9556306,9562939
3100,9556308,9562939
3101,9556345,9562939
3102,9556360,9562939
3103,9556371,9562939
3104,9556390,9562939
3105,9556397,9562939
3106,9556402,9562939
3107,9556413,9562939
3108,9556427,9562939
3109,9556439,9562939
3110,9556449,9562939
3111,9556463,9562939
3112,9556478,9562939
3113,9556479,9562939
3114,9556480,9562939
3115,9556483,9562939
3116,9556492,9562939
3117,9556512,9562939
3118,9556534,9562939
3119,9556545,9562939
3120,9556546,9562939
3121,9556558,9562939
3122,9556562,9562939
3123,9556569,9562939
3124,9556584,9562939
3125,9556586,9562939
3126,9556594,9562939
3127,9556596,9562939
3128,9556604,9562939
3129,9556608,9562939
3130,9556610,9562939
3131,9556631,9562939
3132,9556646,9562939
3133,9556649,9562939
3134,9556654,9562939
3135,9556664,9562939
3136,9556669,9562939
3137,9556684,9562939
3138,9556688,9562939
3139,9556694,9562939
3140,9556708,9562939
3141,9556713,9562939
3142,9556728,9562939
3143,9556740,9562939
3144,9556741,9562939
3145,9556754,9562939
3146,9556864,9562939
3147,9556955,9562939
3148,9557004,9562939
3149,9557101,9562939
3150,9557108,9562939
3151,9562826,9562939
3152,9562842,9562939
3153,9562851,9562939
3154,9562856,9562939
3155,9562860,9562939
3156,9562897,9562939
3157,9562901,9562939
3158,9562902,9562939
3159,9562904,9562939
3160,9562908,9562939
3161,9562917,9562939
3162,9562934,9562939
3163,9562943,9562939
3164,9562945,9562939
3165,9562950,9562939
3166,9562986,9562939
3167,9563001,9562939
3168,9563025,9562939
3169,9563040,9562939
3170,9563046,9562939
3171,9563049,9562939
3172,9563065,9562939
3173,9563071,9562939
3174,9563101,9562939
3175,9563122,9562939
3176,9563123,9562939
3177,9563126,9562939
3178,9563146,9562939
3179,9563158,9562939
3180,9563167,9562939
3181,9563180,9562939
3182,9563192,9562939
3183,9563218,9562939
3184,9563221,9562939
3185,9563225,9562939
3186,9563239,9562939
3187,9563244,9562939
3188,9563272,9562939
3189,9563280,9562939
3190,9563288,9562939
3191,9563300,9562939
3192,9563302,9562939
3193,9563307,9562939
3194,9563321,9562939
3195,9563326,9562939
3196,9563332,9562939
3197,9563334,9562939
3198,9563345,9562939
3199,9563354,9562939
3200,9563025,9563000
3201,9563192,9563000
3202,9563272,9563000
3203,9563334,9563000
3204,9562826,9563024
3205,9563025,9563024
3206,9563180,9563024
3207,9563192,9563024
3208,9563218,9563024
3209,9563272,9563024
3210,9563334,9563024
3211,9500137,9563045
3212,9500145,9563045
3213,9500466,9563045
3214,9500470,9563045
3215,9500704,9563045
3216,9521760,9563045
3217,9521852,9563045
3218,9521868,9563045
3219,9521943,9563045
3220,9521989,9563045
3221,9522105,9563045
3222,9522125,9563045
3223,9522154,9563045
3224,9522258,9563045
3225,9556306,9563045
3226,9556308,9563045
3227,9556345,9563045
3228,9556360,9563045
3229,9556371,9563045
3230,9556390,9563045
3231,9556397,9563045
3232,9556402,9563045
3233,9556413,9563045
3234,9556427,9563045
3235,9556439,9563045
3236,9556449,9563045
3237,9556463,9563045
3238,9556478,9563045
3239,9556479,9563045
3240,9556480,9563045
3241,9556483,9563045
3242,9556492,9563045
3243,9556512,9563045
3244,9556534,9563045
3245,9556545,9563045
3246,9556546,9563045
3247,9556558,9563045
3248,9556562,9563045
3249,9556569,9563045
3250,9556584,9563045
3251,9556586,9563045
3252,9556594,9563045
3253,9556596,9563045
3254,9556604,9563045
3255,9556608,9563045
3256,9556610,9563045
3257,9556631,9563045
3258,9556646,9563045
3259,9556649,9563045
3260,9556654,9563045
3261,9556664,9563045
3262,9556669,9563045
3263,9556684,9563045
3264,9556688,9563045
3265,9556694,9563045
3266,9556708,9563045
3267,9556713,9563045
3268,9556728,9563045
3269,9556740,9563045
3270,9556741,9563045
3271,9556754,9563045
3272,9556864,9563045
3273,9556955,9563045
3274,9557004,9563045
3275,9557101,9563045
3276,9557108,9563045
3277,9562917,9563045
3278,9562945,9563045
3279,9563001,9563045
3280,9563225,9563045
3281,9563321,9563045
3282,9563192,9563056
3283,9563123,9563069
3284,9563126,9563069
3285,9501431,9563090
3286,9562842,9563090
3287,9562897,9563090
3288,9562908,9563090
3289,9563046,9563090
3290,9563167,9563090
3291,9563288,9563090
3292,9563307,9563090
3293,9563345,9563090
3294,9563354,9563090
3295,9563101,9563142
3296,9562871,9563148
3297,9563111,9563148
3298,9563162,9563148
3299,9563192,9563149
3300,9563272,9563149
3301,9563334,9563149
3302,9563101,9563161
3303,9562871,9563179
3304,9563111,9563179
3305,9563162,9563179
3306,9563210,9563179
3307,9563216,9563179
3308,9562826,9563207
3309,9562986,9563207
3310,9563025,9563207
3311,9563180,9563207
3312,9563192,9563207
3313,9563218,9563207
3314,9563272,9563207
3315,9563334,9563207
3316,9563354,9563211
3317,9563019,9563238
3318,9562934,9563264
3319,9563122,9563264
3320,9562897,9563270
3321,9563046,9563270
3322,9500137,9563273
3323,9500145,9563273
3324,9500466,9563273
3325,9500470,9563273
3326,9500704,9563273
3327,9521760,9563273
3328,9521852,9563273
3329,9521868,9563273
3330,9521943,9563273
3331,9521989,9563273
3332,9522105,9563273
3333,9522125,9563273
3334,9522154,9563273
3335,9522258,9563273
3336,9556306,9563273
3337,9556308,9563273
3338,9556345,9563273
3339,9556360,9563273
3340,9556371,9563273
3341,9556390,9563273
3342,9556397,9563273
3343,9556402,9563273
3344,9556413,9563273
3345,9556427,9563273
3346,9556439,9563273
3347,9556449,9563273
3348,9556463,9563273
3349,9556478,9563273
3350,9556479,9563273
3351,9556480,9563273
3352,9556483,9563273
3353,9556492,9563273
3354,9556512,9563273
3355,9556534,9563273
3356,9556545,9563273
3357,9556546,9563273
3358,9556558,9563273
3359,9556562,9563273
3360,9556569,9563273
3361,9556584,9563273
3362,9556586,9563273
3363,9556594,9563273
3364,9556596,9563273
3365,9556604,9563273
3366,9556608,9563273
3367,9556610,9563273
3368,9556631,9563273
3369,9556646,9563273
3370,9556649,9563273
3371,9556654,9563273
3372,9556664,9563273
3373,9556669,9563273
3374,9556684,9563273
3375,9556688,9563273
3376,9556694,9563273
3377,9556708,9563273
3378,9556713,9563273
3379,9556728,9563273
3380,9556740,9563273
3381,9556741,9563273
3382,9556754,9563273
3383,9556864,9563273
3384,9556955,9563273
3385,9557004,9563273
3386,9557101,9563273
3387,9557108,9563273
3388,9562917,9563273
3389,9563225,9563273
3390,9500137,9563276
3391,9500145,9563276
3392,9500466,9563276
3393,9500470,9563276
3394,9500704,9563276
3395,9521760,9563276
3396,9521852,9563276
3397,9521868,9563276
3398,9521943,9563276
3399,9521989,9563276
3400,9522105,9563276
3401,9522125,9563276
3402,9522154,9563276
3403,9522258,9563276
3404,9556306,9563276
3405,9556308,9563276
3406,9556345,9563276
3407,9556360,9563276
3408,9556371,9563276
3409,9556390,9563276
3410,9556397,9563276
3411,9556402,9563276
3412,9556413,9563276
3413,9556427,9563276
3414,9556439,9563276
3415,9556449,9563276
3416,9556463,9563276
3417,9556478,9563276
3418,9556479,9563276
3419,9556480,9563276
3420,9556483,9563276
3421,9556492,9563276
3422,9556512,9563276
3423,9556534,9563276
3424,9556545,9563276
3425,9556546,9563276
3426,9556558,9563276
3427,9556562,9563276
3428,9556569,9563276
3429,9556584,9563276
3430,9556586,9563276
3431,9556594,9563276
3432,9556596,9563276
3433,9556604,9563276
3434,9556608,9563276
3435,9556610,9563276
3436,9556631,9563276
3437,9556646,9563276
3438,9556649,9563276
3439,9556654,9563276
3440,9556664,9563276
3441,9556669,9563276
3442,9556684,9563276
3443,9556688,9563276
3444,9556694,9563276
3445,9556708,9563276
3446,9556713,9563276
3447,9556728,9563276
3448,9556740,9563276
3449,9556741,9563276
3450,9556754,9563276
3451,9556864,9563276
3452,9556955,9563276
3453,9557004,9563276
3454,9557101,9563276
3455,9557108,9563276
3456,9562917,9563276
3457,9563225,9563276
3458,9500137,9563282
3459,9500145,9563282
3460,9500466,9563282
3461,9500470,9563282
3462,9500704,9563282
3463,9521760,9563282
3464,9521852,9563282
3465,9521868,9563282
3466,9521943,9563282
3467,9521989,9563282
3468,9522105,9563282
3469,9522125,9563282
3470,9522154,9563282
3471,9522258,9563282
3472,9556306,9563282
3473,9556308,9563282
3474,9556345,9563282
3475,9556360,9563282
3476,9556371,9563282
3477,9556390,9563282
3478,9556397,9563282
3479,9556402,9563282
3480,9556413,9563282
3481,9556427,9563282
3482,9556439,9563282
3483,9556449,9563282
3484,9556463,9563282
3485,9556478,9563282
3486,9556479,9563282
3487,9556480,9563282
3488,9556483,9563282
3489,9556492,9563282
3490,9556512,9563282
3491,9556534,9563282
3492,9556545,9563282
3493,9556546,9563282
3494,9556558,9563282
3495,9556562,9563282
3496,9556569,9563282
3497,9556584,9563282
3498,9556586,9563282
3499,9556594,9563282
3500,9556596,9563282
3501,9556604,9563282
3502,9556608,9563282
3503,9556610,9563282
3504,9556631,9563282
3505,9556646,9563282
3506,9556649,9563282
3507,9556654,9563282
3508,9556664,9563282
3509,9556669,9563282
3510,9556684,9563282
3511,9556688,9563282
3512,9556694,9563282
3513,9556708,9563282
3514,9556713,9563282
3515,9556728,9563282
3516,9556740,9563282
3517,9556741,9563282
3518,9556754,9563282
3519,9556864,9563282
3520,9556955,9563282
3521,9557004,9563282
3522,9557101,9563282
3523,9557108,9563282
3524,9562917,9563282
3525,9563225,9563282
3526,9563321,9563282
3527,9501431,9563290
3528,9562842,9563290
3529,9562897,9563290
3530,9562908,9563290
3531,9563040,9563290
3532,9563046,9563290
3533,9563101,9563290
3534,9563167,9563290
3535,9563288,9563290
3536,9563307,9563290
3537,9563345,9563290
3538,9563354,9563290
3539,9501431,9563291
3540,9562842,9563291
3541,9562897,9563291
3542,9562908,9563291
3543,9563040,9563291
3544,9563046,9563291
3545,9563101,9563291
3546,9563167,9563291
3547,9563288,9563291
3548,9563307,9563291
3549,9563345,9563291
3550,9563354,9563291
3551,9562851,9563310
3552,9562904,9563310
3553,9501431,9563314
3554,9562842,9563314
3555,9562897,9563314
3556,9562908,9563314
3557,9563046,9563314
3558,9563101,9563314
3559,9563167,9563314
3560,9563288,9563314
3561,9563307,9563314
3562,9563345,9563314
3563,9563354,9563314
3564,9500137,9563331
3565,9500145,9563331
3566,9500466,9563331
3567,9500470,9563331
3568,9500704,9563331
3569,9521760,9563331
3570,9521852,9563331
3571,9521868,9563331
3572,9521943,9563331
3573,9521989,9563331
3574,9522105,9563331
3575,9522125,9563331
3576,9522154,9563331
3577,9522258,9563331
3578,9556306,9563331
3579,9556308,9563331
3580,9556345,9563331
3581,9556360,9563331
3582,9556371,9563331
3583,9556390,9563331
3584,9556397,9563331
3585,9556402,9563331
3586,9556413,9563331
3587,9556427,9563331
3588,9556439,9563331
3589,9556449,9563331
3590,9556463,9563331
3591,9556478,9563331
3592,9556479,9563331
3593,9556480,9563331
3594,9556483,9563331
3595,9556492,9563331
3596,9556512,9563331
3597,9556534,9563331
3598,9556545,9563331
3599,9556546,9563331
3600,9556558,9563331
3601,9556562,9563331
3602,9556569,9563331
3603,9556584,9563331
3604,9556586,9563331
3605,9556594,9563331
3606,9556596,9563331
3607,9556604,9563331
3608,9556608,9563331
3609,9556610,9563331
3610,9556631,9563331
3611,9556646,9563331
3612,9556649,9563331
3613,9556654,9563331
3614,9556664,9563331
3615,9556669,9563331
3616,9556684,9563331
3617,9556688,9563331
3618,9556694,9563331
3619,9556708,9563331
3620,9556713,9563331
3621,9556728,9563331
3622,9556740,9563331
3623,9556741,9563331
3624,9556754,9563331
3625,9556864,9563331
3626,9556955,9563331
3627,9557004,9563331
3628,9557101,9563331
3629,9557108,9563331
3630,9562917,9563331
3631,9562945,9563331
3632,9563001,9563331
3633,9563225,9563331
3634,9563321,9563331
3635,9563192,9563339
3636,9563272,9563339
3637,9000991,9500088
3638,9000992,9500088
3639,9001249,9500098
3640,9001249,9500131
3641,9001249,9535200
3642,9001249,9535229
3643,9001249,9535266
3644,9001249,9535278
3645,9001249,9535280
3646,9001249,9535640
3647,9001250,9500098
3648,9001250,9500131
3649,9001250,9535200
3650,9001250,9535229
3651,9001250,9535266
3652,9001250,9535280
3653,9001250,9535640
3654,9500024,9500042
3655,9500024,9500088
3656,9500024,9538528
3657,9500024,9538683
3658,9500024,9538720
3659,9500024,9539109
3660,9500024,9539147
3661,9500024,9539314
3662,9500119,9500098
3663,9500119,9500131
3664,9500119,9535200
3665,9500119,9535229
3666,9500119,9535266
3667,9500119,9535280
3668,9500119,9535640
3669,9500132,9500137
3670,9500132,9500145
3671,9500132,9521760
3672,9500132,9521943
3673,9500132,9522258
3674,9500132,9556306
3675,9500132,9556308
3676,9500132,9556397
3677,9500132,9556413
3678,9500132,9556479
3679,9500132,9556740
3680,9500177,9500137
3681,9500177,9500145
3682,9500177,9500179
3683,9500177,9500191
3684,9500177,9500212
3685,9500177,9500466
3686,9500177,9500470
3687,9500177,9500704
3688,9500177,9500872
3689,9500177,9500877
3690,9500177,9500902
3691,9500177,9500904
3692,9500177,9500914
3693,9500177,9500916
3694,9500177,9501257
3695,9500177,9501431
3696,9500177,9521760
3697,9500177,9521852
3698,9500177,9521868
3699,9500177,9521943
3700,9500177,9521989
3701,9500177,9522105
3702,9500177,9522125
3703,9500177,9522154
3704,9500177,9522258
3705,9500177,9535267
3706,9500177,9535295
3707,9500177,9535354
3708,9500177,9535498
3709,9500177,9535532
3710,9500177,9535729
3711,9500177,9535800
3712,9500177,9535836
3713,9500177,9535841
3714,9500177,9556306
3715,9500177,9556308
3716,9500177,9556345
3717,9500177,9556360
3718,9500177,9556371
3719,9500177,9556390
3720,9500177,9556397
3721,9500177,9556402
3722,9500177,9556413
3723,9500177,9556427
3724,9500177,9556439
3725,9500177,9556449
3726,9500177,9556463
3727,9500177,9556478
3728,9500177,9556479
3729,9500177,9556480
3730,9500177,9556483
3731,9500177,9556492
3732,9500177,9556512
3733,9500177,9556534
3734,9500177,9556545
3735,9500177,9556546
3736,9500177,9556558
3737,9500177,9556562
3738,9500177,9556569
3739,9500177,9556584
3740,9500177,9556586
3741,9500177,9556594
3742,9500177,9556596
3743,9500177,9556604
3744,9500177,9556608
3745,9500177,9556610
3746,9500177,9556631
3747,9500177,9556646
3748,9500177,9556649
3749,9500177,9556654
3750,9500177,9556664
3751,9500177,9556669
3752,9500177,9556684
3753,9500177,9556688
3754,9500177,9556694
3755,9500177,9556708
3756,9500177,9556713
3757,9500177,9556728
3758,9500177,9556740
3759,9500177,9556741
3760,9500177,9556754
3761,9500177,9556864
3762,9500177,9556955
3763,9500177,9557004
3764,9500177,9557101
3765,9500177,9557108
3766,9500177,9562826
3767,9500177,9562842
3768,9500177,9562851
3769,9500177,9562856
3770,9500177,9562860
3771,9500177,9562871
3772,9500177,9562897
3773,9500177,9562901
3774,9500177,9562902
3775,9500177,9562904
3776,9500177,9562908
3777,9500177,9562917
3778,9500177,9562934
3779,9500177,9562943
3780,9500177,9562945
3781,9500177,9562950
3782,9500177,9562986
3783,9500177,9563001
3784,9500177,9563019
3785,9500177,9563025
3786,9500177,9563040
3787,9500177,9563046
3788,9500177,9563049
3789,9500177,9563065
3790,9500177,9563071
3791,9500177,9563075
3792,9500177,9563101
3793,9500177,9563111
3794,9500177,9563122
3795,9500177,9563123
3796,9500177,9563126
3797,9500177,9563146
3798,9500177,9563158
3799,9500177,9563162
3800,9500177,9563167
3801,9500177,9563180
3802,9500177,9563192
3803,9500177,9563210
3804,9500177,9563216
3805,9500177,9563218
3806,9500177,9563221
3807,9500177,9563225
3808,9500177,9563239
3809,9500177,9563244
3810,9500177,9563266
3811,9500177,9563272
3812,9500177,9563280
3813,9500177,9563288
3814,9500177,9563300
3815,9500177,9563302
3816,9500177,9563307
3817,9500177,9563321
3818,9500177,9563326
3819,9500177,9563332
3820,9500177,9563334
3821,9500177,9563345
3822,9500177,9563354
3823,9500193,9500137
3824,9500193,9500145
3825,9500193,9500179
3826,9500193,9500191
3827,9500193,9500212
3828,9500193,9500466
3829,9500193,9500470
3830,9500193,9500704
3831,9500193,9500872
3832,9500193,9500877
3833,9500193,9500902
3834,9500193,9500904
3835,9500193,9500914
3836,9500193,9500916
3837,9500193,9500938
3838,9500193,9501257
3839,9500193,9501431
3840,9500193,9521760
3841,9500193,9521852
3842,9500193,9521868
3843,9500193,9521943
3844,9500193,9521989
3845,9500193,9522105
3846,9500193,9522125
3847,9500193,9522154
3848,9500193,9522258
3849,9500193,9535206
3850,9500193,9535226
3851,9500193,9535267
3852,9500193,9535271
3853,9500193,9535295
3854,9500193,9535354
3855,9500193,9535370
3856,9500193,9535398
3857,9500193,9535483
3858,9500193,9535491
3859,9500193,9535498
3860,9500193,9535532
3861,9500193,9535729
3862,9500193,9535800
3863,9500193,9535836
3864,9500193,9535841
3865,9500193,9556306
3866,9500193,9556308
3867,9500193,9556345
3868,9500193,9556360
3869,9500193,9556371
3870,9500193,9556390
3871,9500193,9556397
3872,9500193,9556402
3873,9500193,9556413
3874,9500193,9556427
3875,9500193,9556439
3876,9500193,9556449
3877,9500193,9556463
3878,9500193,9556478
3879,9500193,9556479
3880,9500193,9556480
3881,9500193,9556483
3882,9500193,9556492
3883,9500193,9556512
3884,9500193,9556534
3885,9500193,9556545
3886,9500193,9556546
3887,9500193,9556558
3888,9500193,9556562
3889,9500193,9556569
3890,9500193,9556584
3891,9500193,9556586
3892,9500193,9556594
3893,9500193,9556596
3894,9500193,9556604
3895,9500193,9556608
