,SUBID,SUBID_1,SUBID_2,SUBID_3,SUBID_4,SUBID_5,SUBID_6,SUBID_7,SUBID_8,SUBID_9,SUBID_10,SUBID_11,SUBID_12,SUBID_13,SUBID_14,SUBID_15,SUBID_16,SUBID_17,SUBID_18,SUBID_19,SUBID_20,SUBID_21,SUBID_22,SUBID_23,SUBID_24,SUBID_25,SUBID_26,SUBID_27,SUBID_28,SUBID_29,SUBID_30,SUBID_31,SUBID_32,SUBID_33,SUBID_34,SUBID_35,SUBID_36,SUBID_37,SUBID_38,SUBID_39,SUBID_40,SUBID_41,SUBID_42,SUBID_43,SUBID_44,SUBID_45,SUBID_46,SUBID_47,SUBID_48,SUBID_49,SUBID_50,SUBID_51,SUBID_52,SUBID_53,SUBID_54
155,9556728.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,
156,9556740.0,9556313.0,9500132.0,9556573.0,9500463.0,9556465.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,
157,9556741.0,9556657.0,9556520.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,
158,9556754.0,9556436.0,9556667.0,9556539.0,9556307.0,9556358.0,9556691.0,9556362.0,9556715.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0
159,9556864.0,9556592.0,9556372.0,9556657.0,9556520.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,
160,9556955.0,9556592.0,9556372.0,9556657.0,9556520.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,
161,9557004.0,9556667.0,9556539.0,9556307.0,9556358.0,9556691.0,9556362.0,9556715.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,
162,9557101.0,9556436.0,9556667.0,9556539.0,9556307.0,9556358.0,9556691.0,9556362.0,9556715.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0
163,9557108.0,9556436.0,9556667.0,9556539.0,9556307.0,9556358.0,9556691.0,9556362.0,9556715.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0
164,9562826.0,9563024.0,9563207.0,9562915.0,9500779.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,9562842.0,9563090.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,9562851.0,9563310.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,9562856.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,9562860.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,9562871.0,9563148.0,9563179.0,9562867.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,9562897.0,9563270.0,9501415.0,9501270.0,9562835.0,9563090.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,9562901.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,9562902.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,9562904.0,9563310.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,9562908.0,9501270.0,9562835.0,9563090.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,9562917.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,9562934.0,9563264.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,9562943.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,9562945.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,9562950.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,9562986.0,9563207.0,9562915.0,9500779.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9563001.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9563019.0,9563238.0,9500197.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9563025.0,9563000.0,9562898.0,9563024.0,9563207.0,9562915.0,9500779.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9563040.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9563046.0,9563270.0,9501415.0,9501270.0,9562835.0,9563090.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9563049.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9563065.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9563071.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9563075.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9563101.0,9563142.0,9563161.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9563111.0,9562884.0,9563148.0,9563179.0,9562867.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,9563122.0,9562858.0,9563264.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,9563123.0,9562818.0,9563069.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,9563126.0,9562818.0,9563069.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,9563146.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,9563158.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,9563162.0,9562884.0,9563148.0,9563179.0,9562867.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,9563167.0,9501415.0,9501270.0,9562835.0,9563090.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,9563180.0,9562898.0,9563024.0,9563207.0,9562915.0,9500779.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,9563192.0,9563056.0,9563339.0,9563149.0,9563000.0,9562898.0,9563024.0,9563207.0,9562915.0,9500779.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,9563210.0,9563179.0,9562867.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,9563216.0,9563179.0,9562867.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,9563218.0,9563024.0,9563207.0,9562915.0,9500779.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,9563221.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,9563225.0,9556531.0,9500579.0,9500202.0,9500198.0,9556683.0,9556544.0,9556703.0,9556567.0,9556624.0,9556575.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,
206,9563239.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,9563244.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,9563266.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,9563272.0,9563339.0,9563149.0,9563000.0,9562898.0,9563024.0,9563207.0,9562915.0,9500779.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,9563280.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,9563288.0,9501415.0,9501270.0,9562835.0,9563090.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,9563300.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,9563302.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,9563307.0,9501415.0,9501270.0,9562835.0,9563090.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,9563321.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,9563326.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,9563332.0,9562915.0,9500779.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,9563334.0,9563149.0,9563000.0,9562898.0,9563024.0,9563207.0,9562915.0,9500779.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,9563345.0,9501415.0,9501270.0,9562835.0,9563090.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,9563354.0,9563211.0,9501415.0,9501270.0,9562835.0,9563090.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,9556556.0,9556394.0,9556489.0,9556687.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,
222,9563211.0,9501415.0,9501270.0,9562835.0,9563090.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,9556394.0,9556489.0,9556687.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,
224,9535208.0,9500640.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,9563142.0,9563161.0,9563314.0,9563290.0,9563291.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,9556651.0,9500132.0,9556573.0,9500463.0,9556465.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,
