,SUBID,SUBID_1,SUBID_2,SUBID_3,SUBID_4,SUBID_5,SUBID_6,SUBID_7,SUBID_8,SUBID_9,SUBID_10,SUBID_11,SUBID_12,SUBID_13,SUBID_14,SUBID_15,SUBID_16,SUBID_17,SUBID_18,SUBID_19,SUBID_20,SUBID_21,SUBID_22,SUBID_23,SUBID_24,SUBID_25,SUBID_26,SUBID_27,SUBID_28,SUBID_29,SUBID_30,SUBID_31,SUBID_32,SUBID_33,SUBID_34,SUBID_35,SUBID_36,SUBID_37,SUBID_38,SUBID_39,SUBID_40,SUBID_41,SUBID_42,SUBID_43,SUBID_44,SUBID_45,SUBID_46,SUBID_47,SUBID_48,SUBID_49,SUBID_50,SUBID_51,SUBID_52,SUBID_53,SUBID_54
91,9535498.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,9535532.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,9535579.0,9535208.0,9500640.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,9535626.0,9535638.0,9535508.0,9535593.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,9535640.0,9535530.0,9535272.0,9500119.0,9001250.0,9001249.0,9500640.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,9535678.0,9535593.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,9535729.0,9535219.0,9535855.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,9535769.0,9535508.0,9535593.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,9535800.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,9535836.0,9535840.0,9535855.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,9535841.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,9538647.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,9538690.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,9538724.0,9539211.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,9538862.0,9539211.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,9538902.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,9539029.0,9539149.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,9539032.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,9539162.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,9539229.0,9539149.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,9539393.0,9539149.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,9556306.0,9556660.0,9500132.0,9556573.0,9500463.0,9556465.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,
113,9556308.0,9500132.0,9556573.0,9500463.0,9556465.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,
114,9556345.0,9556379.0,9556706.0,9556590.0,9556542.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,
115,9556360.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,
116,9556371.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9556390.0,9556722.0,9556358.0,9556691.0,9556362.0,9556715.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,
118,9556397.0,9500132.0,9556573.0,9500463.0,9556465.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,
119,9556402.0,9500198.0,9556683.0,9556544.0,9556703.0,9556567.0,9556624.0,9556575.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,
120,9556413.0,9500132.0,9556573.0,9500463.0,9556465.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,
121,9556427.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,
122,9556439.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,
123,9556449.0,9556709.0,9556372.0,9556657.0,9556520.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,
124,9556463.0,9556481.0,9556369.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,
125,9556478.0,9556687.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,
126,9556479.0,9556651.0,9500132.0,9556573.0,9500463.0,9556465.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,
127,9556480.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,
128,9556483.0,9556498.0,9556342.0,9556426.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,
129,9556492.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,
130,9556512.0,9556481.0,9556369.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,
131,9556534.0,9556539.0,9556307.0,9556358.0,9556691.0,9556362.0,9556715.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,
132,9556545.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,,
133,9556546.0,9500579.0,9500202.0,9500198.0,9556683.0,9556544.0,9556703.0,9556567.0,9556624.0,9556575.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,
134,9556558.0,9556624.0,9556575.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,
135,9556562.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,
136,9556569.0,9556500.0,9556717.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,
137,9556584.0,9556486.0,9556703.0,9556567.0,9556624.0,9556575.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,
138,9556586.0,9556379.0,9556706.0,9556590.0,9556542.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,
139,9556594.0,9500463.0,9556465.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,
140,9556596.0,9500198.0,9556683.0,9556544.0,9556703.0,9556567.0,9556624.0,9556575.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,
141,9556604.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,
142,9556608.0,9556537.0,9500463.0,9556465.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,
143,9556610.0,9556624.0,9556575.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,,,,,,
144,9556631.0,9500463.0,9556465.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,
145,9556646.0,9556613.0,9556379.0,9556706.0,9556590.0,9556542.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,
146,9556649.0,9556358.0,9556691.0,9556362.0,9556715.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,
147,9556654.0,9556715.0,9556421.0,9556561.0,9556446.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,
148,9556664.0,9556498.0,9556342.0,9556426.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,
149,9556669.0,9500198.0,9556683.0,9556544.0,9556703.0,9556567.0,9556624.0,9556575.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,
150,9556684.0,9556706.0,9556590.0,9556542.0,9556650.0,9556338.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,
151,9556688.0,9556465.0,9556501.0,9556735.0,9556487.0,9556312.0,9556332.0,9556648.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,
152,9556694.0,9556500.0,9556717.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,
153,9556708.0,9500198.0,9556683.0,9556544.0,9556703.0,9556567.0,9556624.0,9556575.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,,,,,
154,9556713.0,9556733.0,9556738.0,9556528.0,9556475.0,9556692.0,9501220.0,9556554.0,9556460.0,9556455.0,9556570.0,9556576.0,9500372.0,9563276.0,9563273.0,9563282.0,9562845.0,9563045.0,9563331.0,9501218.0,9562888.0,9500917.0,9500476.0,9562939.0,9562866.0,9500177.0,9535378.0,9500931.0,9535662.0,9500193.0,9535602.0,9535268.0,9535195.0,9535755.0,9539414.0,9539612.0,9538536.0,9539388.0,9539047.0,,,,,,,,,,,,,,,,
