NUTS_ID,EXCEED_mean
AL011,29.75
AL012,31.0
AL013,28.142857142857142
AL014,30.75
AL015,29.0
AL021,30.324324324324323
AL022,31.0
AL031,30.235294117647058
AL032,31.0
AL033,30.2
AL034,29.146341463414632
AL035,31.0
AT111,26.77777777777778
AT112,25.95
AT113,26.176470588235293
AT121,24.523809523809526
AT122,24.956521739130434
AT123,26.083333333333332
AT124,25.52542372881356
AT125,27.423076923076923
AT126,27.647058823529413
AT127,26.266666666666666
AT130,28.666666666666668
AT211,26.03846153846154
AT212,23.914893617021278
AT213,25.0
AT221,26.46153846153846
AT222,22.558823529411764
AT223,24.710526315789473
AT224,26.05
AT225,25.928571428571427
AT226,23.657894736842106
AT311,25.944444444444443
AT312,27.55
AT313,25.457142857142856
AT314,22.703703703703702
AT315,22.4
AT321,23.46153846153846
AT322,20.962962962962962
AT323,24.454545454545453
AT331,18.46153846153846
AT332,21.75
AT333,21.285714285714285
AT334,16.95
AT335,21.933333333333334
AT341,19.391304347826086
AT342,24.142857142857142
BE100,29.5
BE211,29.833333333333332
BE212,29.375
BE213,29.36842105263158
BE223,26.5
BE224,28.454545454545453
BE225,28.357142857142858
BE231,28.0
BE232,29.75
BE233,31.0
BE234,30.076923076923077
BE235,28.8
BE236,30.428571428571427
BE241,27.692307692307693
BE242,28.0
BE251,29.857142857142858
BE252,30.0
BE253,30.285714285714285
BE254,30.4
BE255,30.0
BE256,30.0
BE257,30.5
BE258,30.0
BE310,26.928571428571427
BE323,27.428571428571427
BE328,29.90909090909091
BE329,26.75
BE32A,27.875
BE32B,26.0
BE32C,27.0
BE32D,24.22222222222222
BE331,22.375
BE332,23.666666666666668
BE334,25.5
BE335,20.857142857142858
BE336,21.636363636363637
BE341,19.2
BE342,15.733333333333333
BE343,17.363636363636363
BE344,17.6875
BE345,18.5
BE351,19.285714285714285
BE352,23.923076923076923
BE353,22.0
BG311,30.941176470588236
BG312,30.05263157894737
BG313,30.095238095238095
BG314,30.62
BG315,30.4
BG321,30.88235294117647
BG322,30.91304347826087
BG323,31.0
BG324,31.0
BG325,31.0
BG331,31.0
BG332,31.0
BG333,31.0
BG334,31.0
BG341,31.0
BG342,30.973684210526315
BG343,31.0
BG344,30.92982456140351
BG411,29.785714285714285
BG412,28.855263157894736
BG413,28.89041095890411
BG414,28.785714285714285
BG415,27.58823529411765
BG421,30.421875
BG422,31.0
BG423,29.333333333333332
BG424,30.272727272727273
BG425,30.97142857142857
CH011,20.236842105263158
CH012,17.557377049180328
CH013,22.25
CH021,19.78082191780822
CH022,21.22222222222222
CH023,22.0
CH024,18.555555555555557
CH025,19.88888888888889
CH032,23.428571428571427
CH033,23.833333333333332
CH040,24.095238095238095
CH051,17.833333333333332
CH052,24.5
CH053,23.5
CH054,23.333333333333332
CH055,22.458333333333332
CH056,18.120481927710845
CH057,23.933333333333334
CH061,21.941176470588236
CH062,17.0
CH063,19.545454545454547
CH064,18.25
CH065,18.75
CH066,23.0
CH070,19.939393939393938
CY000,31.0
CZ010,28.166666666666668
CZ020,26.580882352941178
CZ031,23.833333333333332
CZ032,24.96842105263158
CZ041,25.0
CZ042,26.044776119402986
CZ051,29.951219512195124
CZ052,29.516129032258064
CZ053,28.444444444444443
CZ063,27.458823529411763
CZ064,28.224719101123597
CZ071,28.442857142857143
CZ072,28.893617021276597
CZ080,28.720588235294116
DE111,27.333333333333332
DE112,24.555555555555557
DE113,25.333333333333332
DE114,26.0
DE115,25.0
DE116,27.076923076923077
DE117,27.0
DE118,25.466666666666665
DE119,26.9
DE11A,27.176470588235293
DE11B,26.733333333333334
DE11C,27.571428571428573
DE11D,28.11111111111111
DE121,24.0
DE122,26.0
DE123,25.416666666666668
DE124,24.77777777777778
DE125,28.0
DE126,29.333333333333332
DE127,26.153846153846153
DE128,26.75
DE129,24.0
DE12A,23.22222222222222
DE12B,24.142857142857142
DE12C,23.0
DE131,27.0
DE132,23.444444444444443
