NUTS_ID,EXCEED_mean
AL011,30.85185185185185
AL012,31.0
AL013,31.0
AL014,31.0
AL015,31.0
AL021,31.0
AL022,30.833333333333332
AL031,30.25
AL032,30.85
AL033,30.516129032258064
AL034,30.666666666666668
AL035,30.933333333333334
AT111,30.125
AT112,29.666666666666668
AT113,30.941176470588236
AT121,28.78048780487805
AT122,29.5
AT123,29.0
AT124,27.49122807017544
AT125,29.0
AT126,29.0
AT127,29.055555555555557
AT130,29.0
AT211,31.0
AT212,27.56
AT213,30.725
AT221,31.0
AT222,27.86046511627907
AT223,29.625
AT224,30.8
AT225,31.0
AT226,29.594594594594593
AT311,29.0
AT312,28.904761904761905
AT313,28.689655172413794
AT314,28.22222222222222
AT315,28.366666666666667
AT321,27.363636363636363
AT322,26.403846153846153
AT323,29.095238095238095
AT331,24.428571428571427
AT332,27.12
AT333,20.24
AT334,21.710526315789473
AT335,28.604166666666668
AT341,20.8
AT342,29.181818181818183
BE100,31.0
BE211,31.0
BE212,31.0
BE213,31.0
BE223,29.571428571428573
BE224,30.272727272727273
BE225,31.0
BE231,31.0
BE232,31.0
BE233,31.0
BE234,31.0
BE235,31.0
BE236,31.0
BE241,31.0
BE242,30.666666666666668
BE251,31.0
BE252,31.0
BE253,31.0
BE254,31.0
BE255,31.0
BE256,31.0
BE257,31.0
BE258,31.0
BE310,30.0
BE323,30.0
BE328,30.90909090909091
BE329,30.0
BE32A,30.555555555555557
BE32B,30.0
BE32C,30.0
BE32D,29.444444444444443
BE331,26.7
BE332,27.625
BE334,27.8
BE335,26.666666666666668
BE336,27.7
BE341,26.75
BE342,25.428571428571427
BE343,24.857142857142858
BE344,27.2
BE345,27.125
BE351,27.35
BE352,28.11111111111111
BE353,29.363636363636363
BG311,30.97142857142857
BG312,30.88095238095238
BG313,30.923076923076923
BG314,31.0
BG315,30.340425531914892
BG321,30.45098039215686
BG322,30.04
BG323,30.933333333333334
BG324,31.0
BG325,31.0
BG331,30.818181818181817
BG332,31.0
BG333,31.0
BG334,30.433333333333334
BG341,30.75
BG342,30.55
BG343,31.0
BG344,30.636363636363637
BG411,30.866666666666667
BG412,30.265822784810126
BG413,30.242424242424242
BG414,30.25
BG415,30.63888888888889
BG421,30.53030303030303
BG422,31.0
BG423,30.0
BG424,29.8
BG425,30.82857142857143
CH011,29.34285714285714
CH012,18.147540983606557
CH013,31.0
CH021,24.253731343283583
CH022,29.142857142857142
CH023,28.3
CH024,28.666666666666668
CH025,27.88888888888889
CH032,28.0
CH033,28.705882352941178
CH040,29.7
CH051,22.625
CH052,29.25
CH053,29.333333333333332
CH054,30.0
CH055,27.565217391304348
CH056,15.75294117647059
CH057,30.0
CH061,27.5
CH062,17.46153846153846
CH063,27.5
CH064,21.857142857142858
CH065,28.0
CH066,29.5
CH070,18.75
CY000,27.52747252747253
CZ010,30.166666666666668
CZ020,29.71851851851852
CZ031,28.244094488188978
CZ032,28.967741935483872
CZ041,29.925
CZ042,30.10144927536232
CZ051,30.0
CZ052,30.21311475409836
CZ053,30.140350877192983
CZ063,29.36470588235294
CZ064,29.563218390804597
CZ071,30.727272727272727
CZ072,30.93617021276596
CZ080,30.928571428571427
DE111,27.0
DE112,27.75
DE113,28.2
DE114,28.0
DE115,28.625
DE116,28.636363636363637
DE118,29.1875
DE119,29.8
