NUTS_ID,EXCEED_mean
AL011,29.14814814814815
AL012,30.125
AL013,29.807692307692307
AL014,28.789473684210527
AL015,29.31578947368421
AL021,30.470588235294116
AL022,30.833333333333332
AL031,30.25
AL032,30.65
AL033,29.70967741935484
AL034,30.384615384615383
AL035,29.1
AT111,27.0
AT112,26.958333333333332
AT113,29.764705882352942
AT121,29.26829268292683
AT122,26.694444444444443
AT123,28.875
AT124,28.087719298245613
AT125,29.6875
AT126,28.612903225806452
AT127,26.88888888888889
AT130,28.0
AT211,30.285714285714285
AT212,25.96
AT213,28.85
AT221,29.785714285714285
AT222,25.674418604651162
AT223,27.4
AT224,29.3
AT225,29.37037037037037
AT226,24.054054054054053
AT311,29.727272727272727
AT312,29.666666666666668
AT313,30.0
AT314,27.703703703703702
AT315,28.6
AT321,22.636363636363637
AT322,23.884615384615383
AT323,28.666666666666668
AT331,21.285714285714285
AT332,22.6
AT333,21.28
AT334,17.236842105263158
AT335,24.833333333333332
AT341,21.0
AT342,28.818181818181817
BE100,31.0
BE211,31.0
BE212,31.0
BE213,31.0
BE223,31.0
BE224,31.0
BE225,31.0
BE231,31.0
BE232,31.0
BE233,31.0
BE234,31.0
BE235,31.0
BE236,31.0
BE241,31.0
BE242,31.0
BE251,30.75
BE252,31.0
BE253,31.0
BE254,31.0
BE255,30.75
BE256,31.0
BE257,31.0
BE258,31.0
BE310,30.857142857142858
BE323,30.857142857142858
BE328,31.0
BE329,30.333333333333332
BE32A,31.0
BE32B,29.833333333333332
BE32C,31.0
BE32D,29.11111111111111
BE331,30.4
BE332,30.75
BE334,31.0
BE335,30.2
BE336,30.3
BE341,30.0
BE342,29.857142857142858
BE343,29.357142857142858
BE344,30.0
BE345,30.0
BE351,29.25
BE352,30.27777777777778
BE353,29.0
BG311,30.142857142857142
BG312,29.428571428571427
BG313,29.0
BG314,30.137254901960784
BG315,28.78723404255319
BG321,29.980392156862745
BG322,29.44
BG323,30.066666666666666
BG324,29.925925925925927
BG325,29.96875
BG331,30.022727272727273
BG332,29.98
BG333,30.0
BG334,30.0
BG341,30.397727272727273
BG342,30.575
BG343,31.0
BG344,30.763636363636362
BG411,30.466666666666665
BG412,29.088607594936708
BG413,29.59090909090909
BG414,28.708333333333332
BG415,28.75
BG421,30.09090909090909
BG422,31.0
BG423,29.375
BG424,29.428571428571427
BG425,30.714285714285715
CH011,29.571428571428573
CH012,22.770491803278688
CH013,31.0
CH021,27.059701492537314
CH022,29.047619047619047
CH023,29.9
CH024,30.0
CH025,30.0
CH032,30.0
CH033,29.470588235294116
CH040,29.95
CH051,24.875
CH052,29.75
CH053,28.666666666666668
CH054,28.0
CH055,28.0
CH056,18.8
CH057,29.923076923076923
CH061,28.666666666666668
CH062,23.846153846153847
CH063,27.8
CH064,26.285714285714285
CH065,28.0
CH066,29.5
CH070,22.71875
CY000,30.32967032967033
CZ010,31.0
CZ020,30.807407407407407
CZ031,28.818897637795274
CZ032,29.387096774193548
CZ041,28.475
CZ042,30.44927536231884
CZ051,30.435897435897434
CZ052,30.229508196721312
CZ053,30.70175438596491
CZ063,30.776470588235295
CZ064,30.75862068965517
CZ071,30.757575757575758
CZ072,31.0
CZ080,30.8
DE111,30.0
DE112,29.5
DE113,29.8
DE114,30.0
DE115,30.0
DE116,30.0
DE118,30.0
DE119,30.1
DE11A,30.058823529411764
DE11B,30.6875
DE11C,30.0
DE11D,30.0
DE121,30.0
DE122,30.0
DE123,30.142857142857142
DE124,30.0
DE125,30.0
DE126,31.0
DE127,30.0
DE128,30.1875
DE129,30.0
DE12A,29.363636363636363
DE12B,30.0
DE12C,28.88888888888889
DE131,30.0
DE132,29.0625
DE133,29.333333333333332
DE134,29.304347826086957
DE135,27.88888888888889
DE136,27.272727272727273
DE137,28.0
DE138,29.333333333333332
DE139,30.0
DE13A,29.357142857142858
DE141,28.733333333333334
DE142,28.375
DE143,28.0
DE144,30.0
DE145,29.333333333333332
DE146,28.944444444444443
DE147,29.818181818181817
DE148,29.85
DE149,28.46153846153846
DE211,29.0
DE212,30.5
DE214,30.5
DE215,28.7
DE216,27.928571428571427
DE217,30.0
DE218,31.0
DE219,29.266666666666666
DE21A,30.90909090909091
DE21B,30.666666666666668
DE21C,30.0
DE21D,25.571428571428573
DE21E,29.7
DE21F,28.90909090909091
DE21G,30.625
DE21H,30.75
DE21I,29.555555555555557
DE21J,29.8
DE21K,30.666666666666668
DE21L,29.875
DE21M,30.526315789473685
DE21N,28.77777777777778
DE222,30.0
DE223,29.0
DE224,29.90909090909091
DE225,29.916666666666668
DE226,28.75
DE227,30.105263157894736
DE228,30.0
DE229,29.714285714285715
DE22A,30.0
DE22B,29.071428571428573
DE22C,30.0
DE232,29.0
DE233,29.0
DE234,28.88235294117647
DE235,28.94736842105263
DE236,29.473684210526315
DE237,28.842105263157894
DE238,29.0
DE239,28.63157894736842
DE23A,28.583333333333332
DE241,31.0
DE242,29.0
DE244,29.0
DE245,30.466666666666665
DE246,29.0
DE247,29.0
DE248,29.666666666666668
DE249,28.916666666666668
DE24A,28.875
DE24B,29.0
DE24C,29.0
DE24D,29.0
DE251,30.0
DE252,30.0
DE253,31.0
DE254,31.0
DE256,30.130434782608695
DE257,31.0
DE258,30.8
DE259,29.7
DE25A,31.0
DE25B,30.5
DE25C,30.272727272727273
DE261,30.0
DE263,31.0
DE264,30.555555555555557
DE265,30.933333333333334
DE266,30.4
DE267,30.615384615384617
DE268,31.0
DE269,30.3
DE26A,30.352941176470587
DE26B,30.90909090909091
DE26C,31.0
DE271,30.0
DE272,30.0
DE273,30.0
DE274,30.0
DE275,30.0
DE276,30.0
DE277,30.0
DE278,29.9
DE279,30.0
DE27A,29.5
DE27B,28.75
DE27C,30.0
DE27D,29.866666666666667
DE27E,26.3
DE300,29.75
DE401,30.0
DE402,31.0
DE403,30.0
DE404,29.333333333333332
DE405,28.944444444444443
DE406,29.933333333333334
DE407,30.227272727272727
DE408,29.565217391304348
DE409,29.032258064516128
DE40A,28.8
DE40B,30.764705882352942
DE40C,29.615384615384617
DE40D,28.818181818181817
DE40E,29.941176470588236
DE40F,29.0625
DE40G,30.47826086956522
DE40H,30.0
DE40I,27.404761904761905
DE501,29.0
DE502,24.0
DE600,27.9
DE711,30.0
DE712,31.0
DE713,31.0
DE714,31.0
DE715,30.857142857142858
DE716,30.625
DE717,31.0
DE718,31.0
DE719,30.77777777777778
DE71A,31.0
DE71B,30.875
DE71C,30.5
DE71D,31.0
DE71E,31.0
DE721,30.9
DE722,30.923076923076923
DE723,31.0
DE724,31.0
DE725,31.0
DE731,30.0
DE732,30.77777777777778
DE733,30.357142857142858
DE734,29.75
DE735,30.77777777777778
DE736,30.666666666666668
DE737,29.6
DE803,24.0
DE804,29.0
DE80J,25.88888888888889
DE80K,25.708333333333332
DE80L,22.926829268292682
DE80M,27.551724137931036
DE80N,24.18867924528302
DE80O,27.936507936507937
DE911,30.0
DE912,29.5
DE913,29.5
DE914,29.09090909090909
DE916,28.46153846153846
DE917,29.5
DE918,29.941176470588236
DE91A,29.714285714285715
DE91B,30.0
DE91C,29.227272727272727
DE922,29.814814814814813
DE923,29.545454545454547
DE925,29.357142857142858
DE926,30.25
DE927,29.833333333333332
DE928,29.4
DE929,29.516129032258064
DE931,29.35
DE932,24.966666666666665
DE933,27.68421052631579
DE934,28.235294117647058
DE935,28.0
DE936,28.444444444444443
DE937,28.0
DE938,28.76
DE939,25.625
DE93A,28.11111111111111
DE93B,29.2
DE941,29.0
DE943,29.0
DE944,30.0
DE945,26.0
DE946,28.5
DE947,27.235294117647058
DE948,29.3
DE949,29.1
DE94A,26.5
DE94B,29.916666666666668
DE94C,27.466666666666665
DE94D,29.533333333333335
DE94E,30.0
DE94F,30.09090909090909
DE94G,26.7
DE94H,26.88888888888889
DEA11,31.0
DEA12,31.0
